IdSucursal;NroRemito;ItemRemito;IDCodProd;Cantidad;UnidadMedida
5;18697;3;90;1;C/U
5;18698;1;180;1;C/U
5;18700;1;180;4;C/U
5;18701;1;75;2;C/U
5;18702;1;65;2;C/U
5;18703;1;75;6;C/U
5;18703;2;110C;12;C/U
5;18703;3;180;4;C/U
5;18703;4;45FKA;1;C/U
5;18703;5;90;1;C/U
5;18704;1;45FKA;1;C/U
5;18705;1;180;4;C/U
5;18707;1;180;2;C/U
5;18708;1;180;4;C/U
5;18709;1;75;15;C/U
5;18710;1;180;2;C/U
5;18710;2;65;1;C/U
5;18711;1;75;50;C/U
5;18711;2;65;20;C/U
5;18711;3;1004X4;14;C/U
5;18711;4;240;6;C/U
5;18713;1;180;3;C/U
5;18714;1;180;10;C/U
5;18715;1;PLOMO;10229;KG
5;18716;1;PLOMO;10180;KG
5;18717;1;PLOMO;8717;KG
5;18718;1;180;2;C/U
5;18719;1;180;1;C/U
5;18720;1;180;1;C/U
5;18721;1;110C;30;C/U
5;18721;2;180;20;C/U
5;18721;3;75;10;C/U
5;18722;1;110C;10;C/U
5;18723;1;180;1;C/U
5;18724;1;110C;2;C/U
5;18725;1;65;1;C/U
5;18725;2;75;1;C/U
5;18726;1;180;2;C/U
5;18726;2;100SP;1;C/U
5;18727;1;PLOMOC;6300;KG
5;18727;2;RES;25000;
5;18728;1;100;1;C/U
5;18729;1;65;1;C/U
5;18729;2;75;1;C/U
5;18730;1;75;15;C/U
5;18730;2;110C;2;C/U
5;18731;1;65;2;C/U
5;18732;1;180;15;C/U
5;18733;1;75;40;C/U
5;18733;2;65;40;C/U
5;18733;3;180;28;C/U
5;18733;4;100;10;C/U
5;18734;1;75;40;C/U
5;18734;2;65;40;C/U
5;18734;3;180;28;C/U
5;18734;4;100;10;C/U
5;18735;1;180;10;C/U
5;18736;1;65;1;C/U
5;18737;1;180;4;C/U
5;18738;1;180;10;C/U
5;18739;1;180;20;C/U
5;18740;1;65;1;C/U
5;18741;1;180;10;C/U
5;18743;1;RES;10000;
5;18744;1;180;4;C/U
5;18745;1;180;10;C/U
5;18746;1;45FKA;2;C/U
5;18746;2;110C;1;C/U
5;18747;1;50;1;C/U
5;18747;2;65;6;C/U
5;18747;3;75;8;C/U
5;18747;4;80T;1;C/U
5;18747;5;90;2;C/U
5;18747;6;1004X4;2;C/U
5;18747;7;110C;8;C/U
5;18747;8;120;2;C/U
5;18747;9;180;6;C/U
5;18748;1;65;1;C/U
5;18748;2;75;2;C/U
5;18748;3;110C;2;C/U
5;18749;1;180;10;C/U
5;18750;1;RES;77523;
5;18753;1;180;1;C/U
5;18757;1;75;120;C/U
5;18757;2;65;80;C/U
5;18757;3;100;50;C/U
5;18757;4;180;50;C/U
5;18757;5;1004X4;30;C/U
5;18757;6;120;10;C/U
5;18757;7;45FKA;30;C/U
5;18757;8;80T;10;C/U
5;18757;9;90;10;C/U
5;18757;10;110C;10;C/U
5;18757;11;6200;2;C/U
5;18764;1;75;1;C/U
5;18765;1;65;2;C/U
5;18766;1;75;1;C/U
5;18768;1;65;1;C/U
5;18769;1;75;1;C/U
5;18769;2;65;1;C/U
5;18770;1;65;1;C/U
5;18771;1;65;2;C/U
5;18771;2;75;2;C/U
5;18772;1;1004X4;1;C/U
5;18773;1;100SP;1;C/U
5;18774;1;65;2;C/U
5;18777;1;65;1;C/U
5;18778;1;80T;1;C/U
5;18780;1;65;2;C/U
5;18780;2;75;2;C/U
5;18780;3;45FKA;1;C/U
5;18782;1;65;1;C/U
5;18784;1;65;1;C/U
5;18785;1;75;1;C/U
5;18787;1;65;1;C/U
5;18788;1;65;1;C/U
5;18788;2;75;1;C/U
5;18789;1;65;1;C/U
5;18790;1;75;1;C/U
5;18792;1;65;1;C/U
5;18794;1;65;1;C/U
5;18795;1;45FKA;2;C/U
5;18795;2;45R12;1;C/U
5;18795;3;65;1;C/U
5;18795;4;1004X4;1;C/U
5;18796;1;45FKA;1;C/U
5;18796;2;75;1;C/U
5;18801;1;75;4;C/U
5;18801;2;180;1;C/U
5;18801;3;110C;1;C/U
5;18802;1;240;4;C/U
5;18803;1;65;5;C/U
5;18803;2;180;1;C/U
5;18803;3;90;3;C/U
5;18804;1;180;10;C/U
5;18805;1;65;2;C/U
5;18806;1;180;2;C/U
5;18806;2;80T;1;C/U
5;18807;1;75;1;C/U
5;18808;1;110C;4;C/U
5;18809;1;PLOMO;21390;KG
5;18810;1;RES;25000;
5;18811;1;180;1;C/U
5;18812;1;180;1;C/U
5;18815;1;75;13;C/U
5;18815;2;65;18;C/U
5;18815;3;45FKA;7;C/U
5;18815;4;80T;9;C/U
5;18815;5;100SP;1;C/U
5;18816;1;180;3;C/U
5;18817;1;PLOMO;14549;KG
5;18818;1;65;2;C/U
5;18818;2;75;1;C/U
5;18819;1;75;1;C/U
5;18820;1;75;120;C/U
5;18820;2;65;20;C/U
5;18820;3;180;50;C/U
5;18820;4;45FKA;20;C/U
5;18820;5;45R12;4;C/U
5;18820;6;80T;14;C/U
5;18820;7;1004X4;30;C/U
5;18820;8;100;50;C/U
5;18820;9;110C;20;C/U
5;18820;10;240;8;C/U
5;18821;1;110C;2;C/U
5;18822;1;45FIT;1;C/U
5;18823;1;110C;2;C/U
5;18824;1;110C;2;C/U
5;18825;1;180;2;C/U
5;18826;1;65;2;C/U
5;18826;2;75;3;C/U
5;18827;1;110C;1;C/U
5;18828;1;65;4;C/U
5;18829;1;180;15;C/U
5;18831;1;1004X4;2;C/U
5;18832;1;110C;2;C/U
5;18833;1;110C;3;C/U
5;18834;1;180;2;C/U
5;18835;1;110C;10;C/U
5;18835;2;75;2;C/U
5;18835;3;65;2;C/U
5;18835;4;80T;1;C/U
5;18836;1;75;3;C/U
5;18836;2;65;1;C/U
5;18837;1;80T;1;C/U
5;18837;2;75;1;C/U
5;18838;1;180;2;C/U
5;18839;1;180;8;C/U
5;18840;1;180;4;C/U
5;18841;1;110C;1;C/U
5;18842;1;180;10;C/U
5;18843;1;75;70;C/U
5;18843;2;65;50;C/U
5;18843;3;110C;20;C/U
5;18844;1;65;2;C/U
5;18844;2;75;1;C/U
5;18845;1;75;1;C/U
5;18846;1;75;1;C/U
5;18846;2;45FKA;1;C/U
5;18847;1;75;2;C/U
5;18847;2;45FKA;1;C/U
5;18847;3;65;1;C/U
5;18848;1;75;2;C/U
5;18848;2;65;2;C/U
5;18849;1;65;1;C/U
5;18850;1;N24;1;C/U
5;18850;2;1004X4;1;C/U
5;18850;3;180;2;C/U
5;18851;1;65;1;C/U
5;18852;1;75;5;C/U
5;18852;2;65;5;C/U
5;18852;3;110C;2;C/U
5;18852;4;90;1;C/U
5;18852;5;80T;1;C/U
5;18853;1;75;1;C/U
5;18854;1;1004X4;1;C/U
5;18855;1;180;1;C/U
5;18856;1;110C;2;C/U
5;18856;2;75;1;C/U
5;18857;1;75;1;C/U
5;18858;1;90;1;C/U
5;18859;1;180;1;C/U
5;18860;1;110C;2;C/U
5;18861;1;75;2;C/U
5;18861;2;65;1;C/U
5;18862;1;65;3;C/U
5;18862;2;45FKA;1;C/U
5;18863;1;65;3;C/U
5;18863;2;45FKA;1;C/U
5;18864;1;75;2;C/U
5;18864;2;65;2;C/U
5;18865;1;65;1;C/U
5;18866;1;75;1;C/U
5;18867;1;180;1;C/U
5;18868;1;1004X4;1;C/U
5;18868;2;65;1;C/U
5;18870;1;180;1;C/U
5;18871;1;65;10;C/U
5;18871;2;75;6;C/U
5;18871;3;45FKA;1;C/U
5;18872;1;65;3;C/U
5;18873;1;45R12;1;C/U
5;18874;1;1004X4;2;C/U
5;18875;1;75;1;C/U
5;18876;1;65;3;C/U
5;18876;2;75;1;C/U
5;18877;1;75;3;C/U
5;18879;1;75;7;C/U
5;18879;2;65;4;C/U
5;18879;3;110C;2;C/U
5;18879;4;45FKA;1;C/U
5;18880;1;75;2;C/U
5;18881;1;75;1;C/U
5;18882;1;65;1;C/U
5;18883;1;75;1;C/U
5;18883;2;65;1;C/U
5;18884;1;75;2;C/U
5;18884;2;65;1;C/U
5;18885;1;75;3;C/U
5;18885;2;65;3;C/U
5;18885;3;100SP;1;C/U
5;18886;1;75;6;C/U
5;18886;2;65;4;C/U
5;18886;3;180;2;C/U
5;18886;4;45FKA;1;C/U
5;18887;1;75;1;C/U
5;18887;2;65;1;C/U
5;18888;1;90;1;C/U
5;18889;1;65;1;C/U
5;18890;1;65;3;C/U
5;18890;2;75;1;C/U
5;18891;1;65;2;C/U
5;18891;2;75;1;C/U
5;18892;1;65;18;C/U
5;18892;2;75;12;C/U
5;18892;3;90;1;C/U
5;18894;1;65;4;C/U
5;18894;2;75;3;C/U
5;18894;3;180;1;C/U
5;18895;1;75;2;C/U
5;18895;2;65;2;C/U
5;18895;3;45FKA;2;C/U
5;18896;1;75;3;C/U
5;18896;2;65;3;C/U
5;18896;3;45FKA;1;C/U
5;18897;1;180;1;C/U
5;18897;2;75;1;C/U
5;18898;1;65;2;C/U
5;18899;1;75;10;C/U
5;18899;2;65;9;C/U
5;18899;3;180;2;C/U
5;18899;4;110C;1;C/U
5;18899;5;80T;1;C/U
5;18899;6;45FKA;1;C/U
5;18900;1;75;1;C/U
5;18916;1;TO;13700;
5;18916;2;RES;11853;
5;18928;1;PLOMO;13111;KG
5;18928;2;TO;16334;
5;18952;1;180;2;C/U
5;18953;1;90;1;C/U
5;18954;1;75;3;C/U
5;18954;2;180;1;C/U
5;18955;1;180;2;C/U
5;18958;1;180;2;C/U
5;18960;1;65;1;C/U
5;18961;1;75;10;C/U
5;18961;2;65;10;C/U
5;18961;3;50;3;C/U
5;18961;4;110C;1;C/U
5;18962;1;65;1;C/U
5;18963;1;75;1;C/U
5;18964;1;65;2;C/U
5;18964;2;1004X4;1;C/U
5;18965;1;65;1;C/U
5;18966;1;65;4;C/U
5;18966;2;75;1;C/U
5;18969;1;180;2;C/U
5;18970;1;100SP;1;C/U
5;18971;1;100SP;1;C/U
5;18972;1;180;1;C/U
5;18973;1;180;2;C/U
5;18974;1;65;2;C/U
5;18974;2;1004X4;1;C/U
5;18974;3;180;1;C/U
5;18974;4;110C;1;C/U
5;18977;1;180;2;C/U
5;18978;1;180;2;C/U
5;18979;1;75;2;C/U
5;18981;1;180;2;C/U
5;18982;1;180;2;C/U
5;18984;1;65;1;C/U
5;18984;2;75;1;C/U
5;18986;1;180;2;C/U
5;18987;1;180;2;C/U
5;18988;1;65;1;C/U
5;18991;1;180;3;C/U
5;18993;1;75;19;C/U
5;18993;2;65;10;C/U
5;18993;3;45FKA;3;C/U
5;18993;4;110C;2;C/U
5;18994;1;75;5;C/U
5;18994;2;65;2;C/U
5;18995;1;180;2;C/U
5;18997;1;180;2;C/U
5;18998;1;65;3;C/U
5;18998;2;75;2;C/U
5;19001;1;180;2;C/U
5;19002;1;180;20;C/U
5;19003;1;180;10;C/U
5;19004;1;110C;6;C/U
5;19005;1;65;3;C/U
5;19005;2;50;1;C/U
5;19005;3;110C;1;C/U
5;19005;4;100SP;1;C/U
5;19005;5;75;2;C/U
5;19009;1;110C;4;C/U
5;19010;1;75;10;C/U
5;19010;2;45FKA;4;C/U
5;19011;1;110C;4;C/U
5;19011;2;75;1;C/U
5;19011;3;150;2;C/U
5;19012;1;110C;50;C/U
5;19012;2;180;15;C/U
5;19013;1;180;20;C/U
5;19014;1;180;1;C/U
5;19015;1;180;4;C/U
5;19017;1;180;20;C/U
5;19018;1;50;2;C/U
5;19018;2;75;10;C/U
5;19018;3;65;12;C/U
5;19018;4;180;5;C/U
5;19018;5;110C;8;C/U
5;19018;6;80T;2;C/U
5;19018;7;120;2;C/U
5;19018;8;1004X4;2;C/U
5;19019;1;180;2;C/U
5;19020;1;180;2;C/U
5;19021;1;65;1;C/U
5;19022;1;180;10;C/U
5;19023;1;180;2;C/U
5;19024;1;75;3;C/U
5;19024;2;180;1;C/U
5;19026;1;75;4;C/U
5;19026;2;80T;2;C/U
5;19026;3;110C;8;C/U
5;19027;1;180;6;C/U
5;19028;1;90;5;C/U
5;19028;2;65;5;C/U
5;19029;1;PLOMO;9121;KG
5;19030;1;180;4;C/U
5;19031;1;65;3;C/U
5;19032;1;110C;1;C/U
5;19033;1;180;80;C/U
5;19033;2;75;150;C/U
5;19033;3;65;120;C/U
5;19033;4;45FKA;30;C/U
5;19033;5;100;40;C/U
5;19033;6;110C;20;C/U
5;19033;7;100SP;20;C/U
5;19033;8;120;10;C/U
5;19033;9;240;2;C/U
5;19033;10;1004X4;12;C/U
5;19033;11;45FIT;4;C/U
5;19033;12;45R12;2;C/U
5;19034;1;CAR;1;C/U
5;19035;1;65;1;C/U
5;19035;2;75;1;C/U
5;19036;1;180;2;C/U
5;19037;1;75;5;C/U
5;19038;1;65;1;C/U
5;19038;2;75;1;C/U
5;19039;1;75;3;C/U
5;19039;2;65;3;C/U
5;19039;3;90;1;C/U
5;19039;4;100SP;1;C/U
5;19040;1;RES;35000;
5;19041;1;180;4;C/U
5;19043;1;75;2;C/U
5;19044;1;180;4;C/U
5;19045;1;180;20;C/U
5;19046;1;TO;12946;
5;19047;1;75;11;C/U
5;19047;2;65;5;C/U
5;19048;1;180;2;C/U
5;19048;2;75;2;C/U
5;19048;3;65;2;C/U
5;19049;1;65;1;C/U
5;19050;1;180;4;C/U
5;19051;1;75;4;C/U
5;19051;2;120;2;C/U
5;19051;3;75I;2;C/U
5;19051;4;1004X4;1;C/U
5;19051;5;110C;3;C/U
5;19052;1;N24;1;C/U
5;19053;1;75;1;C/U
5;19054;1;75I;1;C/U
5;19054;2;45FKA;1;C/U
5;19056;1;180;1;C/U
5;19057;1;65;2;C/U
5;19057;2;75;1;C/U
5;19058;1;80T;1;C/U
5;19058;2;75;1;C/U
5;19058;3;65;1;C/U
5;19058;4;150;1;C/U
5;19059;1;180;10;C/U
5;19059;2;65;2;C/U
5;19059;3;80T;1;C/U
5;19060;1;75;6;C/U
5;19060;2;65;1;C/U
5;19060;3;50;2;C/U
5;19060;4;180;1;C/U
5;19061;1;75;2;C/U
5;19061;2;65;1;C/U
5;19062;1;110C;4;C/U
5;19063;1;110C;16;C/U
5;19063;2;75;4;C/U
5;19063;3;65;3;C/U
5;19063;4;50;1;C/U
5;19064;1;110C;6;C/U
5;19064;2;75;4;C/U
5;19064;3;65;3;C/U
5;19064;4;1004X4;1;C/U
5;19065;1;110C;2;C/U
5;19065;2;180;1;C/U
5;19065;3;80T;1;C/U
5;19065;4;50;1;C/U
5;19065;5;65;1;C/U
5;19065;6;75;5;C/U
5;19066;1;65;1;
5;19068;1;65;2;C/U
5;19068;2;110C;1;C/U
5;19068;3;45FIT;1;C/U
5;19069;1;65;3;C/U
5;19071;1;65;1;C/U
5;19072;1;65;1;C/U
5;19073;1;180;1;C/U
5;19073;2;75;1;C/U
5;19075;1;110C;4;C/U
5;19075;2;75;4;C/U
5;19075;3;80T;1;C/U
5;19075;4;1004X4;1;C/U
5;19077;1;180;6;C/U
5;19078;1;110C;5;C/U
5;19079;1;65;2;C/U
5;19079;2;110C;2;C/U
5;19080;1;180;2;C/U
5;19080;2;65;6;C/U
5;19081;1;110C;1;C/U
5;19081;2;75;1;C/U
5;19081;3;65;1;C/U
5;19082;1;65;1;C/U
5;19083;1;180;10;C/U
5;19083;2;110C;6;C/U
5;19083;3;100SP;1;C/U
5;19083;4;90;1;C/U
5;19083;5;75;3;C/U
5;19083;6;65;2;C/U
5;19084;1;50;1;C/U
5;19085;1;75;1;C/U
5;19086;1;110C;3;C/U
5;19087;1;180;1;C/U
5;19088;1;75;1;C/U
5;19088;2;65;1;C/U
5;19088;3;50;1;C/U
5;19089;1;110C;2;C/U
5;19090;1;75;3;C/U
5;19090;2;90;1;C/U
5;19091;1;110C;2;C/U
5;19091;2;80T;1;C/U
5;19091;3;75;1;C/U
5;19093;1;75;2;C/U
5;19094;1;75;8;C/U
5;19095;1;110C;5;C/U
5;19095;2;75;1;C/U
5;19095;3;65;1;C/U
5;19097;1;80T;1;C/U
5;19097;2;75;1;C/U
5;19097;3;65;1;C/U
5;19100;1;90;1;C/U
5;19118;1;65;2;C/U
5;19118;2;75;1;C/U
5;19118;3;80T;1;C/U
5;19119;1;75;1;C/U
5;19120;1;65;3;C/U
5;19120;2;75;2;C/U
5;19120;3;45FKA;1;C/U
5;19122;1;75;15;C/U
5;19122;2;65;9;C/U
5;19122;3;1004X4;1;C/U
5;19122;4;45FKA;1;C/U
5;19123;1;65;3;C/U
5;19124;1;75;1;C/U
5;19124;2;65;1;C/U
5;19125;1;180;2;C/U
5;19126;1;65;2;C/U
5;19126;2;75;1;C/U
5;19128;1;75;2;C/U
5;19128;2;65;2;C/U
5;19130;1;110C;1;C/U
5;19131;1;75;11;C/U
5;19131;2;65;8;C/U
5;19131;3;90;1;C/U
5;19131;4;110C;2;C/U
5;19131;5;6200;2;C/U
5;19132;1;75;1;C/U
5;19132;2;65;1;C/U
5;19133;1;65;1;C/U
5;19133;2;75;2;C/U
5;19134;1;65;1;C/U
5;19135;1;45FIT;1;C/U
5;19136;1;75;3;C/U
5;19136;2;100SP;2;C/U
5;19137;1;45FIT;1;C/U
5;19138;1;65;1;C/U
5;19138;2;45FKA;1;C/U
5;19139;1;75;1;C/U
5;19139;2;65;1;C/U
5;19139;3;45FKA;1;C/U
5;19140;1;45FKA;3;C/U
5;19140;2;100SP;1;C/U
5;19142;1;75;8;C/U
5;19142;2;65;6;C/U
5;19142;3;180;1;C/U
5;19142;4;100SP;1;C/U
5;19143;1;65;1;C/U
5;19144;1;75;1;C/U
5;19145;1;180;1;C/U
5;19146;1;75;2;C/U
5;19147;1;65;3;C/U
5;19147;2;75;2;C/U
5;19148;1;65;2;C/U
5;19149;1;45FIT;1;C/U
5;19149;2;45R12;1;C/U
5;19149;3;65;1;C/U
5;19150;1;75;1;C/U
5;19151;1;PLOMO;72;KG
5;19156;1;PLOMO;25490;KG
5;19201;1;65;3;C/U
5;19202;1;180;3;C/U
5;19203;1;65;1;C/U
5;19204;1;180;6;C/U
5;19205;1;225;4;C/U
5;19207;1;180;30;C/U
5;19207;2;100;40;C/U
5;19207;3;75;100;C/U
5;19207;4;1004X4;20;C/U
5;19207;5;45FKA;2;C/U
5;19207;6;65;20;C/U
5;19207;7;6200;2;C/U
5;19207;8;80T;6;C/U
5;19208;1;110C;2;C/U
5;19210;1;100SP;1;C/U
5;19210;2;65;2;C/U
5;19210;3;75;1;C/U
5;19211;1;80T;2;C/U
5;19212;1;180;1;C/U
5;19213;1;75;3;C/U
5;19213;2;65;1;C/U
5;19213;3;110C;2;C/U
5;19214;1;100SP;1;C/U
5;19218;1;180;4;C/U
5;19219;1;RES;74723;
5;19225;1;110C;20;C/U
5;19225;2;75;10;C/U
5;19227;1;180;2;C/U
5;19228;1;180;4;C/U
5;19229;1;65;60;C/U
5;19229;2;75;74;C/U
5;19230;1;75;3;C/U
5;19231;1;180;15;C/U
5;19232;1;180;4;C/U
5;19233;1;80T;1;C/U
5;19233;2;75;1;C/U
5;19235;1;75;2;C/U
5;19235;2;65;1;C/U
5;19236;1;110C;1;C/U
5;19237;1;100;30;C/U
5;19237;2;65;6;C/U
5;19237;3;75;6;C/U
5;19237;4;90;6;C/U
5;19238;1;AG;680;LTS
5;19239;1;AG;680;LTS
5;19240;1;180;7;C/U
5;19240;2;110C;7;C/U
5;19241;1;110C;1;C/U
5;19242;1;65;8;C/U
5;19242;2;75;15;C/U
5;19242;3;90;2;C/U
5;19242;4;80T;1;C/U
5;19242;5;110C;3;C/U
5;19243;1;180;7;C/U
5;19243;2;110C;5;C/U
5;19243;3;1004X4;2;C/U
5;19243;4;75;5;C/U
5;19244;1;45FKA;4;C/U
5;19244;2;65;7;C/U
5;19244;3;75;5;C/U
5;19244;4;80T;1;C/U
5;19245;1;75;1;C/U
5;19246;1;110C;1;C/U
5;19246;2;90;1;C/U
5;19246;3;75;1;C/U
5;19246;4;45FKA;1;C/U
5;19247;1;80T;2;C/U
5;19247;2;65;1;C/U
5;19248;1;180;10;C/U
5;19249;1;180;6;C/U
5;19250;1;180;4;C/U
5;19256;1;75;2;C/U
5;19256;2;65;2;C/U
5;19256;3;110C;1;C/U
5;19256;4;180;2;C/U
5;19276;1;65;1;C/U
5;19302;1;90;1;C/U
5;19309;1;100;1;C/U
5;19309;2;65;1;C/U
5;19310;1;75;3;C/U
5;19310;2;65;2;C/U
5;19311;1;180;4;C/U
5;19313;1;75;10;C/U
5;19313;2;45FKA;3;C/U
5;19313;3;90;1;C/U
5;19313;4;110C;2;C/U
5;19314;1;180;3;C/U
5;19315;1;100SP;1;C/U
5;19317;1;180;2;C/U
5;19326;1;45FKA;1;C/U
5;19326;2;75;1;C/U
5;19326;3;1004X4;1;C/U
5;19328;1;180;1;C/U
5;19328;2;100SP;1;C/U
5;19329;1;180;1;C/U
5;19330;1;180;2;C/U
5;19332;1;180;3;C/U
5;19334;1;180;2;C/U
5;19337;1;65;1;C/U
5;19338;1;65;1;C/U
5;19338;2;45FKA;1;C/U
5;19339;1;180;2;C/U
5;19339;2;110C;1;C/U
5;19341;1;180;3;C/U
5;19345;1;180;2;C/U
5;19346;1;180;1;C/U
5;19347;1;180;2;C/U
5;19349;1;65;3;C/U
5;19349;2;75;3;C/U
5;19350;1;110C;1;C/U
5;19351;1;65;1;C/U
5;19352;1;75;2;C/U
5;19352;2;65;1;C/U
5;19353;1;75;2;C/U
5;19353;2;65;1;C/U
5;19354;1;65;1;C/U
5;19354;2;75;1;C/U
5;19356;1;50;1;C/U
5;19356;2;75;2;C/U
5;19357;1;75;1;C/U
5;19358;1;65;2;C/U
5;19358;2;75;1;C/U
5;19359;1;180;10;C/U
5;19361;1;50;2;C/U
5;19361;2;75;2;C/U
5;19362;1;110C;2;C/U
5;19363;1;75;3;C/U
5;19364;1;110C;3;C/U
5;19364;2;180;2;C/U
5;19364;3;65;1;C/U
5;19364;4;50;1;C/U
5;19365;1;75;2;C/U
5;19365;2;65;1;C/U
5;19366;1;65;1;C/U
5;19367;1;65;1;C/U
5;19368;1;45FKA;1;C/U
5;19368;2;75;2;C/U
5;19369;1;50;1;C/U
5;19369;2;65;1;C/U
5;19369;3;75;1;C/U
5;19370;1;75;2;C/U
5;19371;1;180;6;C/U
5;19372;1;50;1;C/U
5;19372;2;65;2;C/U
5;19372;3;75;3;C/U
5;19373;1;180;1;C/U
5;19374;1;65;1;C/U
5;19374;2;75;3;C/U
5;19376;1;75;1;C/U
5;19377;1;50;2;C/U
5;19377;2;65;2;C/U
5;19377;3;75;1;C/U
5;19401;1;65;1;C/U
5;19404;1;75;2;C/U
5;19404;2;65;2;C/U
5;19404;3;110C;1;C/U
5;19405;1;75;1;C/U
5;19406;1;50;1;C/U
5;19407;1;65;1;C/U
5;19408;1;75;1;C/U
5;19409;1;65;1;C/U
5;19410;1;65;2;C/U
5;19411;1;45FKA;1;C/U
5;19412;1;75;2;C/U
5;19412;2;65;1;C/U
5;19412;3;45FKA;1;C/U
5;19414;1;65;1;C/U
5;19416;1;75;2;C/U
5;19417;1;65;1;C/U
5;19418;1;75;1;C/U
5;19420;1;65;1;C/U
5;19421;1;75;1;C/U
5;19422;1;YTX7;1;C/U
5;19422;2;12N7;1;C/U
5;19423;1;65;1;C/U
5;19425;1;75;2;C/U
5;19425;2;65;1;C/U
5;19426;1;65;2;C/U
5;19426;2;75;2;C/U
5;19427;1;65;1;C/U
5;19427;2;75;1;C/U
5;19429;1;65;1;C/U
5;19430;1;110C;2;C/U
5;19432;1;65;1;C/U
5;19433;1;75;1;C/U
5;19433;2;65;1;C/U
5;19434;1;100SP;1;C/U
5;19435;1;65;1;C/U
5;19435;2;75;1;C/U
5;19436;1;75;1;C/U
5;19436;2;80T;1;C/U
5;19436;3;1004X4;1;C/U
5;19438;1;75;1;C/U
5;19438;2;45FKA;1;C/U
5;19439;1;65;1;C/U
5;19439;2;45FKA;1;C/U
5;19440;1;65;1;C/U
5;19442;1;75;2;C/U
5;19443;1;75;1;C/U
5;19444;1;65;1;C/U
5;19446;1;65;1;C/U
5;19450;1;65;1;C/U
5;19451;1;180;8;C/U
5;19452;1;75;2;C/U
5;19453;1;75;120;C/U
5;19453;2;65;100;C/U
5;19453;3;180;60;C/U
5;19453;4;100;60;C/U
5;19453;5;45R12;6;C/U
5;19453;6;45FKA;40;C/U
5;19453;7;80T;16;C/U
5;19453;8;90;10;C/U
5;19453;9;1004X4;30;C/U
5;19453;10;100SP;6;C/U
5;19453;11;120;10;C/U
5;19453;12;150;2;C/U
5;19454;1;180;2;C/U
5;19455;1;180;4;C/U
5;19456;1;180;5;C/U
5;19456;2;110C;30;C/U
5;19456;3;75;5;C/U
5;19458;1;75;2;C/U
5;19458;2;65;1;C/U
5;19459;1;180;6;C/U
5;19460;1;180;4;C/U
5;19461;1;180;15;C/U
5;19464;1;65;1;C/U
5;19466;1;65;2;C/U
5;19466;2;75;2;C/U
5;19467;1;75;10;C/U
5;19468;1;110C;2;C/U
5;19469;1;180;10;C/U
5;19471;1;180;7;C/U
5;19471;2;75;10;C/U
5;19472;1;180;7;C/U
5;19472;2;110C;10;C/U
5;19473;1;180;2;C/U
5;19474;1;75;3;C/U
5;19475;1;180;1;C/U
5;19476;1;75;1;C/U
5;19477;1;240;2;C/U
5;19479;1;65;2;C/U
5;19480;1;65;1;C/U
5;19480;2;75;1;C/U
5;19481;1;110C;4;C/U
5;19482;1;180;5;C/U
5;19483;1;6200;2;C/U
5;19484;1;180;20;C/U
5;19485;1;180;20;C/U
5;19486;1;REZAGO;30;
5;19487;1;90;2;C/U
5;19488;1;110C;3;C/U
5;19489;1;65;5;C/U
5;19490;1;180;2;C/U
5;19491;1;180;2;C/U
5;19492;1;75;8;C/U
5;19492;2;65;5;C/U
5;19492;3;110C;2;C/U
5;19493;1;45R12;5;C/U
5;19493;2;45H;5;C/U
5;19493;3;45FKA;10;C/U
5;19493;4;65;55;C/U
5;19493;5;75;60;C/U
5;19493;6;80T;10;C/U
5;19493;7;1004X4;15;C/U
5;19493;8;90;10;C/U
5;19493;9;100SP;10;C/U
5;19493;10;120;5;C/U
5;19493;11;180;2;C/U
5;19495;1;65;1;C/U
5;19496;1;180;2;C/U
5;19497;1;65;1;C/U
5;19498;1;45R12;10;C/U
5;19498;2;45FIT;10;C/U
5;19498;3;45FKA;20;C/U
5;19498;4;65I;10;C/U
5;19498;5;75I;20;C/U
5;19498;6;80T;10;C/U
5;19498;7;1004X4;30;C/U
5;19498;8;90;20;C/U
5;19498;9;100SP;20;C/U
5;19498;10;120;10;C/U
5;19498;11;180;14;C/U
5;19499;1;75;1;C/U
5;19501;1;65;1;C/U
5;19502;1;75;2;C/U
5;19502;2;65;2;C/U
5;19503;1;65;2;C/U
5;19504;1;100SP;1;C/U
5;19505;1;75;1;C/U
5;19506;1;75;10;C/U
5;19506;2;65;7;C/U
5;19507;1;65;2;C/U
5;19507;2;45FKA;1;C/U
5;19508;1;45FKA;1;C/U
5;19509;1;75;1;C/U
5;19509;2;65;1;C/U
5;19509;3;45FKA;1;C/U
5;19510;1;75;1;C/U
5;19511;1;45R12;1;C/U
5;19512;1;75;1;C/U
5;19513;1;75;1;C/U
5;19514;1;75;1;C/U
5;19515;1;180;2;C/U
5;19516;1;65;1;C/U
5;19517;1;65;3;C/U
5;19517;2;110C;1;C/U
5;19518;1;45FIT;1;C/U
5;19519;1;65;2;C/U
5;19520;1;12N93B;2;C/U
5;19521;1;110C;1;C/U
5;19523;1;75;2;C/U
5;19523;2;65;1;C/U
5;19524;1;65;1;C/U
5;19526;1;65;3;C/U
5;19526;2;75;2;C/U
5;19527;1;75;6;C/U
5;19527;2;65;4;C/U
5;19528;1;75;1;C/U
5;19529;1;45FKA;1;C/U
5;19530;1;180;1;C/U
