NroFactura;TipoFactura;FechaFactura;TotalFactura;PorcentajeIVA;SubTotalFactura;TotalIVA;AlicuotaIIBB;ImportePercepIIBB;CodCliente;PorcentajeDesc;ImporteDesc;CodVendedor;FormaPago;UnidadNegocio;Cancelada;IdSucursal;NroRemito;Cae;FechaVC;CondicionVenta;AclaracionFactura
7676;A;2023-06-16 00:00:00;663261.5;21.0;548150.0;115111.5;0.0;0.0;2011;0.0;0.0;100;;;False;;0;73243588918123;2023-06-26 00:00:00;1 - Contado;
7677;A;2023-06-16 00:00:00;76655.99;21.0;63352.06;13303.93;0.0;0.0;2206;20.0;15838.02;200;;;False;;26461;73243604524234;2023-06-26 00:00:00;1 - Contado;
7678;A;2023-06-16 00:00:00;448533.0;21.0;367650.0;77206.5;1.0;3676.5;918;0.0;0.0;400;;;False;;26360;73243605135197;2023-06-26 00:00:00;1 - Contado;
7679;A;2023-06-16 00:00:00;227149.98;21.0;187727.26;39422.72;0.0;0.0;2517;30.0;80454.54;400;;;False;;26359;73243605317668;2023-06-26 00:00:00;1 - Contado;
7680;A;2023-06-16 00:00:00;134799.15;21.0;106983.45;22466.52;5.0;5349.17;2542;25.0;35661.15;400;;;False;;26358;73243605474979;2023-06-26 00:00:00;1 - Contado;
7681;A;2023-06-16 00:00:00;32254.95;21.0;25599.17;5375.83;5.0;1279.96;308;25.0;8533.06;700;;;False;;26036;73243605722350;2023-06-26 00:00:00;1 - Contado;
7682;A;2023-06-16 00:00:00;98232.08;21.0;81049.57;17020.41;0.2;162.1;539;35.0;34735.53;600;;;False;;0;73243615379867;2023-06-26 00:00:00;1 - Contado;
7683;A;2023-06-16 00:00:00;215006.25;21.0;177397.9;37253.56;0.2;354.8;539;35.0;87387.18;600;;;False;;0;73243615942635;2023-06-26 00:00:00;1 - Contado;
7684;A;2023-06-16 00:00:00;45429.99;21.0;37545.45;7884.54;0.0;0.0;2517;30.0;16090.91;400;;;False;;26441;73243624597631;2023-06-26 00:00:00;1 - Contado;
7685;A;2023-06-21 00:00:00;33121.91;21.0;27305.78;5734.21;0.3;81.92;81;20.0;6826.45;500;;;False;;26442;73253003022497;2023-07-01 00:00:00;1 - Contado;
7686;A;2023-06-21 00:00:00;297551.4;21.0;245100.0;51471.0;0.4;980.4;2315;0.0;0.0;300;;;False;;26443;73253005774767;2023-07-01 00:00:00;1 - Contado;
7687;A;2023-06-21 00:00:00;207974.99;21.0;171880.16;36094.83;0.0;0.0;1055;25.0;57293.39;200;;;False;;26462;73253025279092;2023-07-01 00:00:00;1 - Contado;
7688;A;2023-06-21 00:00:00;267225.89;21.0;220301.64;46263.34;0.3;660.9;921;25.0;73433.88;300;;;False;;26444;73253044154394;2023-07-01 00:00:00;1 - Contado;
7689;A;2023-06-22 00:00:00;55231.99;21.0;45646.27;9585.72;0.0;0.0;433;20.0;11411.57;100;;;False;;26503;73253124435310;2023-07-02 00:00:00;1 - Contado;
7690;A;2023-06-22 00:00:00;50686.36;21.0;40227.27;8447.73;5.0;2011.36;2542;25.0;13409.09;400;;;False;;26361;73253125022757;2023-07-02 00:00:00;1 - Contado;
7691;A;2023-06-22 00:00:00;484650.57;21.0;392429.61;82410.22;2.5;9810.74;1042;0.0;0.0;400;;;False;;26362;73253125330490;2023-07-02 00:00:00;1 - Contado;
7692;A;2023-06-22 00:00:00;33149.22;21.0;27305.78;5734.21;0.4;109.22;2315;0.0;6826.45;300;;;False;;26038;73253125877672;2023-07-02 00:00:00;1 - Contado;
7693;A;2023-06-22 00:00:00;797432.35;21.0;659035.0;138397.35;0.0;0.0;2011;0.0;0.0;100;;;False;;264451;73253126841521;2023-07-02 00:00:00;1 - Contado;
7694;A;2023-06-22 00:00:00;82754.99;21.0;68392.55;14362.44;0.0;0.0;930;25.0;22797.52;300;;;False;;26446;73253160324103;2023-07-02 00:00:00;1 - Contado;
7695;A;2023-06-22 00:00:00;188827.76;21.0;156056.0;32771.76;0.0;0.0;2011;0.0;0.0;100;;;False;;26445111;73253171170428;2023-07-02 00:00:00;1 - Contado;
7696;A;2023-06-22 00:00:00;514063.48;21.0;423446.03;88923.67;0.4;1693.78;345;0.0;0.0;200;;;False;;26447;73253175686230;2023-07-02 00:00:00;1 - Contado;
7697;A;2023-06-22 00:00:00;146391.34;21.0;120984.58;25406.76;0.0;0.0;2066;0.0;0.0;200;;;False;;26448;73253176074441;2023-07-02 00:00:00;1 - Contado;
7698;A;2023-06-22 00:00:00;73195.67;21.0;60492.29;12703.38;0.0;0.0;133;0.0;0.0;200;;;False;;26449;73253176577216;2023-07-02 00:00:00;1 - Contado;
7699;A;2023-06-23 00:00:00;51065.62;21.0;41652.22;8746.97;1.6;666.44;2128;27.0;15405.62;300;;;False;;26450;73253227656177;2023-07-03 00:00:00;1 - Contado;
7700;A;2023-06-23 00:00:00;69593.98;21.0;57515.69;12078.29;0.0;0.0;2144;30.0;24649.59;500;;;False;;26601;73253228683307;2023-07-03 00:00:00;1 - Contado;
7701;A;2023-06-26 00:00:00;123239.99;21.0;101851.23;21388.76;0.0;0.0;1055;25.0;33950.41;200;;;False;;26463;73263505440973;2023-07-06 00:00:00;1 - Contado;
7702;A;2023-06-26 00:00:00;84959.99;21.0;70214.87;14745.12;0.0;0.0;2206;20.0;17553.72;200;;;False;;26464;73263506084553;2023-07-06 00:00:00;1 - Contado;
7703;A;2023-06-26 00:00:00;91040.0;21.0;75239.67;15800.33;0.0;0.0;2394;20.0;18809.91;200;;;False;;26465;73263506318743;2023-07-06 00:00:00;1 - Contado;
7704;A;2023-06-26 00:00:00;148775.7;21.0;122550.0;25735.5;0.4;490.2;2315;0.0;0.0;300;;;False;;26602;73263537746168;2023-07-06 00:00:00;1 - Contado;
7705;A;2023-06-27 00:00:00;55368.93;21.0;45646.27;9585.72;0.3;136.94;81;20.0;11411.57;500;;;False;;26603;73263608221581;2023-07-07 00:00:00;1 - Contado;
7706;A;2023-06-27 00:00:00;150246.3;21.0;122550.0;25735.5;1.6;1960.8;1210;0.0;0.0;400;;;False;;26363;73263615191058;2023-07-07 00:00:00;1 - Contado;
7707;A;2023-06-27 00:00:00;741281.31;21.0;605127.6;127076.8;1.5;9076.91;2608;0.0;0.0;700;;;False;;26604;73263615412161;2023-07-07 00:00:00;1 - Contado;
7708;A;2023-06-27 00:00:00;41300.0;21.0;34132.23;7167.77;0.0;0.0;2629;0.0;0.0;400;;;False;;0;73263616832661;2023-07-07 00:00:00;1 - Contado;
7709;A;2023-06-27 00:00:00;257599.97;21.0;212892.54;44707.43;0.0;0.0;2224;0.0;0.0;600;;;False;;189397;73263631614105;2023-07-07 00:00:00;1 - Contado;
7710;A;2023-06-27 00:00:00;734376.4;21.0;604922.9;127033.81;0.4;2419.69;345;0.0;0.0;200;;;False;;26605;73263673403751;2023-07-07 00:00:00;1 - Contado;
7711;A;2023-06-27 00:00:00;365978.35;21.0;302461.45;63516.9;0.0;0.0;2066;0.0;0.0;200;;;False;;26606;73263673648032;2023-07-07 00:00:00;1 - Contado;
7712;A;2023-06-28 00:00:00;537852.26;21.0;444506.0;93346.26;0.0;0.0;547;0.0;0.0;100;;;False;;0;73263722459234;2023-07-08 00:00:00;1 - Contado;
7713;A;2023-06-28 00:00:00;5065200.0;21.0;4020000.0;844200.0;5.0;201000.0;2197;20.0;0.0;600;;;False;;26607;73263723877787;2023-07-08 00:00:00;1 - Contado;
7714;A;2023-06-28 00:00:00;87840.0;21.0;72595.04;15244.96;0.0;0.0;632;25.0;24198.35;100;;;False;;26504;73263729432539;2023-07-08 00:00:00;1 - Contado;
7715;A;2023-06-28 00:00:00;33039.99;21.0;27305.78;5734.21;0.0;0.0;2393;20.0;6826.45;300;;;False;;26040;73263730259453;2023-07-08 00:00:00;1 - Contado;
7716;A;2023-06-28 00:00:00;27616.0;21.0;22823.14;4792.86;0.0;0.0;607;20.0;5705.78;300;;;False;;26042;73263730395398;2023-07-08 00:00:00;1 - Contado;
7717;A;2023-06-28 00:00:00;176543.97;21.0;145904.11;30639.86;0.0;0.0;680;20.0;36476.03;300;;;False;;26039;73263730505170;2023-07-08 00:00:00;1 - Contado;
7718;A;2023-06-28 00:00:00;69593.98;21.0;57515.69;12078.29;0.0;0.0;2144;30.0;24649.59;500;;;False;;24596;73263779216952;2023-07-08 00:00:00;1 - Contado;
7719;A;2023-06-29 00:00:00;134799.15;21.0;106983.45;22466.52;5.0;5349.17;2542;25.0;35661.15;400;;;False;;26364;73263841663209;2023-07-09 00:00:00;1 - Contado;
7720;A;2023-06-29 00:00:00;150246.3;21.0;122550.0;25735.5;1.6;1960.8;1210;0.0;0.0;400;;;False;;26608;73263886475881;2023-07-09 00:00:00;1 - Contado;
7721;A;2023-06-30 00:00:00;131409.08;21.0;107272.72;22527.27;1.5;1609.09;1052;0.0;0.0;600;;;False;;255481;73263953992851;2023-07-10 00:00:00;1 - Contado;
7722;A;2023-06-30 00:00:00;65704.54;21.0;53636.36;11263.64;1.5;804.55;1052;0.0;0.0;600;;;False;;155071;73263954121650;2023-07-10 00:00:00;1 - Contado;
7723;A;2023-06-30 00:00:00;83623.96;21.0;68264.46;14335.54;1.5;1023.97;2630;0.0;0.0;200;;;False;;0;73263955656032;2023-07-10 00:00:00;1 - Contado;
7724;A;2023-06-30 00:00:00;182475.99;21.0;150806.6;31669.39;0.0;0.0;2517;30.0;64631.4;400;;;False;;26366;73263974221495;2023-07-10 00:00:00;1 - Contado;
7725;A;2023-06-30 00:00:00;48675.0;21.0;40227.27;8447.73;0.0;0.0;1045;25.0;13409.09;400;;;False;;26365;73263974532055;2023-07-10 00:00:00;1 - Contado;
7726;A;2023-06-30 00:00:00;141600.0;21.0;117024.79;24575.21;0.0;0.0;816;25.0;39008.26;200;;;False;;26466;73263975436003;2023-07-10 00:00:00;1 - Contado;
7727;A;2023-06-30 00:00:00;158456.09;21.0;130523.96;27410.03;0.4;522.1;2499;25.0;55938.84;500;;;False;;1909681;73263976850227;2023-07-10 00:00:00;1 - Contado;
7728;A;2023-06-30 00:00:00;275779.04;21.0;224942.12;47237.85;1.6;3599.07;2128;27.0;0.0;300;;;False;;0;73263979857719;2023-07-10 00:00:00;1 - Contado;
7729;A;2023-07-03 00:00:00;28186.58;21.0;22823.14;4792.86;2.5;570.58;1201;20.0;5705.78;300;;;False;;192194;73273263366969;2023-07-13 00:00:00;1 - Contado;
7730;A;2023-07-03 00:00:00;28186.58;21.0;22823.14;4792.86;2.5;570.58;1201;20.0;5705.78;300;;;False;;26611;73273263571306;2023-07-13 00:00:00;1 - Contado;
7731;A;2023-07-03 00:00:00;33039.99;21.0;27305.78;5734.21;0.0;0.0;64;20.0;6826.45;700;;;False;;26045;73273272089306;2023-07-13 00:00:00;1 - Contado;
7732;A;2023-07-03 00:00:00;51920.0;21.0;42909.09;9010.91;0.0;0.0;64;20.0;10727.27;700;;;False;;26044;73273272224674;2023-07-13 00:00:00;1 - Contado;
7733;A;2023-07-03 00:00:00;33176.0;21.0;27418.18;5757.82;0.0;0.0;997;20.0;6854.54;700;;;False;;26046;73273272352055;2023-07-13 00:00:00;1 - Contado;
7734;A;2023-07-03 00:00:00;560108.25;21.0;456300.0;95823.0;1.75;7985.25;346;0.0;0.0;1000;;;False;;0;73273331685242;2023-07-13 00:00:00;1 - Contado;
7735;A;2023-07-03 00:00:00;6764315.25;21.0;5521890.0;1159596.9;1.5;82828.35;1051;0.0;0.0;600;;;False;;0;73273343004771;2023-07-13 00:00:00;1 - Contado;
7736;A;2023-07-04 00:00:00;103840.0;21.0;85818.18;18021.82;0.0;0.0;2588;20.0;21454.54;300;;;False;;26612;73273402396949;2023-07-14 00:00:00;1 - Contado;
7737;A;2023-07-04 00:00:00;300492.6;21.0;245100.0;51471.0;1.6;3921.6;1210;0.0;0.0;400;;;False;;26613;73273403997171;2023-07-14 00:00:00;1 - Contado;
7738;A;2023-07-04 00:00:00;129799.99;21.0;107272.72;22527.27;0.0;0.0;2437;0.0;0.0;400;;;False;;0;73273404305391;2023-07-14 00:00:00;1 - Contado;
7739;A;2023-07-04 00:00:00;56864.99;21.0;46995.86;9869.13;0.0;0.0;930;25.0;15665.29;300;;;False;;26047;73273415178795;2023-07-14 00:00:00;1 - Contado;
7740;A;2023-07-04 00:00:00;97349.99;21.0;80454.54;16895.45;0.0;0.0;1055;25.0;26818.18;200;;;False;;26467;73273415594339;2023-07-14 00:00:00;1 - Contado;
7741;A;2023-07-04 00:00:00;448533.0;21.0;367650.0;77206.5;1.0;3676.5;918;0.0;0.0;400;;;False;;26614;73273419177256;2023-07-14 00:00:00;1 - Contado;
7742;A;2023-07-05 00:00:00;60655.99;21.0;50128.92;10527.07;0.0;0.0;442;20.0;12532.23;500;;;False;;26615;73273525918556;2023-07-15 00:00:00;1 - Contado;
7743;A;2023-07-05 00:00:00;33039.99;21.0;27305.78;5734.21;0.0;0.0;2358;20.0;6826.45;200;;;False;;26616;73273530282772;2023-07-15 00:00:00;1 - Contado;
7744;A;2023-07-05 00:00:00;69111.56;21.0;55289.25;11610.74;4.0;2211.57;2512;30.0;0.0;400;;;False;;26368;73273533387010;2023-07-15 00:00:00;1 - Contado;
7745;A;2023-07-05 00:00:00;195182.71;21.0;160909.08;33790.91;0.3;482.73;921;25.0;53636.36;300;;;False;;26617;73273542046735;2023-07-15 00:00:00;1 - Contado;
7746;A;2023-07-05 00:00:00;776722.72;21.0;640332.0;134469.72;0.3;1921.0;1103;0.0;0.0;500;;;False;;26618;73273591945058;2023-07-15 00:00:00;1 - Contado;
7747;A;2023-07-05 00:00:00;27616.0;21.0;22823.14;4792.86;0.0;0.0;363;20.0;5705.78;500;;;False;;26619;73273592472372;2023-07-15 00:00:00;1 - Contado;
7748;A;2023-07-06 00:00:00;297551.4;21.0;245100.0;51471.0;0.4;980.4;2315;0.0;0.0;300;;;False;;26620;73273714670361;2023-07-16 00:00:00;1 - Contado;
7749;A;2023-07-06 00:00:00;175679.98;21.0;145190.07;30489.91;0.0;0.0;681;25.0;48396.69;700;;;False;;26621;73273715204749;2023-07-16 00:00:00;1 - Contado;
7750;A;2023-07-06 00:00:00;520679.65;21.0;425044.61;89259.37;1.5;6375.67;2620;20.0;106261.15;200;;;False;;26622;73273715903603;2023-07-16 00:00:00;1 - Contado;
7751;A;2023-07-06 00:00:00;83053.39;21.0;68469.41;14378.58;0.3;205.41;611;20.0;17117.35;200;;;False;;26623;73273716217877;2023-07-16 00:00:00;1 - Contado;
7752;A;2023-07-06 00:00:00;79823.6;21.0;63352.06;13303.93;5.0;3167.6;2205;20.0;15838.02;200;;;False;;26624;73273716471331;2023-07-16 00:00:00;1 - Contado;
7753;A;2023-07-07 00:00:00;906137.54;21.0;748874.0;157263.54;0.0;0.0;2011;0.0;0.0;100;;;False;;26625;73273769374767;2023-07-17 00:00:00;1 - Contado;
7754;A;2023-07-07 00:00:00;155339.26;21.0;126704.13;26607.87;1.6;2027.27;2631;0.0;31676.03;200;;;False;;26626;73273771964904;2023-07-17 00:00:00;1 - Contado;
7755;A;2023-07-07 00:00:00;258899.95;21.0;213966.9;44933.05;0.0;0.0;2542;25.0;71322.3;400;;;False;;26372;73273786978590;2023-07-17 00:00:00;1 - Contado;
7756;A;2023-07-07 00:00:00;210329.98;21.0;173826.43;36503.55;0.0;0.0;818;25.0;57942.15;400;;;False;;26369;73273787286802;2023-07-17 00:00:00;1 - Contado;
7757;A;2023-07-07 00:00:00;48675.0;21.0;40227.27;8447.73;0.0;0.0;1045;25.0;13409.09;400;;;False;;26370;73273787434731;2023-07-17 00:00:00;1 - Contado;
7758;A;2023-07-07 00:00:00;268295.99;21.0;221732.22;46563.77;0.0;0.0;2517;30.0;95028.1;400;;;False;;26371;73273787589628;2023-07-17 00:00:00;1 - Contado;
7759;A;2023-07-07 00:00:00;793126.47;21.0;653316.7;137196.51;0.4;2613.27;345;0.0;0.0;200;;;False;;26627;73273835366795;2023-07-17 00:00:00;1 - Contado;
7760;A;2023-07-07 00:00:00;237153.96;21.0;195995.01;41158.95;0.0;0.0;2066;0.0;0.0;200;;;False;;26628;73273835670832;2023-07-17 00:00:00;1 - Contado;
7761;A;2023-07-07 00:00:00;158102.64;21.0;130663.34;27439.3;0.0;0.0;133;0.0;0.0;200;;;False;;26629;73273835991990;2023-07-17 00:00:00;1 - Contado;
7762;A;2023-07-08 00:00:00;383279.99;21.0;316760.32;66519.67;0.0;0.0;2632;0.0;0.0;700;;;False;;0;73273906299685;2023-07-18 00:00:00;1 - Contado;
7763;A;2023-07-10 00:00:00;77669.98;21.0;64190.07;13479.91;0.0;0.0;632;25.0;21396.69;100;;;False;;26631;73283068832686;2023-07-20 00:00:00;1 - Contado;
7764;A;2023-07-10 00:00:00;130046.5;21.0;105300.81;22113.17;2.5;2632.52;851;30.0;45128.93;200;;;False;;26468;73283069947108;2023-07-20 00:00:00;1 - Contado;
7765;A;2023-07-10 00:00:00;91190.08;21.0;72952.06;15319.93;4.0;2918.08;362;20.0;18238.01;700;;;False;;26049;73283072533805;2023-07-20 00:00:00;1 - Contado;
7766;A;2023-07-10 00:00:00;27616.0;21.0;22823.14;4792.86;0.0;0.0;130;20.0;5705.78;700;;;False;;26048;73283074118808;2023-07-20 00:00:00;1 - Contado;
7767;A;2023-07-11 00:00:00;61950.0;21.0;51198.35;10751.65;0.0;0.0;632;25.0;17066.12;100;;;False;;26632;73283166589511;2023-07-21 00:00:00;1 - Contado;
7768;A;2023-07-11 00:00:00;642648.91;21.0;518265.25;108835.7;3.0;15547.96;352;25.0;201023.96;200;;;False;;26471;73283178344973;2023-07-21 00:00:00;1 - Contado;
7769;A;2023-07-11 00:00:00;71865.0;21.0;59392.56;12472.44;0.0;0.0;2542;25.0;19797.52;400;;;False;;26373;73283179926524;2023-07-21 00:00:00;1 - Contado;
7770;A;2023-07-11 00:00:00;1629706.3;21.0;1330372.49;279378.22;1.5;19955.59;1215;0.0;0.0;600;;;False;;26633;73283183350134;2023-07-21 00:00:00;1 - Contado;
7771;A;2023-07-11 00:00:00;800574.25;21.0;653530.0;137241.3;1.5;9802.95;2608;0.0;0.0;700;;;False;;26634;73283214007075;2023-07-21 00:00:00;1 - Contado;
7772;A;2023-07-11 00:00:00;7991537.4;21.0;6523704.0;1369977.84;1.5;97855.56;1051;0.0;0.0;600;;;False;;192431;73283230250701;2023-07-21 00:00:00;1 - Contado;
7773;A;2023-07-13 00:00:00;224579.65;21.0;182585.08;38342.87;2.0;3651.7;2439;20.0;45646.28;100;;;False;;0;73283383054164;2023-07-23 00:00:00;1 - Contado;
7774;A;2023-07-13 00:00:00;265214.96;21.0;219185.92;46029.04;0.0;0.0;1055;25.0;73061.98;200;;;False;;26472;73283395163592;2023-07-23 00:00:00;1 - Contado;
7775;A;2023-07-14 00:00:00;30975.0;21.0;25599.17;5375.83;0.0;0.0;1045;25.0;8533.06;400;;;False;;26375;73283506029501;2023-07-24 00:00:00;1 - Contado;
7776;A;2023-07-14 00:00:00;191399.98;21.0;158181.8;33218.18;0.0;0.0;2542;25.0;52727.27;400;;;False;;26376;73283506235070;2023-07-24 00:00:00;1 - Contado;
7777;A;2023-07-14 00:00:00;61748.34;21.0;49398.67;10373.72;4.0;1975.95;2128;27.0;18270.75;300;;;False;;192571;73283507039089;2023-07-24 00:00:00;1 - Contado;
7778;A;2023-07-17 00:00:00;31220.0;21.0;25801.65;5418.35;0.0;0.0;2517;30.0;11057.85;400;;;False;;26637;73293760957653;2023-07-27 00:00:00;1 - Contado;
7779;A;2023-07-17 00:00:00;28910.0;21.0;23892.56;5017.44;0.0;0.0;2144;30.0;10239.67;500;;;False;;24039;73293776906268;2023-07-27 00:00:00;1 - Contado;
7780;A;2023-07-17 00:00:00;112143.99;21.0;92680.98;19463.01;0.0;0.0;2206;20.0;23170.24;200;;;False;;26473;73293777905438;2023-07-27 00:00:00;1 - Contado;
7781;A;2023-07-17 00:00:00;72407.01;21.0;57925.61;12164.38;4.0;2317.02;2491;0.0;0.0;200;;;False;;0;73293778247120;2023-07-27 00:00:00;1 - Contado;
7782;A;2023-07-17 00:00:00;42387.66;21.0;34915.7;7332.3;0.4;139.66;345;0.0;8728.92;200;;;False;;14157;73293778435373;2023-07-27 00:00:00;1 - Contado;
7783;A;2023-07-17 00:00:00;112143.99;21.0;92680.98;19463.01;0.0;0.0;2575;20.0;23170.24;300;;;False;;26638;73293807860860;2023-07-27 00:00:00;1 - Contado;
7784;A;2023-07-18 00:00:00;206960.0;21.0;171041.32;35918.68;0.0;0.0;2634;0.0;0.0;300;;;False;;0;73293868289238;2023-07-28 00:00:00;1 - Contado;
7785;A;2023-07-18 00:00:00;31220.0;21.0;25801.65;5418.35;0.0;0.0;2144;30.0;11057.85;500;;;False;;26639;73293869093376;2023-07-28 00:00:00;1 - Contado;
7786;A;2023-07-18 00:00:00;30356.01;21.0;25004.95;5251.04;0.4;100.02;2315;0.0;6251.24;300;;;False;;26651;73293879915005;2023-07-28 00:00:00;1 - Contado;
7787;A;2023-07-18 00:00:00;30440.19;21.0;24647.93;5176.07;2.5;616.2;1201;20.0;6161.98;300;;;False;;192350;73293881317544;2023-07-28 00:00:00;1 - Contado;
7788;A;2023-07-19 00:00:00;29922.59;21.0;24647.93;5176.07;0.4;98.59;2315;0.0;6161.98;300;;;False;;26640;73293974074074;2023-07-29 00:00:00;1 - Contado;
7789;A;2023-07-19 00:00:00;127460.15;21.0;103206.6;21673.39;2.5;2580.17;851;30.0;44231.4;200;;;False;;26474;73293982192387;2023-07-29 00:00:00;1 - Contado;
7790;A;2023-07-19 00:00:00;5199191.55;21.0;4244238.0;891289.98;1.5;63663.57;1051;0.0;0.0;600;;;False;;0;73293992216083;2023-07-29 00:00:00;1 - Contado;
7791;A;2023-07-19 00:00:00;72407.01;21.0;57925.61;12164.38;4.0;2317.02;2635;0.0;0.0;600;;;False;;0;73293014674994;2023-07-29 00:00:00;1 - Contado;
7792;A;2023-07-20 00:00:00;162266.0;21.0;132354.0;27794.34;1.6;2117.66;1210;0.0;0.0;400;;;False;;26377;73293110106199;2023-07-30 00:00:00;1 - Contado;
7793;A;2023-07-20 00:00:00;160677.76;21.0;132354.0;27794.34;0.4;529.42;2315;0.0;0.0;300;;;False;;26652;73293110835484;2023-07-30 00:00:00;1 - Contado;
7794;A;2023-07-21 00:00:00;105395.65;21.0;86888.42;18246.57;0.3;260.67;921;25.0;28962.81;300;;;False;;26641;73293218413626;2023-07-31 00:00:00;1 - Contado;
7795;A;2023-07-21 00:00:00;800583.81;21.0;653537.8;137242.94;1.5;9803.07;2608;0.0;0.0;700;;;False;;26642;73293225350303;2023-07-31 00:00:00;1 - Contado;
7796;A;2023-07-21 00:00:00;92925.0;21.0;76797.52;16127.48;0.0;0.0;816;25.0;25599.17;200;;;False;;26475;73293226934765;2023-07-31 00:00:00;1 - Contado;
7797;A;2023-07-24 00:00:00;256138.31;21.0;211684.55;44453.76;0.0;0.0;1370;0.0;0.0;600;;;False;;192506;73303560665642;2023-08-03 00:00:00;1 - Contado;
7798;A;2023-07-25 00:00:00;122499.99;21.0;101239.66;21260.33;0.0;0.0;2636;0.0;0.0;600;;;False;;0;73303624393756;2023-08-04 00:00:00;1 - Contado;
7799;A;2023-07-25 00:00:00;224111.53;21.0;179289.22;37650.74;4.0;7171.57;2208;0.0;0.0;1000;;;False;;0;73303624938611;2023-08-04 00:00:00;1 - Contado;
7800;A;2023-07-25 00:00:00;36859.5;21.0;29487.6;6192.4;4.0;1179.5;433;20.0;7371.9;100;;;False;;26507;73303633586209;2023-08-04 00:00:00;1 - Contado;
7801;A;2023-07-25 00:00:00;31220.0;21.0;25801.65;5418.35;0.0;0.0;2517;30.0;11057.85;400;;;False;;26378;73303634288413;2023-08-04 00:00:00;1 - Contado;
7802;A;2023-07-25 00:00:00;322943.76;21.0;264708.0;55588.68;1.0;2647.08;918;0.0;0.0;400;;;False;;26380;73303634465798;2023-08-04 00:00:00;1 - Contado;
7803;A;2023-07-25 00:00:00;1553445.43;21.0;1280664.0;268939.44;0.3;3841.99;1103;0.0;0.0;500;;;False;;26643;73303669709965;2023-08-04 00:00:00;1 - Contado;
7804;A;2023-07-25 00:00:00;793126.47;21.0;653316.7;137196.51;0.4;2613.27;345;0.0;0.0;200;;;False;;26644;73303670074277;2023-08-04 00:00:00;1 - Contado;
7805;A;2023-07-25 00:00:00;237153.96;21.0;195995.01;41158.95;0.0;0.0;2066;0.0;0.0;200;;;False;;26645;73303670364181;2023-08-04 00:00:00;1 - Contado;
7806;A;2023-07-25 00:00:00;158102.64;21.0;130663.34;27439.3;0.0;0.0;133;0.0;0.0;200;;;False;;26646;73303670581146;2023-08-04 00:00:00;1 - Contado;
7807;A;2023-07-25 00:00:00;161054.98;21.0;133103.29;27951.69;0.0;0.0;387;25.0;44367.77;500;;;False;;26647;73303677402826;2023-08-04 00:00:00;1 - Contado;
7808;A;2023-07-26 00:00:00;59647.99;21.0;49295.86;10352.13;0.0;0.0;661;20.0;12323.96;100;;;False;;26648;73303725935058;2023-08-05 00:00:00;1 - Contado;
7809;A;2023-07-26 00:00:00;618729.87;21.0;511347.0;107382.87;0.0;0.0;547;0.0;0.0;100;;;False;;0;73303727186204;2023-08-05 00:00:00;1 - Contado;
7810;A;2023-07-26 00:00:00;1536928.69;21.0;1270189.0;266739.69;0.0;0.0;2011;0.0;0.0;100;;;False;;26649;73303728481382;2023-08-05 00:00:00;1 - Contado;
7811;A;2023-07-26 00:00:00;55919.99;21.0;46214.87;9705.12;0.0;0.0;930;25.0;15404.96;300;;;False;;26656;73303737802682;2023-08-05 00:00:00;1 - Contado;
7812;A;2023-07-26 00:00:00;147823.98;21.0;122168.58;25655.4;0.0;0.0;2393;20.0;30542.14;300;;;False;;26654;73303738011663;2023-08-05 00:00:00;1 - Contado;
7813;A;2023-07-26 00:00:00;30440.19;21.0;24647.93;5176.07;2.5;616.2;1201;20.0;6161.98;300;;;False;;26655;73303738236820;2023-08-05 00:00:00;1 - Contado;
7814;A;2023-07-26 00:00:00;307132.16;21.0;245705.73;51598.2;4.0;9828.23;465;30.0;105302.46;200;;;False;;0;73303752143437;2023-08-05 00:00:00;1 - Contado;
7815;A;2023-07-27 00:00:00;160677.76;21.0;132354.0;27794.34;0.4;529.42;2315;0.0;0.0;300;;;False;;26241;73303855144029;2023-08-06 00:00:00;1 - Contado;
7816;A;2023-07-27 00:00:00;190655.96;21.0;157566.91;33089.05;0.0;0.0;680;20.0;39391.73;300;;;False;;26242;73303855480824;2023-08-06 00:00:00;1 - Contado;
7817;A;2023-07-28 00:00:00;105134.99;21.0;86888.42;18246.57;0.0;0.0;2542;25.0;28962.81;400;;;False;;26382;73303989647075;2023-08-07 00:00:00;1 - Contado;
7818;A;2023-07-28 00:00:00;210791.29;21.0;173776.83;36493.13;0.3;521.33;921;25.0;57925.61;300;;;False;;26243;73303990915479;2023-08-07 00:00:00;1 - Contado;
7819;A;2023-07-28 00:00:00;61409.99;21.0;50752.06;10657.93;0.0;0.0;2375;25.0;16917.36;300;;;False;;26244;73303991138729;2023-08-07 00:00:00;1 - Contado;
7820;A;2023-07-31 00:00:00;27959.99;21.0;23107.43;4852.56;0.0;0.0;632;25.0;7702.48;100;;;False;;192535;73313262803806;2023-08-10 00:00:00;1 - Contado;
7821;A;2023-07-31 00:00:00;35797.95;21.0;29487.6;6192.4;0.4;117.95;2315;0.0;7371.9;300;;;False;;26245;73313263158015;2023-08-10 00:00:00;1 - Contado;
7822;A;2023-07-31 00:00:00;112143.99;21.0;92680.98;19463.01;0.0;0.0;2393;20.0;23170.24;300;;;False;;26246;73313263441171;2023-08-10 00:00:00;1 - Contado;
