NroFactura;TipoFactura;FechaFactura;TotalFactura;PorcentajeIVA;SubTotalFactura;TotalIVA;AlicuotaIIBB;ImportePercepIIBB;CodCliente;PorcentajeDesc;ImporteDesc;CodVendedor;FormaPago;UnidadNegocio;Cancelada;IdSucursal;NroRemito;Cae;FechaVC;CondicionVenta;AclaracionFactura
1;A;2016-04-01 00:00:00;3689.12;21.0;3041.32;638.68;0.3;9.12;345;0.0;0.0;200;;;False;;0;66143299853097;2016-04-11 00:00:00;1 - Contado;
2;A;2016-04-01 00:00:00;1.21;21.0;1.0;0.21;0.3;0.0;345;0.0;0.0;200;;;False;;0;66143300116138;2016-04-11 00:00:00;1 - Contado;
3;A;2016-04-02 00:00:00;1.21;21.0;1.0;0.21;0.3;0.0;345;0.0;0.0;200;;;False;;0;66143306262739;2016-04-12 00:00:00;1 - Contado;
4;A;2016-04-03 00:00:00;0.93;21.0;0.75;0.16;3.5;0.03;816;25.0;0.25;200;;;False;;0;66143307770692;2016-04-13 00:00:00;1 - Contado;
5;A;2016-04-04 00:00:00;15486.89;21.0;12642.36;2654.9;1.5;189.64;918;0.0;0.0;400;;;False;;15635;66143311710871;2016-04-14 00:00:00;1 - Contado;
6;A;2016-04-05 00:00:00;5902.59;21.0;4866.11;1021.88;0.3;14.6;921;20.0;1216.53;300;;;False;;0;66143334559287;2016-04-15 00:00:00;1 - Contado;
7;A;2016-04-05 00:00:00;10259.89;21.0;8458.28;1776.24;0.3;25.37;472;0.0;0.0;100;;;False;;15638;66143335000556;2016-04-15 00:00:00;1 - Contado;
8;A;2016-04-05 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;921;20.0;260.49;300;;;False;;15188;66143335399278;2016-04-15 00:00:00;1 - Contado;
9;A;2016-04-05 00:00:00;1312.89;21.0;1041.98;218.82;5.0;52.1;997;20.0;260.49;300;;;False;;151881;66143335483611;2016-04-15 00:00:00;1 - Contado;
10;A;2016-04-05 00:00:00;2386.27;21.0;1916.68;402.5;3.5;67.08;378;20.0;479.17;100;;;False;;15488;66143337403826;2016-04-15 00:00:00;1 - Contado;
11;A;2016-04-05 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;78;20.0;218.68;100;;;False;;15115;66143337441499;2016-04-15 00:00:00;1 - Contado;
12;A;2016-04-05 00:00:00;2204.26;21.0;1749.41;367.38;5.0;87.47;433;20.0;437.35;100;;;False;;16113;66143337684325;2016-04-15 00:00:00;1 - Contado;
13;A;2016-04-05 00:00:00;2118.54;21.0;1749.41;367.38;0.1;1.75;853;20.0;437.35;300;;;False;;15342;66143338160782;2016-04-15 00:00:00;1 - Contado;
14;A;2016-04-05 00:00:00;3258.08;21.0;2616.93;549.56;3.5;91.59;32;25.0;872.32;200;;;False;;15555;66143338256541;2016-04-15 00:00:00;1 - Contado;
15;A;2016-04-05 00:00:00;3420.14;21.0;2747.1;576.89;3.5;96.15;2063;0.0;0.0;400;;;False;;0;66143350714879;2016-04-15 00:00:00;1 - Contado;
16;A;2016-04-06 00:00:00;2568.66;21.0;2117.61;444.7;0.3;6.35;1103;0.0;0.0;500;;;False;;12991;66143361339742;2016-04-16 00:00:00;1 - Contado;
17;A;2016-04-06 00:00:00;6080.9;21.0;4884.26;1025.69;3.5;170.95;352;25.0;1628.09;200;;;False;;15559;66143361584369;2016-04-16 00:00:00;1 - Contado;
18;A;2016-04-06 00:00:00;4289.79;21.0;3536.51;742.67;0.3;10.61;1055;20.0;884.13;200;;;False;;15557;66143361646942;2016-04-16 00:00:00;1 - Contado;
19;A;2016-04-06 00:00:00;5616.97;21.0;4540.8;953.57;2.7;122.6;277;20.0;1135.19;200;;;False;;16388;66143361726621;2016-04-16 00:00:00;1 - Contado;
20;A;2016-04-06 00:00:00;11975.07;21.0;9618.53;2019.89;3.5;336.65;816;25.0;3206.18;200;;;False;;15558;66143361790396;2016-04-16 00:00:00;1 - Contado;
21;A;2016-04-06 00:00:00;222447.89;21.0;178673.0;37521.33;3.5;6253.56;2010;0.0;0.0;100;;;False;;0;66143370596766;2016-04-16 00:00:00;1 - Contado;
22;A;2016-04-07 00:00:00;3453.32;21.0;2773.75;582.49;3.5;97.08;1062;25.0;924.59;500;;;False;;16400;66143377016798;2016-04-17 00:00:00;1 - Contado;
23;A;2016-04-07 00:00:00;25751.75;21.0;21229.8;4458.26;0.3;63.69;345;0.0;0.0;200;;;False;;16753;66143377195641;2016-04-17 00:00:00;1 - Contado;
24;A;2016-04-07 00:00:00;3517.14;21.0;2791.38;586.19;5.0;139.57;395;20.0;697.85;500;;;False;;16764;66143381260960;2016-04-17 00:00:00;1 - Contado;
25;A;2016-04-07 00:00:00;1102.12;21.0;874.7;183.69;5.0;43.74;395;20.0;218.68;500;;;False;;16800;66143381299798;2016-04-17 00:00:00;1 - Contado;
26;A;2016-04-07 00:00:00;1082.0;21.0;874.7;183.69;2.7;23.62;920;20.0;218.68;500;;;False;;12995;66143381344478;2016-04-17 00:00:00;1 - Contado;
27;A;2016-04-07 00:00:00;2951.3;21.0;2433.06;510.94;0.3;7.3;921;20.0;608.26;300;;;False;;169691;66143382596983;2016-04-17 00:00:00;1 - Contado;
28;A;2016-04-07 00:00:00;6957.55;21.0;5750.04;1207.51;0.0;0.0;680;20.0;1437.51;300;;;False;;15191;66143382668860;2016-04-17 00:00:00;1 - Contado;
29;A;2016-04-07 00:00:00;447930.0;21.0;355500.0;74655.0;5.0;17775.0;881;0.0;0.0;700;;;False;;15647;66143389180132;2016-04-17 00:00:00;1 - Contado;
30;A;2016-04-07 00:00:00;60661.4;21.0;50009.4;10501.97;0.3;150.03;2064;0.0;0.0;700;;;False;;0;66143390079166;2016-04-17 00:00:00;1 - Contado;
31;A;2016-04-07 00:00:00;15486.89;21.0;12642.36;2654.9;1.5;189.64;918;0.0;0.0;400;;;False;;15648;66143390897828;2016-04-17 00:00:00;1 - Contado;
32;A;2016-04-08 00:00:00;1061.01;21.0;874.7;183.69;0.3;2.62;696;20.0;218.68;200;;;False;;15561;66153395401891;2016-04-18 00:00:00;1 - Contado;
33;A;2016-04-08 00:00:00;3475.28;21.0;2791.39;586.19;3.5;97.7;81;20.0;697.84;200;;;False;;15562;66153395424858;2016-04-18 00:00:00;1 - Contado;
34;A;2016-04-08 00:00:00;9250.06;21.0;7625.77;1601.41;0.3;22.88;406;20.0;1906.45;100;;;False;;15649;66153395697160;2016-04-18 00:00:00;1 - Contado;
35;A;2016-04-08 00:00:00;12816.24;21.0;10294.17;2161.78;3.5;360.3;156;0.0;0.0;100;;;False;;0;66153396145981;2016-04-18 00:00:00;1 - Contado;
36;A;2016-04-08 00:00:00;1514.58;21.0;1216.53;255.47;3.5;42.58;2065;0.0;304.13;300;;;False;;0;66153404317642;2016-04-18 00:00:00;1 - Contado;
37;A;2016-04-08 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;558;20.0;260.49;400;;;False;;15715;66153407756403;2016-04-18 00:00:00;1 - Contado;
38;A;2016-04-08 00:00:00;4104.88;21.0;3257.84;684.15;5.0;162.89;1045;25.0;1085.95;400;;;False;;15716;66153407784036;2016-04-18 00:00:00;1 - Contado;
39;A;2016-04-08 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;754;20.0;218.68;300;;;False;;18162;66153407968685;2016-04-18 00:00:00;1 - Contado;
40;A;2016-04-08 00:00:00;3453.32;21.0;2773.75;582.49;3.5;97.08;1062;25.0;924.59;500;;;False;;12994;66153408086051;2016-04-18 00:00:00;1 - Contado;
41;A;2016-04-11 00:00:00;2204.26;21.0;1749.41;367.38;5.0;87.47;684;20.0;437.35;300;;;False;;18176;66153418577347;2016-04-21 00:00:00;1 - Contado;
42;A;2016-04-11 00:00:00;10736.44;21.0;8764.44;1840.53;1.5;131.47;1210;0.0;0.0;400;;;False;;18190;66153419795689;2016-04-21 00:00:00;1 - Contado;
43;A;2016-04-11 00:00:00;28326.95;21.0;23352.8;4904.09;0.3;70.06;345;0.0;0.0;200;;;False;;15502;66153420387597;2016-04-21 00:00:00;1 - Contado;
44;A;2016-04-11 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;1055;20.0;260.49;200;;;False;;15563;66153422278613;2016-04-21 00:00:00;1 - Contado;
45;A;2016-04-11 00:00:00;675497.34;21.0;551426.4;115799.54;1.5;8271.4;2020;0.0;0.0;700;;;False;;0;66153424777795;2016-04-21 00:00:00;1 - Contado;
46;A;2016-04-12 00:00:00;4003.48;21.0;3300.48;693.1;0.3;9.9;921;20.0;825.12;300;;;False;;17675;66153439698745;2016-04-22 00:00:00;1 - Contado;
47;A;2016-04-12 00:00:00;4003.48;21.0;3300.48;693.1;0.3;9.9;921;20.0;825.12;300;;;False;;15506;66153439735767;2016-04-22 00:00:00;1 - Contado;
48;A;2016-04-12 00:00:00;12473.83;21.0;10182.72;2138.37;1.5;152.74;917;20.0;2545.68;400;;;False;;15507;66153439779454;2016-04-22 00:00:00;1 - Contado;
49;A;2016-04-12 00:00:00;2041.89;21.0;1640.07;344.41;3.5;57.4;32;25.0;546.69;200;;;False;;17687;66153439823646;2016-04-22 00:00:00;1 - Contado;
50;A;2016-04-12 00:00:00;3782.38;21.0;3125.93;656.45;0.0;0.0;896;20.0;781.48;300;;;False;;17695;66153443510216;2016-04-22 00:00:00;1 - Contado;
51;A;2016-04-12 00:00:00;1361.26;21.0;1093.38;229.61;3.5;38.27;1080;0.0;0.0;700;;;False;;142412;66153443719073;2016-04-22 00:00:00;1 - Contado;
52;A;2016-04-12 00:00:00;1051005.9;21.0;857964.0;180172.44;1.5;12869.46;1051;0.0;0.0;700;;;False;;18351;66153444333068;2016-04-22 00:00:00;1 - Contado;
53;A;2016-04-13 00:00:00;4311.08;21.0;3421.49;718.51;5.0;171.07;632;25.0;1140.5;100;;;False;;18365;66153460239872;2016-04-23 00:00:00;1 - Contado;
54;A;2016-04-13 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;542;20.0;260.49;100;;;False;;15119;66153462006771;2016-04-23 00:00:00;1 - Contado;
55;A;2016-04-13 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;78;20.0;218.68;100;;;False;;15120;66153462057594;2016-04-23 00:00:00;1 - Contado;
56;A;2016-04-13 00:00:00;3579.97;21.0;2958.65;621.32;0.0;0.0;327;20.0;739.67;300;;;False;;147598;66153462341868;2016-04-23 00:00:00;1 - Contado;
57;A;2016-04-14 00:00:00;51485.73;21.0;41354.0;8684.34;3.5;1447.39;2010;0.0;0.0;100;;;False;;18414;66153474923096;2016-04-24 00:00:00;1 - Contado;
58;A;2016-04-14 00:00:00;2001.74;21.0;1650.24;346.55;0.3;4.95;472;0.0;412.56;100;;;False;;18392;66153475137187;2016-04-24 00:00:00;1 - Contado;
59;A;2016-04-14 00:00:00;3791.75;21.0;3125.93;656.45;0.3;9.38;406;20.0;781.48;100;;;False;;18753;66153475157112;2016-04-24 00:00:00;1 - Contado;
60;A;2016-04-14 00:00:00;25558.64;21.0;21070.6;4424.83;0.3;63.21;635;0.0;0.0;700;;;False;;154755;66153477449606;2016-04-24 00:00:00;1 - Contado;
61;A;2016-04-14 00:00:00;12774.26;21.0;10260.45;2154.69;3.5;359.12;305;30.0;4397.34;200;;;False;;154758;66153477631248;2016-04-24 00:00:00;1 - Contado;
62;A;2016-04-14 00:00:00;6595.64;21.0;5297.7;1112.52;3.5;185.42;352;25.0;1765.9;200;;;False;;15566;66153477765803;2016-04-24 00:00:00;1 - Contado;
63;A;2016-04-14 00:00:00;4163.27;21.0;3343.99;702.24;3.5;117.04;816;25.0;1114.67;200;;;False;;18862;66153477817522;2016-04-24 00:00:00;1 - Contado;
64;A;2016-04-15 00:00:00;11132.0;21.0;9200.0;1932.0;0.0;0.0;1250;0.0;0.0;700;;;False;;15519;66163493511118;2016-04-25 00:00:00;1 - Contado;
65;A;2016-04-15 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;930;20.0;218.68;300;;;False;;18826;66163495362824;2016-04-25 00:00:00;1 - Contado;
66;A;2016-04-15 00:00:00;5144.96;21.0;4083.3;857.49;5.0;204.17;433;20.0;1020.82;100;;;False;;18836;66163495571383;2016-04-25 00:00:00;1 - Contado;
67;A;2016-04-18 00:00:00;7498.03;21.0;6061.46;1272.91;2.7;163.66;277;20.0;1515.36;200;;;False;;154762;66163522446862;2016-04-28 00:00:00;1 - Contado;
68;A;2016-04-18 00:00:00;10912.55;21.0;8908.2;1870.72;1.5;133.62;1052;20.0;0.0;700;;;False;;18846;66163526466037;2016-04-28 00:00:00;1 - Contado;
69;A;2016-04-19 00:00:00;5905.04;21.0;4820.44;1012.29;1.5;72.31;1210;0.0;0.0;400;;;False;;17625;66163536882396;2016-04-29 00:00:00;1 - Contado;
70;A;2016-04-19 00:00:00;8448.22;21.0;6896.51;1448.27;1.5;103.45;611;20.0;1724.13;200;;;False;;17628;66163538348651;2016-04-29 00:00:00;1 - Contado;
71;A;2016-04-20 00:00:00;11357.02;21.0;9271.04;1946.92;1.5;139.07;918;0.0;0.0;400;;;False;;176291;66163565862386;2016-04-30 00:00:00;1 - Contado;
72;A;2016-04-20 00:00:00;1297.27;21.0;1041.98;218.82;3.5;36.47;378;20.0;260.49;100;;;False;;154772;66163568783046;2016-04-30 00:00:00;1 - Contado;
73;A;2016-04-20 00:00:00;2324.93;21.0;1916.68;402.5;0.3;5.75;362;20.0;479.17;300;;;False;;17631;66163569026462;2016-04-30 00:00:00;1 - Contado;
74;A;2016-04-20 00:00:00;2116.79;21.0;1749.41;367.38;0.0;0.0;680;20.0;437.35;300;;;False;;17636;66163569065272;2016-04-30 00:00:00;1 - Contado;
75;A;2016-04-20 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;327;20.0;218.68;300;;;False;;17638;66163569102883;2016-04-30 00:00:00;1 - Contado;
76;A;2016-04-21 00:00:00;4564.28;21.0;3666.09;769.88;3.5;128.31;24;20.0;916.52;500;;;False;;17639;66163586726963;2016-05-01 00:00:00;1 - Contado;
77;A;2016-04-21 00:00:00;3852.28;21.0;3094.2;649.78;3.5;108.3;352;25.0;1031.4;200;;;False;;176391;66163588927588;2016-05-01 00:00:00;1 - Contado;
78;A;2016-04-21 00:00:00;3453.32;21.0;2773.75;582.49;3.5;97.08;816;25.0;924.59;200;;;False;;15572;66163588963955;2016-05-01 00:00:00;1 - Contado;
79;A;2016-04-22 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;78;20.0;218.68;100;;;False;;17640;66173612195074;2016-05-02 00:00:00;1 - Contado;
80;A;2016-04-22 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;754;20.0;218.68;300;;;False;;17643;66173612238165;2016-05-02 00:00:00;1 - Contado;
81;A;2016-04-22 00:00:00;1059.26;21.0;874.7;183.69;0.1;0.87;853;20.0;218.68;300;;;False;;15451;66173612326439;2016-05-02 00:00:00;1 - Contado;
82;A;2016-04-22 00:00:00;6772.74;21.0;5375.19;1128.79;5.0;268.76;1045;25.0;1791.73;400;;;False;;17647;66173612544686;2016-05-02 00:00:00;1 - Contado;
83;A;2016-04-22 00:00:00;19713.29;21.0;16092.48;3379.42;1.5;241.39;611;20.0;4023.11;200;;;False;;17649;66173613927954;2016-05-02 00:00:00;1 - Contado;
84;A;2016-04-25 00:00:00;32187.96;21.0;25546.0;5364.66;5.0;1277.3;171;0.0;0.0;100;;;False;;19352;66173640275170;2016-05-05 00:00:00;1 - Contado;
85;A;2016-04-25 00:00:00;25773.38;21.0;20701.51;4347.32;3.5;724.55;370;0.0;0.0;100;;;False;;154791;66173640485614;2016-05-05 00:00:00;1 - Contado;
86;A;2016-04-25 00:00:00;43506.27;21.0;35029.2;7356.13;3.2;1120.93;138;0.0;0.0;700;;;False;;19140;66173641818733;2016-05-05 00:00:00;1 - Contado;
87;A;2016-04-25 00:00:00;42385.33;21.0;35029.2;7356.13;0.0;0.0;133;20.0;0.0;700;;;False;;19353;66173642029805;2016-05-05 00:00:00;1 - Contado;
88;A;2016-04-25 00:00:00;1312.89;21.0;1041.98;218.82;5.0;52.1;945;20.0;260.49;300;;;False;;19354;66173643326396;2016-05-05 00:00:00;1 - Contado;
89;A;2016-04-25 00:00:00;4020.3;21.0;3229.16;678.12;3.5;113.02;1370;0.0;0.0;700;;;False;;0;66173643731046;2016-05-05 00:00:00;1 - Contado;
90;A;2016-04-26 00:00:00;10234.52;21.0;8458.28;1776.24;0.0;0.0;544;0.0;0.0;300;;;False;;9355;66173668025409;2016-05-06 00:00:00;1 - Contado;
91;A;2016-04-26 00:00:00;8464.42;21.0;6978.09;1465.4;0.3;20.93;472;0.0;0.0;100;;;False;;19505;66173668449423;2016-05-06 00:00:00;1 - Contado;
92;A;2016-04-26 00:00:00;1862.81;21.0;1520.66;319.34;1.5;22.81;1249;0.0;0.0;700;;;False;;19356;66173669052859;2016-05-06 00:00:00;1 - Contado;
93;A;2016-04-26 00:00:00;3725.62;21.0;3041.32;638.68;1.5;45.62;1204;0.0;0.0;700;;;False;;0;66173669064906;2016-05-06 00:00:00;1 - Contado;
94;A;2016-04-26 00:00:00;1089.0;21.0;874.7;183.69;3.5;30.61;81;20.0;218.68;200;;;False;;15576;66173676195078;2016-05-06 00:00:00;1 - Contado;
95;A;2016-04-26 00:00:00;10767.39;21.0;8648.51;1816.19;3.5;302.7;32;25.0;2882.84;200;;;False;;15577;66173676339641;2016-05-06 00:00:00;1 - Contado;
96;A;2016-04-26 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;362;20.0;260.49;300;;;False;;19604;66173676468036;2016-05-06 00:00:00;1 - Contado;
97;A;2016-04-26 00:00:00;2415.02;21.0;1916.68;402.5;5.0;95.83;433;20.0;479.17;100;;;False;;19510;66173676775765;2016-05-06 00:00:00;1 - Contado;
98;A;2016-04-27 00:00:00;3381.77;21.0;2791.39;586.19;0.15;4.19;442;20.0;697.84;500;;;False;;19357;66173702083110;2016-05-07 00:00:00;1 - Contado;
99;A;2016-04-27 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;1055;20.0;260.49;200;;;False;;15578;66173704912090;2016-05-07 00:00:00;1 - Contado;
100;A;2016-04-27 00:00:00;1058.39;21.0;874.7;183.69;0.0;0.0;680;20.0;218.68;300;;;False;;15454;66173705033647;2016-05-07 00:00:00;1 - Contado;
101;A;2016-04-27 00:00:00;118943.18;21.0;98300.15;20643.03;0.0;0.0;547;25.0;0.0;100;;;False;;15536;66173705916325;2016-05-07 00:00:00;1 - Contado;
102;A;2016-04-27 00:00:00;28114.55;21.0;23177.7;4867.32;0.3;69.53;635;0.0;0.0;700;;;False;;19619;66173709059627;2016-05-07 00:00:00;1 - Contado;
103;A;2016-04-27 00:00:00;5905.04;21.0;4820.44;1012.29;1.5;72.31;1210;0.0;0.0;400;;;False;;19363;66173719071882;2016-05-07 00:00:00;1 - Contado;
104;A;2016-04-28 00:00:00;1556.98;21.0;1235.7;259.5;5.0;61.79;945;20.0;308.92;300;;;False;;19365;66173725011123;2016-05-08 00:00:00;1 - Contado;
105;A;2016-04-28 00:00:00;2122.03;21.0;1749.41;367.38;0.3;5.25;362;20.0;437.35;300;;;False;;15456;66173725351346;2016-05-08 00:00:00;1 - Contado;
106;A;2016-04-28 00:00:00;1260.8;21.0;1041.98;218.82;0.0;0.0;545;20.0;260.49;500;;;False;;15540;66173725796896;2016-05-08 00:00:00;1 - Contado;
107;A;2016-04-28 00:00:00;1288.93;21.0;1041.98;218.82;2.7;28.13;920;20.0;260.49;500;;;False;;157561;66173725824557;2016-05-08 00:00:00;1 - Contado;
108;A;2016-04-28 00:00:00;28326.95;21.0;23352.8;4904.09;0.3;70.06;345;0.0;0.0;200;;;False;;157582;66173726639450;2016-05-08 00:00:00;1 - Contado;
109;A;2016-04-28 00:00:00;11434.59;21.0;9334.36;1960.22;1.5;140.02;917;0.0;0.0;400;;;False;;19368;66173729044933;2016-05-08 00:00:00;1 - Contado;
110;A;2016-04-28 00:00:00;276849.41;21.0;222369.0;46697.49;3.5;7782.92;2010;0.0;0.0;100;;;False;;19801;66173741355320;2016-05-08 00:00:00;1 - Contado;
111;A;2016-04-29 00:00:00;8015.14;21.0;6437.86;1351.95;3.5;225.33;1370;0.0;0.0;700;;;False;;19369;66183748355422;2016-05-09 00:00:00;1 - Contado;
112;A;2016-04-29 00:00:00;4020.35;21.0;3229.2;678.13;3.5;113.02;1370;0.0;0.0;700;;;False;;19370;66183748508929;2016-05-09 00:00:00;1 - Contado;
113;A;2016-04-29 00:00:00;803978.27;21.0;664444.85;139533.42;0.0;0.0;885;0.0;0.0;700;;;False;;157566;66183751412765;2016-05-09 00:00:00;1 - Contado;
114;A;2016-04-29 00:00:00;292084.38;21.0;241392.05;50692.33;0.0;0.0;885;0.0;0.0;700;;;False;;157567;66183751451680;2016-05-09 00:00:00;1 - Contado;
115;A;2016-05-02 00:00:00;2054.55;21.0;1650.24;346.55;3.5;57.76;509;20.0;412.56;100;;;False;;15720;66183784685436;2016-05-12 00:00:00;1 - Contado;
116;A;2016-05-02 00:00:00;14699.17;21.0;11806.56;2479.38;3.5;413.23;352;25.0;3935.52;200;;;False;;157569;66183784725477;2016-05-12 00:00:00;1 - Contado;
117;A;2016-05-02 00:00:00;121322.8;21.0;100018.8;21003.95;0.3;300.06;2064;0.0;0.0;700;;;False;;157573;66183787939324;2016-05-12 00:00:00;1 - Contado;
118;A;2016-05-03 00:00:00;11810.08;21.0;9640.88;2024.58;1.5;144.61;1210;0.0;0.0;400;;;False;;19879;66183805508103;2016-05-13 00:00:00;1 - Contado;
119;A;2016-05-03 00:00:00;10129.0;21.0;8350.37;1753.58;0.3;25.05;921;20.0;2087.59;300;;;False;;19882;66183805546056;2016-05-13 00:00:00;1 - Contado;
120;A;2016-05-03 00:00:00;10129.0;21.0;8350.37;1753.58;0.3;25.05;921;20.0;2087.59;300;;;False;;15548;66183805683874;2016-05-13 00:00:00;1 - Contado;
121;A;2016-05-03 00:00:00;2461.67;21.0;1953.71;410.28;5.0;97.69;1045;25.0;651.24;400;;;False;;156476;66183806461289;2016-05-13 00:00:00;1 - Contado;
122;A;2016-05-03 00:00:00;8517.77;21.0;6953.28;1460.19;1.5;104.3;918;0.0;0.0;400;;;False;;19887;66183806498706;2016-05-13 00:00:00;1 - Contado;
123;A;2016-05-03 00:00:00;8575.94;21.0;7000.77;1470.16;1.5;105.01;917;0.0;0.0;400;;;False;;19372;66183806597184;2016-05-13 00:00:00;1 - Contado;
124;A;2016-05-03 00:00:00;3852.28;21.0;3094.2;649.78;3.5;108.3;352;25.0;1031.4;200;;;False;;19374;66183808459692;2016-05-13 00:00:00;1 - Contado;
125;A;2016-05-03 00:00:00;2415.02;21.0;1916.68;402.5;5.0;95.83;2004;20.0;479.17;200;;;False;;0;66183808506489;2016-05-13 00:00:00;1 - Contado;
126;A;2016-05-04 00:00:00;2951.3;21.0;2433.06;510.94;0.3;7.3;921;20.0;608.26;300;;;False;;0;66183831141910;2016-05-14 00:00:00;1 - Contado;
127;A;2016-05-04 00:00:00;2319.18;21.0;1916.68;402.5;0.0;0.0;327;20.0;479.17;300;;;False;;161659;66183831330986;2016-05-14 00:00:00;1 - Contado;
128;A;2016-05-04 00:00:00;2319.18;21.0;1916.68;402.5;0.0;0.0;680;20.0;479.17;300;;;False;;157580;66183831407664;2016-05-14 00:00:00;1 - Contado;
129;A;2016-05-04 00:00:00;3579.97;21.0;2958.65;621.32;0.0;0.0;1088;20.0;739.67;300;;;False;;15457;66183831466836;2016-05-14 00:00:00;1 - Contado;
130;A;2016-05-04 00:00:00;3727.9;21.0;2958.65;621.32;5.0;147.93;1088;20.0;739.67;300;;;False;;19376;66183832450192;2016-05-14 00:00:00;1 - Contado;
131;A;2016-05-04 00:00:00;28328.16;21.0;23353.8;4904.3;0.3;70.06;345;0.0;0.0;200;;;False;;15352;66183832834978;2016-05-14 00:00:00;1 - Contado;
132;A;2016-05-04 00:00:00;8122.79;21.0;6524.33;1370.11;3.5;228.35;816;25.0;2174.78;200;;;False;;15583;66183833698121;2016-05-14 00:00:00;1 - Contado;
133;A;2016-05-04 00:00:00;10331.9;21.0;8517.64;1788.7;0.3;25.55;1055;20.0;2129.41;200;;;False;;19426;66183833785143;2016-05-14 00:00:00;1 - Contado;
134;A;2016-05-04 00:00:00;170.2;21.0;140.49;29.5;0.15;0.21;539;30.0;0.0;700;;;False;;142434;66183838543836;2016-05-14 00:00:00;1 - Contado;
135;A;2016-05-05 00:00:00;17035.54;21.0;13906.56;2920.38;1.5;208.6;918;0.0;0.0;400;;;False;;157585;66183854030323;2016-05-15 00:00:00;1 - Contado;
136;A;2016-05-05 00:00:00;5642.95;21.0;4652.06;976.93;0.3;13.96;472;0.0;0.0;100;;;False;;157587;66183854074214;2016-05-15 00:00:00;1 - Contado;
137;A;2016-05-05 00:00:00;3275.1;21.0;2700.0;567.0;0.3;8.1;1532;0.0;0.0;700;;;False;;20760;66183854231360;2016-05-15 00:00:00;1 - Contado;
138;A;2016-05-05 00:00:00;1996.79;21.0;1650.24;346.55;0.0;0.0;680;20.0;412.56;300;;;False;;157589;66183854297097;2016-05-15 00:00:00;1 - Contado;
139;A;2016-05-05 00:00:00;1061.01;21.0;874.7;183.69;0.3;2.62;921;20.0;218.68;300;;;False;;157595;66183854330808;2016-05-15 00:00:00;1 - Contado;
140;A;2016-05-05 00:00:00;5905.04;21.0;4820.44;1012.29;1.5;72.31;1210;0.0;0.0;400;;;False;;15725;66183854432187;2016-05-15 00:00:00;1 - Contado;
141;A;2016-05-05 00:00:00;898.66;21.0;713.22;149.78;5.0;35.66;622;20.0;0.0;100;;;False;;163302;66183854672578;2016-05-15 00:00:00;1 - Contado;
142;A;2016-05-05 00:00:00;7621.22;21.0;6121.46;1285.51;3.5;214.25;156;0.0;0.0;100;;;False;;21045;;;1 - Contado;
143;A;2016-05-05 00:00:00;1263.92;21.0;1041.98;218.82;0.3;3.13;696;20.0;260.49;200;;;False;;163305;66183857299071;2016-05-15 00:00:00;1 - Contado;
144;A;2016-05-05 00:00:00;2944.0;21.0;2433.06;510.94;0.0;0.0;1503;0.0;608.26;200;;;False;;21048;66183857396020;2016-05-15 00:00:00;1 - Contado;
145;A;2016-05-06 00:00:00;2874.05;21.0;2280.99;479.01;5.0;114.05;632;25.0;760.33;100;;;False;;163309;66193873987058;2016-05-16 00:00:00;1 - Contado;
146;A;2016-05-06 00:00:00;1230.83;21.0;976.85;205.14;5.0;48.84;1045;25.0;325.62;400;;;False;;163311;66193874666069;2016-05-16 00:00:00;1 - Contado;
147;A;2016-05-06 00:00:00;3652.22;21.0;3010.9;632.29;0.3;9.03;2069;20.0;752.73;400;;;False;;15727;66193874816369;2016-05-16 00:00:00;1 - Contado;
148;A;2016-05-06 00:00:00;1959.99;21.0;1619.83;340.16;0.0;0.0;680;20.0;404.96;300;;;False;;21181;66193875023482;2016-05-16 00:00:00;1 - Contado;
149;A;2016-05-06 00:00:00;3648.55;21.0;2930.56;615.42;3.5;102.57;352;25.0;976.85;200;;;False;;15587;66193876078603;2016-05-16 00:00:00;1 - Contado;
150;A;2016-05-09 00:00:00;31636.98;21.0;26081.6;5477.14;0.3;78.24;1032;0.0;0.0;300;;;False;;15358;66193897817897;2016-05-19 00:00:00;1 - Contado;
151;A;2016-05-09 00:00:00;11357.02;21.0;9271.04;1946.92;1.5;139.07;918;0.0;0.0;400;;;False;;15359;66193897883608;2016-05-19 00:00:00;1 - Contado;
152;A;2016-05-09 00:00:00;5905.04;21.0;4820.44;1012.29;1.5;72.31;1210;0.0;0.0;400;;;False;;163316;66193897914948;2016-05-19 00:00:00;1 - Contado;
