NroNotaCredito;TipoNotaCredito;FechaNotaCredito;TotalNotaCredito;PorcentajeIVA;SubTotalNotaCredito;TotalIVA;AlicuotaIIBB;ImportePercepIIBB;CodCliente;PorcentajeDesc;ImporteDesc;CodVendedor;FormaPago;UnidadNegocio;Cancelada;CAE;FechaVC;CondicionVenta
661;A;2026-01-21 00:00:00;903714.42;21.0;746871.42;156843.0;0.0;0.0;2270;25.0;0.0;400;;;False;86030791756326;2026-01-31 00:00:00;Contado
662;A;2026-01-29 00:00:00;279999.93;21.0;231404.9;48595.03;0.0;0.0;2657;0.0;0.0;1000;;;False;86051723551849;2026-02-08 00:00:00;Contado
663;A;2026-01-29 00:00:00;279999.93;21.0;231404.9;48595.03;0.0;0.0;2357;0.0;0.0;400;;;False;86051723621457;2026-02-08 00:00:00;Contado
664;A;2026-02-03 00:00:00;309999.92;21.0;256198.28;53801.64;0.0;0.0;2588;20.0;0.0;300;;;False;86052440844819;2026-02-13 00:00:00;Contado
665;A;2026-02-04 00:00:00;26699.99;21.0;22066.11;4633.88;0.0;0.0;2517;30.0;0.0;400;;;False;86052542077581;2026-02-14 00:00:00;Contado
1;B;2016-05-17 00:00:00;34925.73;0.0;28864.24;6061.49;0.0;0.0;2074;0.0;0.0;600;;;False;66203037768001;2016-05-27 00:00:00;Contado
2;B;2016-05-18 00:00:00;42547.53;0.0;35163.25;7384.28;0.0;0.0;2074;0.0;0.0;600;;;False;66203056745742;2016-05-28 00:00:00;Contado
3;B;2016-06-09 00:00:00;1322.99;0.0;1093.38;229.61;5.0;0.0;323;0.0;0.0;300;;;False;66233462048865;2016-06-19 00:00:00;Contado
4;B;2016-06-09 00:00:00;1322.99;0.0;1093.38;229.61;5.0;0.0;323;0.0;0.0;300;;;False;66233462065619;2016-06-19 00:00:00;Contado
5;B;2017-05-17 00:00:00;3431.99;0.0;2836.36;595.64;0.0;0.0;2146;0.0;858.0;100;;;False;67203744525341;2017-05-27 00:00:00;Contado
6;B;2017-06-15 00:00:00;1840.0;0.0;1520.66;319.34;0.0;0.0;2157;0.0;0.0;200;;;False;67243325108944;2017-06-25 00:00:00;Contado
7;B;2018-03-27 00:00:00;14167.97;0.0;11709.07;2458.9;3.5;0.0;48;20.0;3542.0;200;;;False;68133533021993;2018-04-06 00:00:00;Contado
8;B;2018-03-27 00:00:00;4364.0;0.0;3606.61;757.39;3.5;0.0;48;20.0;0.0;200;;;False;68133533153412;2018-04-06 00:00:00;Contado
9;B;2018-06-25 00:00:00;7421.25;0.0;6133.26;1287.98;0.0;0.0;2226;25.0;2473.75;500;;;False;68263581098149;2018-07-05 00:00:00;Contado
10;B;2018-06-25 00:00:00;3551.25;0.0;2934.92;616.33;0.0;0.0;2226;25.0;1183.75;500;;;False;68263581308444;2018-07-05 00:00:00;Contado
11;B;2018-07-17 00:00:00;3555.0;0.0;2938.02;616.98;2.5;0.0;2226;25.0;0.0;500;;;False;68293110574447;2018-07-27 00:00:00;Contado
12;B;2018-08-14 00:00:00;3348.75;0.0;2767.56;581.19;2.5;0.0;2226;25.0;1116.25;500;;;False;68333785794990;2018-08-24 00:00:00;Contado
13;B;2018-11-08 00:00:00;5180.0;0.0;4280.99;899.01;0.0;0.0;2247;0.0;0.0;200;;;False;68453944776064;2018-11-18 00:00:00;Contado
14;B;2019-01-09 00:00:00;78687.84;0.0;65031.27;13656.57;2.5;0.0;1042;0.0;19671.96;400;;;False;69023491163342;2019-01-19 00:00:00;Contado
15;B;2019-02-06 00:00:00;2199.99;0.0;1818.17;381.82;2.5;0.0;1201;20.0;550.0;300;;;False;69063167132411;2019-02-16 00:00:00;Contado
16;B;2019-07-01 00:00:00;106914.65;0.0;88359.21;18555.43;2.5;0.0;1042;0.0;0.0;400;;;False;69263308998980;2019-07-11 00:00:00;Contado
17;B;2019-07-25 00:00:00;9094.99;0.0;7516.52;1578.47;0.0;0.0;2319;0.0;0.0;200;;;False;69303111673628;2019-08-04 00:00:00;Contado
18;B;2020-09-02 00:00:00;22907.99;0.0;18932.22;3975.77;0.0;0.0;2146;0.0;5727.0;100;;;False;70363862208889;2020-09-12 00:00:00;Contado
19;B;2020-09-28 00:00:00;798.0;0.0;659.5;138.5;0.0;0.0;2396;0.0;0.0;300;;;False;70393805362466;2020-10-08 00:00:00;Contado
20;B;2021-01-18 00:00:00;65430.0;0.0;54074.38;11355.62;0.0;0.0;2396;0.0;0.0;300;;;False;71033458829339;2021-01-28 00:00:00;Contado
21;B;2021-03-08 00:00:00;10.0;0.0;8.26;1.74;0.4;0.0;2227;0.0;0.0;1000;;;False;71103819496240;2021-03-18 00:00:00;Contado
22;B;2021-03-08 00:00:00;7.5;0.0;6.2;1.3;0.1;0.0;689;25.0;0.0;200;;;False;71103819641545;2021-03-18 00:00:00;Contado
23;B;2021-05-04 00:00:00;13704.99;0.0;11326.44;2378.55;0.0;0.0;2396;0.0;0.0;300;;;False;71183669045742;2021-05-14 00:00:00;Contado
24;B;2021-05-19 00:00:00;9660.0;0.0;7983.47;1676.53;0.0;0.0;2477;0.0;0.0;500;;;False;71203413595592;2021-05-29 00:00:00;Contado
25;B;2021-08-11 00:00:00;52000.0;0.0;42975.21;9024.79;0.0;0.0;2496;0.0;0.0;100;;;False;71323042502637;2021-08-21 00:00:00;Contado
26;B;2024-11-06 00:00:00;307839.98;0.0;254413.21;53426.77;0.0;0.0;545;20.0;76960.0;1000;;;False;74453205378067;2024-11-16 00:00:00;Contado
