IdSucursal;NroRemito;FechaRemito;CodCliente;UnidadNegocio;CodVendedor;NroFactura;TipoFactura;Item;AclaracionRemito
5;18866;2018-04-13 00:00:00;523;;300;2329;A;1;
5;18867;2018-04-16 00:00:00;683;;300;2333;A;1;
5;18868;2018-04-18 00:00:00;888;;300;2347;A;1;
5;18870;2018-04-18 00:00:00;921;;300;2348;A;1;
5;18871;2018-04-19 00:00:00;1209;;300;2358;A;1;
5;18872;2018-04-19 00:00:00;930;;300;2356;A;1;
5;18873;2018-04-20 00:00:00;997;;300;2364;A;1;
5;18874;2018-04-20 00:00:00;997;;300;2363;A;1;
5;18875;2018-04-20 00:00:00;362;;300;2362;A;1;
5;18876;2018-04-25 00:00:00;680;;300;2376;A;1;
5;18877;2018-04-25 00:00:00;930;;300;2377;A;1;
5;18879;2018-04-26 00:00:00;1209;;300;2387;A;1;
5;18880;2018-04-27 00:00:00;754;;300;2390;A;1;
5;18881;2018-04-27 00:00:00;523;;300;2389;A;1;
5;18882;2018-04-30 00:00:00;2124;;300;2396;A;1;
5;18883;2018-05-03 00:00:00;327;;300;2402;A;1;
5;18884;2018-05-10 00:00:00;327;;300;2433;A;1;
5;18885;2018-05-11 00:00:00;680;;300;2435;A;1;
5;18886;2018-05-11 00:00:00;1209;;300;2436;A;1;
5;18887;2018-05-16 00:00:00;564;;300;2451;A;1;
5;18888;2018-05-16 00:00:00;684;;300;2450;A;1;
5;18889;2018-05-18 00:00:00;523;;300;2458;A;1;
5;18890;2018-05-23 00:00:00;680;;300;2479;A;1;
5;18891;2018-05-30 00:00:00;680;;300;2489;A;1;
5;18892;2018-05-31 00:00:00;1209;;300;2492;A;1;
5;18894;2018-06-07 00:00:00;1209;;300;2514;A;1;
5;18895;2018-06-12 00:00:00;2245;;300;2528;A;1;
5;18896;2018-06-13 00:00:00;680;;300;2532;A;1;
5;18897;2018-06-19 00:00:00;2078;;300;2547;A;1;
5;18898;2018-06-22 00:00:00;680;;300;2554;A;1;
5;18899;2018-06-22 00:00:00;1209;;300;2555;A;1;
