NroPresu;FechaPresu;TotalPresu;SubTotalPresu;CodCliente;PorcentajeDesc;ImporteDesc;FormaPago;UnidadNegocio;CodVendedor;Anulado
183218;2022-05-12 00:00:00;1141230.0;1141230.0;1000;0.0;;;;600;
183241;2022-05-17 00:00:00;59145.0;59145.0;1000;0.0;;;;600;
183243;2022-05-17 00:00:00;91313.46;91313.46;1370;0.0;;;;600;
183251;2022-05-13 00:00:00;15650.0;15650.0;1318;20.0;;;;100;
183252;2022-05-13 00:00:00;200650.0;200650.0;885;0.0;;;;600;
183257;2022-05-20 00:00:00;367760.0;367760.0;1000;0.0;;;;600;
183259;2022-05-26 00:00:00;1648140.0;1648140.0;1000;0.0;;;;600;
183262;2022-05-31 00:00:00;496475.0;496475.0;2011;0.0;;;;100;
183263;2022-05-31 00:00:00;496475.0;496475.0;2011;0.0;;;;100;
183264;2022-05-31 00:00:00;450375.0;450375.0;2011;0.0;;;;100;
183265;2022-05-31 00:00:00;1005314.0;1005314.0;2011;0.0;;;;100;
183270;2022-06-02 00:00:00;328033.32;328033.32;1370;0.0;;;;600;
183277;2022-06-06 00:00:00;323115.0;323115.0;1042;0.0;;;;400;
183278;2022-06-06 00:00:00;177972.0;177972.0;1042;0.0;;;;400;
183281;2022-06-06 00:00:00;21457.5;21457.5;94;25.0;;;;400;
183283;2022-06-07 00:00:00;129942.0;129942.0;1042;0.0;;;;400;
183284;2022-06-07 00:00:00;14568.0;14568.0;967;20.0;;;;400;
183285;2022-06-09 00:00:00;24308.0;24308.0;80;20.0;;;;400;
183286;2022-06-09 00:00:00;14568.0;14568.0;716;20.0;;;;400;
183287;2022-06-09 00:00:00;12168.0;12168.0;404;20.0;;;;400;
183288;2022-06-09 00:00:00;26736.0;26736.0;246;20.0;;;;400;
183290;2022-06-09 00:00:00;34041.0;34041.0;743;30.0;;;;400;
183291;2022-06-09 00:00:00;11407.5;11407.5;94;25.0;;;;400;
183293;2022-06-09 00:00:00;94425.5;94425.5;769;35.0;;;;400;
183294;2022-06-09 00:00:00;182868.0;182868.0;1042;0.0;;;;400;
183295;2022-06-14 00:00:00;14568.0;14568.0;790;20.0;;;;400;
183296;2022-06-14 00:00:00;108959.0;108959.0;935;0.0;;;;400;
183297;2022-06-14 00:00:00;146738.0;146738.0;1042;0.0;;;;400;
183298;2022-06-14 00:00:00;117614.0;117614.0;1042;0.0;;;;400;
183299;2022-06-14 00:00:00;12168.0;12168.0;290;20.0;;;;400;
183301;2022-05-24 00:00:00;84266.0;84266.0;1042;0.0;;;;400;
183302;2022-05-24 00:00:00;26736.0;26736.0;246;20.0;;;;400;
183303;2022-05-24 00:00:00;14568.0;14568.0;404;20.0;;;;400;
183304;2022-05-24 00:00:00;50719.5;50719.5;769;35.0;;;;400;
183305;2022-05-24 00:00:00;26380.0;26380.0;935;0.0;;;;400;
183306;2022-05-24 00:00:00;11060.0;11060.0;217;20.0;;;;400;
183307;2022-05-24 00:00:00;24308.0;24308.0;290;20.0;;;;400;
183308;2022-05-24 00:00:00;46368.0;46368.0;291;30.0;;;;400;
183309;2022-05-24 00:00:00;193340.0;193340.0;981;30.0;;;;400;
183310;2022-05-31 00:00:00;147474.0;147474.0;1042;0.0;;;;400;
183311;2022-05-31 00:00:00;22888.0;22888.0;790;20.0;;;;400;
183312;2022-05-31 00:00:00;52760.0;52760.0;935;0.0;;;;400;
183316;2022-06-03 00:00:00;33930.0;33930.0;769;35.0;;;;400;
183317;2022-06-03 00:00:00;11060.0;11060.0;967;20.0;;;;400;
183319;2022-06-03 00:00:00;10285.0;10285.0;2557;20.0;;;;400;
183320;2022-06-03 00:00:00;14568.0;14568.0;758;20.0;;;;400;
183321;2022-06-03 00:00:00;14568.0;14568.0;971;20.0;;;;400;
183322;2022-06-03 00:00:00;37966.5;37966.5;769;35.0;;;;400;
183323;2022-06-03 00:00:00;13657.5;13657.5;2542;25.0;;;;400;
183324;2022-06-03 00:00:00;8315.0;8315.0;2220;0.0;;;;400;
183325;2022-06-06 00:00:00;14568.0;14568.0;790;20.0;;;;400;
183326;2022-07-06 00:00:00;30512.0;30512.0;373;0.0;;;;100;
183327;2022-07-06 00:00:00;30512.0;30512.0;255;0.0;;;;100;
183329;2022-07-06 00:00:00;62475.0;62475.0;233;0.0;;;;100;
183331;2022-07-07 00:00:00;12168.0;12168.0;102;20.0;;;;100;
183332;2022-07-11 00:00:00;84251.0;84251.0;412;30.0;;;;100;
183333;2022-07-11 00:00:00;56176.0;56176.0;2434;20.0;;;;100;
183334;2022-07-11 00:00:00;26768.0;26768.0;907;20.0;;;;100;
183335;2022-07-11 00:00:00;13384.0;13384.0;485;20.0;;;;100;
183336;2022-07-11 00:00:00;16024.0;16024.0;15;20.0;;;;100;
183337;2022-07-11 00:00:00;29408.0;29408.0;149;20.0;;;;100;
183338;2022-07-11 00:00:00;24350.0;24350.0;605;0.0;;;;100;
183340;2022-07-12 00:00:00;13384.0;13384.0;416;20.0;;;;100;
183341;2022-07-12 00:00:00;23422.0;23422.0;605;0.0;;;;100;
183342;2022-07-13 00:00:00;16024.0;16024.0;38;20.0;;;;100;
183343;2022-07-13 00:00:00;13384.0;13384.0;448;20.0;;;;100;
183345;2022-07-18 00:00:00;41600.0;41600.0;334;20.0;;;;100;
183346;2022-07-18 00:00:00;17944.0;17944.0;485;20.0;;;;100;
183347;2022-07-18 00:00:00;16800.0;16800.0;706;0.0;;;;100;
183352;2022-09-22 00:00:00;28336.0;28336.0;605;0.0;;;;100;
183354;2022-09-23 00:00:00;16192.0;16192.0;65;20.0;;;;100;
183355;2022-09-23 00:00:00;11775.0;11775.0;485;20.0;;;;100;
183356;2022-09-23 00:00:00;11775.0;11775.0;2221;0.0;;;;100;
183358;2022-09-26 00:00:00;27888.0;27888.0;605;0.0;;;;100;
183361;2022-09-28 00:00:00;13720.0;13720.0;416;20.0;;;;100;
183362;2022-09-28 00:00:00;14168.0;14168.0;605;0.0;;;;100;
183363;2022-09-28 00:00:00;66476.0;66476.0;412;30.0;;;;100;
183368;2022-10-06 00:00:00;18453.0;18453.0;373;0.0;;;;100;
183370;2022-10-06 00:00:00;16192.0;16192.0;149;20.0;;;;100;
183371;2022-10-06 00:00:00;55359.0;55359.0;255;0.0;;;;100;
183372;2022-10-06 00:00:00;57100.0;57100.0;2571;0.0;;;;100;
183374;2022-10-11 00:00:00;40111.0;40111.0;605;0.0;;;;100;
183375;2022-10-11 00:00:00;28095.0;28095.0;63;25.0;;;;100;
183376;2022-05-26 00:00:00;119175.0;119175.0;2499;25.0;;;;500;
183377;2022-05-26 00:00:00;16155.0;16155.0;986;25.0;;;;500;
183380;2022-05-26 00:00:00;12168.0;12168.0;230;20.0;;;;500;
183381;2022-05-26 00:00:00;82280.0;82280.0;287;20.0;;;;500;
183383;2022-05-26 00:00:00;-2460.0;-2460.0;986;25.0;;;;500;
183387;2022-05-30 00:00:00;12168.0;12168.0;2226;20.0;;;;500;
183388;2022-05-30 00:00:00;17620.0;17620.0;1054;20.0;;;;500;
183389;2022-05-30 00:00:00;54045.0;54045.0;2499;25.0;;;;500;
183391;2022-05-30 00:00:00;27315.0;27315.0;986;25.0;;;;500;
183393;2022-05-30 00:00:00;72999.0;72999.0;2499;25.0;;;;500;
183394;2022-05-30 00:00:00;22815.0;22815.0;50;25.0;;;;500;
183396;2022-05-30 00:00:00;1357.5;1357.5;1059;25.0;;;;500;
183397;2022-05-30 00:00:00;37262.5;37262.5;1078;25.0;;;;500;
183402;2022-05-23 00:00:00;12168.0;12168.0;819;20.0;;;;300;
183403;2022-05-23 00:00:00;24336.0;24336.0;2107;20.0;;;;300;
183404;2022-05-23 00:00:00;25065.0;25065.0;571;25.0;;;;300;
183405;2022-05-23 00:00:00;50130.0;50130.0;930;25.0;;;;300;
183406;2022-05-23 00:00:00;14568.0;14568.0;2460;20.0;;;;300;
183407;2022-05-23 00:00:00;8315.0;8315.0;2484;20.0;;;;300;
183408;2022-05-23 00:00:00;14568.0;14568.0;2455;20.0;;;;300;
183409;2022-05-23 00:00:00;12168.0;12168.0;2476;20.0;;;;300;
183410;2022-05-23 00:00:00;12168.0;12168.0;2452;20.0;;;;300;
183411;2022-05-23 00:00:00;25065.0;25065.0;2518;25.0;;;;300;
183412;2022-05-24 00:00:00;29136.0;29136.0;834;20.0;;;;300;
183413;2022-05-26 00:00:00;26736.0;26736.0;595;20.0;;;;300;
183414;2022-05-30 00:00:00;24336.0;24336.0;925;20.0;;;;300;
183415;2022-05-30 00:00:00;12168.0;12168.0;888;20.0;;;;300;
183417;2022-05-30 00:00:00;13657.5;13657.5;571;25.0;;;;300;
183418;2022-05-30 00:00:00;12168.0;12168.0;853;20.0;;;;300;
183419;2022-05-30 00:00:00;34222.5;34222.5;2518;25.0;;;;300;
183420;2022-05-30 00:00:00;12168.0;12168.0;923;20.0;;;;300;
183421;2022-05-30 00:00:00;12168.0;12168.0;2460;20.0;;;;300;
183422;2022-05-30 00:00:00;24336.0;24336.0;2450;20.0;;;;300;
183423;2022-05-30 00:00:00;25065.0;25065.0;930;25.0;;;;300;
183425;2022-05-30 00:00:00;14568.0;14568.0;2476;20.0;;;;300;
183426;2022-05-20 00:00:00;34222.5;34222.5;742;25.0;;;;700;
183429;2022-05-20 00:00:00;24336.0;24336.0;2433;20.0;;;;700;
183431;2022-05-23 00:00:00;14568.0;14568.0;67;20.0;;;;700;
183433;2022-05-23 00:00:00;14568.0;14568.0;36;20.0;;;;700;
183437;2022-05-23 00:00:00;22815.0;22815.0;2552;25.0;;;;300;
183439;2022-05-23 00:00:00;38904.0;38904.0;854;20.0;;;;700;
183441;2022-05-26 00:00:00;12168.0;12168.0;810;20.0;;;;700;
183443;2022-05-27 00:00:00;11407.5;11407.5;710;25.0;;;;700;
183444;2022-05-27 00:00:00;12168.0;12168.0;1058;20.0;;;;700;
183446;2022-05-30 00:00:00;12168.0;12168.0;67;20.0;;;;700;
183448;2022-05-30 00:00:00;27816.0;27816.0;2530;20.0;;;;700;
183449;2022-05-30 00:00:00;12168.0;12168.0;2493;20.0;;;;700;
183453;2022-05-31 00:00:00;192073.56;192073.56;1370;0.0;;;;600;
183474;2022-05-24 00:00:00;59130.0;59130.0;1000;0.0;;;;600;
183483;2022-06-01 00:00:00;16650.92;16650.92;1370;0.0;;;;600;
183488;2022-05-27 00:00:00;166985.64;166985.64;1370;0.0;;;;600;
183490;2022-05-28 00:00:00;66250.0;66250.0;1000;0.0;;;;600;
183501;2022-06-13 00:00:00;11407.5;11407.5;1062;25.0;;;;500;
183502;2022-06-13 00:00:00;18210.0;18210.0;2219;0.0;;;;500;
183503;2022-06-13 00:00:00;17200.0;17200.0;282;20.0;;;;500;
183504;2022-06-13 00:00:00;12168.0;12168.0;393;20.0;;;;500;
183505;2022-06-13 00:00:00;70675.0;70675.0;2499;25.0;;;;500;
183506;2022-06-13 00:00:00;24853.0;24853.0;2226;20.0;;;;500;
183507;2022-06-22 00:00:00;14568.0;14568.0;230;20.0;;;;500;
183508;2022-06-22 00:00:00;40054.0;40054.0;2499;25.0;;;;500;
183509;2022-06-22 00:00:00;18260.0;18260.0;2219;0.0;;;;500;
183510;2022-06-22 00:00:00;25065.0;25065.0;1078;25.0;;;;500;
183512;2022-06-22 00:00:00;48772.5;48772.5;1208;25.0;;;;500;
183513;2022-06-22 00:00:00;32515.0;32515.0;1062;25.0;;;;500;
183514;2022-06-22 00:00:00;61832.0;61832.0;449;20.0;;;;500;
183515;2022-06-22 00:00:00;63745.0;63745.0;2499;25.0;;;;500;
183516;2022-06-22 00:00:00;35056.0;35056.0;363;20.0;;;;500;
183517;2022-06-22 00:00:00;37456.0;37456.0;826;20.0;;;;500;
183518;2022-06-22 00:00:00;180150.0;180150.0;2499;25.0;;;;500;
183521;2022-06-22 00:00:00;44272.5;44272.5;2077;25.0;;;;500;
183522;2022-06-22 00:00:00;11407.5;11407.5;1078;25.0;;;;500;
183524;2022-06-27 00:00:00;16024.0;16024.0;230;20.0;;;;500;
183525;2022-06-21 00:00:00;22534.0;22534.0;355;20.0;;;;500;
183526;2022-05-31 00:00:00;24336.0;24336.0;591;20.0;;;;500;
183529;2022-05-31 00:00:00;13800.0;13800.0;2218;0.0;;;;300;
183532;2022-06-01 00:00:00;25065.0;25065.0;1062;25.0;;;;500;
183533;2022-06-01 00:00:00;10285.0;10285.0;986;25.0;;;;500;
183534;2022-06-01 00:00:00;41956.0;41956.0;2226;20.0;;;;500;
183535;2022-06-13 00:00:00;36030.0;36030.0;2499;25.0;;;;500;
183536;2022-06-13 00:00:00;12168.0;12168.0;1202;20.0;;;;500;
183537;2022-06-13 00:00:00;14812.5;14812.5;1078;25.0;;;;500;
183538;2022-06-13 00:00:00;69290.0;69290.0;2499;25.0;;;;500;
183539;2022-06-13 00:00:00;12168.0;12168.0;230;20.0;;;;500;
183540;2022-06-13 00:00:00;20483.0;20483.0;2282;20.0;;;;500;
183542;2022-06-13 00:00:00;9700.0;9700.0;230;20.0;;;;500;
183545;2022-06-13 00:00:00;9700.0;9700.0;2219;0.0;;;;500;
183546;2022-06-13 00:00:00;9700.0;9700.0;2282;20.0;;;;500;
183547;2022-06-13 00:00:00;29100.0;29100.0;2499;25.0;;;;500;
183549;2022-06-13 00:00:00;34696.0;34696.0;44;20.0;;;;500;
183550;2022-06-13 00:00:00;11407.5;11407.5;1078;25.0;;;;500;
183551;2022-06-29 00:00:00;188141.0;188141.0;911;0.0;;;;100;
183552;2022-06-29 00:00:00;64810.0;64810.0;556;0.0;;;;100;
183553;2022-06-29 00:00:00;456074.0;456074.0;793;0.0;;;;100;
183555;2022-06-29 00:00:00;137087.0;137087.0;242;0.0;;;;100;
183556;2022-06-29 00:00:00;10832.0;10832.0;240;0.0;;;;100;
183558;2022-08-09 00:00:00;116858.0;116858.0;2538;0.0;;;;100;
183559;2022-08-09 00:00:00;25084.0;25084.0;2100;0.0;;;;100;
183560;2022-08-09 00:00:00;57022.0;57022.0;201;0.0;;;;100;
183563;2022-08-09 00:00:00;71500.0;71500.0;793;0.0;;;;100;
183564;2022-08-09 00:00:00;157684.0;157684.0;911;0.0;;;;100;
183565;2022-08-09 00:00:00;22891.0;22891.0;410;0.0;;;;100;
183566;2022-08-09 00:00:00;15969.0;15969.0;879;0.0;;;;100;
183567;2022-08-09 00:00:00;159062.0;159062.0;242;0.0;;;;100;
183569;2022-08-09 00:00:00;40035.0;40035.0;370;0.0;;;;100;
183570;2022-08-09 00:00:00;50168.0;50168.0;745;0.0;;;;100;
183572;2022-10-04 00:00:00;210108.0;210108.0;2538;0.0;;;;100;
183573;2022-10-04 00:00:00;75595.0;75595.0;2100;0.0;;;;100;
183574;2022-10-04 00:00:00;133265.0;133265.0;911;0.0;;;;100;
183575;2022-10-04 00:00:00;27091.0;27091.0;410;0.0;;;;100;
183576;2022-05-31 00:00:00;18260.0;18260.0;2553;0.0;;;;700;
183577;2022-05-31 00:00:00;18260.0;18260.0;2553;0.0;;;;700;
183578;2022-05-31 00:00:00;15210.0;15210.0;2553;0.0;;;;700;
183579;2022-05-31 00:00:00;8315.0;8315.0;2553;0.0;;;;700;
183580;2022-05-31 00:00:00;8315.0;8315.0;2553;0.0;;;;700;
183581;2022-05-31 00:00:00;18260.0;18260.0;2553;0.0;;;;700;
183582;2022-06-01 00:00:00;24336.0;24336.0;2433;20.0;;;;700;
183583;2022-06-01 00:00:00;57592.5;57592.5;742;25.0;;;;700;
183584;2022-06-01 00:00:00;33260.0;33260.0;2508;30.0;;;;700;
183585;2022-06-01 00:00:00;15210.0;15210.0;2553;0.0;;;;700;
183586;2022-06-02 00:00:00;14568.0;14568.0;2493;20.0;;;;700;
183587;2022-06-03 00:00:00;13657.5;13657.5;710;25.0;;;;700;
183588;2022-06-03 00:00:00;12168.0;12168.0;740;20.0;;;;700;
183589;2022-06-03 00:00:00;14568.0;14568.0;1058;20.0;;;;700;
183591;2022-06-06 00:00:00;12168.0;12168.0;854;20.0;;;;700;
183592;2022-06-06 00:00:00;12168.0;12168.0;2530;20.0;;;;700;
183593;2022-06-06 00:00:00;18260.0;18260.0;2553;0.0;;;;700;
183594;2022-06-06 00:00:00;15210.0;15210.0;2553;0.0;;;;700;
183595;2022-06-06 00:00:00;15210.0;15210.0;2553;0.0;;;;700;
183597;2022-06-07 00:00:00;15800.0;15800.0;452;20.0;;;;700;
183598;2022-06-07 00:00:00;18260.0;18260.0;2553;0.0;;;;700;
183599;2022-06-07 00:00:00;18260.0;18260.0;2553;0.0;;;;700;
183600;2022-06-07 00:00:00;27315.0;27315.0;2552;25.0;;;;700;
183607;2022-06-02 00:00:00;104850.0;104850.0;1000;0.0;;;;600;
183617;2022-06-03 00:00:00;185625.72;185625.72;1370;0.0;;;;600;
183620;2022-06-03 00:00:00;80490.0;80490.0;1000;0.0;;;;600;
183625;2022-06-03 00:00:00;306135.0;306135.0;1000;0.0;;;;600;
183632;2022-06-06 00:00:00;2169612.0;2169612.0;1000;0.0;;;;600;
183633;2022-06-07 00:00:00;60390.0;60390.0;1000;0.0;;;;600;
183653;2022-06-08 00:00:00;8315.0;8315.0;2218;0.0;;;;300;
183654;2022-06-08 00:00:00;13657.5;13657.5;2518;25.0;;;;300;
183655;2022-06-08 00:00:00;13657.5;13657.5;930;25.0;;;;300;
183656;2022-06-09 00:00:00;38904.0;38904.0;857;20.0;;;;300;
183657;2022-06-09 00:00:00;17200.0;17200.0;2454;20.0;;;;300;
183658;2022-06-09 00:00:00;14568.0;14568.0;2445;20.0;;;;300;
183660;2022-06-09 00:00:00;26736.0;26736.0;2457;20.0;;;;300;
183661;2022-06-13 00:00:00;26736.0;26736.0;925;20.0;;;;300;
183665;2022-06-13 00:00:00;14568.0;14568.0;2460;20.0;;;;300;
183666;2022-10-06 00:00:00;32384.0;32384.0;371;20.0;;;;100;
183667;2022-06-13 00:00:00;38904.0;38904.0;2447;20.0;;;;300;
183670;2022-06-13 00:00:00;12168.0;12168.0;2487;20.0;;;;300;
183671;2022-06-13 00:00:00;14568.0;14568.0;2468;20.0;;;;300;
183673;2022-06-13 00:00:00;36472.5;36472.5;267;30.0;;;;300;
183674;2022-06-14 00:00:00;15800.0;15800.0;544;0.0;;;;300;
183678;2022-06-06 00:00:00;22883.0;22883.0;416;20.0;;;;100;
183679;2022-06-06 00:00:00;63172.0;63172.0;485;20.0;;;;100;
183680;2022-06-06 00:00:00;53472.0;53472.0;531;20.0;;;;100;
183683;2022-06-09 00:00:00;28662.0;28662.0;605;0.0;;;;100;
183689;2022-06-13 00:00:00;12168.0;12168.0;940;20.0;;;;100;
183690;2022-06-13 00:00:00;46136.0;46136.0;485;20.0;;;;100;
183692;2022-06-13 00:00:00;41304.0;41304.0;907;20.0;;;;100;
183693;2022-06-13 00:00:00;26736.0;26736.0;15;20.0;;;;100;
183694;2022-06-15 00:00:00;403965.0;403965.0;721;0.0;;;;100;
183696;2022-06-15 00:00:00;28662.0;28662.0;605;0.0;;;;100;
183697;2022-06-15 00:00:00;53472.0;53472.0;416;20.0;;;;100;
183698;2022-06-15 00:00:00;8315.0;8315.0;2221;0.0;;;;100;
183701;2022-06-14 00:00:00;22888.0;22888.0;30;20.0;;;;400;
183702;2022-06-14 00:00:00;25494.0;25494.0;291;30.0;;;;400;
183703;2022-06-22 00:00:00;22447.0;22447.0;743;30.0;;;;400;
183705;2022-06-22 00:00:00;22815.0;22815.0;94;25.0;;;;400;
183706;2022-06-22 00:00:00;243510.0;243510.0;1042;0.0;;;;400;
183708;2022-06-22 00:00:00;21540.0;21540.0;2220;0.0;;;;400;
183710;2022-06-22 00:00:00;8315.0;8315.0;2220;0.0;;;;400;
183712;2022-06-22 00:00:00;14568.0;14568.0;971;20.0;;;;400;
183713;2022-06-22 00:00:00;163758.0;163758.0;981;30.0;;;;400;
183714;2022-06-22 00:00:00;10647.0;10647.0;638;30.0;;;;400;
183715;2022-06-22 00:00:00;349369.0;349369.0;1042;0.0;;;;400;
183716;2022-06-22 00:00:00;36420.0;36420.0;2220;0.0;;;;400;
183717;2022-06-24 00:00:00;229493.0;229493.0;1042;0.0;;;;400;
183721;2022-06-28 00:00:00;218703.0;218703.0;1042;0.0;;;;400;
183722;2022-06-28 00:00:00;54630.0;54630.0;94;25.0;;;;400;
183724;2022-06-30 00:00:00;291685.0;291685.0;1042;0.0;;;;400;
183725;2022-06-30 00:00:00;12168.0;12168.0;967;20.0;;;;400;
183726;2022-06-07 00:00:00;105600.0;105600.0;493;25.0;;;;200;
183727;2022-06-07 00:00:00;33260.0;33260.0;1227;25.0;;;;200;
183730;2022-06-07 00:00:00;44272.5;44272.5;212;30.0;;;;200;
183731;2022-06-07 00:00:00;19712.0;19712.0;1512;30.0;;;;200;
183732;2022-06-07 00:00:00;49007.5;49007.5;689;25.0;;;;200;
183734;2022-06-14 00:00:00;78497.0;78497.0;465;30.0;;;;200;
183735;2022-06-14 00:00:00;10285.0;10285.0;689;25.0;;;;200;
183736;2022-06-14 00:00:00;14568.0;14568.0;555;20.0;;;;200;si
183737;2022-06-14 00:00:00;36472.5;36472.5;2273;25.0;;;;200;
183738;2022-06-14 00:00:00;29547.0;29547.0;851;30.0;;;;200;
183739;2022-06-14 00:00:00;54630.0;54630.0;493;25.0;;;;200;
183740;2022-06-14 00:00:00;36504.0;36504.0;555;20.0;;;;200;
183742;2022-06-14 00:00:00;21120.0;21120.0;842;25.0;;;;200;
183743;2022-06-14 00:00:00;42915.0;42915.0;842;25.0;;;;200;
183744;2022-06-14 00:00:00;60180.0;60180.0;842;25.0;;;;200;
183745;2022-06-14 00:00:00;18015.0;18015.0;972;20.0;;;;200;
183746;2022-06-14 00:00:00;61432.0;61432.0;566;20.0;;;;200;
183747;2022-06-14 00:00:00;13657.5;13657.5;2258;20.0;;;;200;
183748;2022-06-15 00:00:00;68915.0;68915.0;212;25.0;;;;200;
183749;2022-06-15 00:00:00;62300.0;62300.0;465;30.0;;;;200;
183750;2022-06-15 00:00:00;95475.0;95475.0;2300;25.0;;;;200;
183755;2022-08-11 00:00:00;22936.0;22936.0;38;20.0;;;;100;si
183815;2022-08-10 00:00:00;41600.0;41600.0;537;20.0;;;;300;
183830;2022-05-31 00:00:00;10285.0;10285.0;45;20.0;;;;500;
183839;2022-09-08 00:00:00;18232.5;18232.5;573;25.0;;;;100;si
183854;2022-08-26 00:00:00;12839.39;12839.39;1370;0.0;;;;600;
183859;2022-09-12 00:00:00;44920.0;44920.0;807;20.0;;;;300;
183940;2022-10-21 00:00:00;5760.0;5760.0;1370;0.0;;;;600;
184002;2022-11-22 00:00:00;35568.0;35568.0;819;20.0;;;;300;
184003;2022-11-22 00:00:00;33345.0;33345.0;2518;25.0;;;;300;
184006;2022-11-22 00:00:00;16192.0;16192.0;807;20.0;;;;300;
184007;2022-11-22 00:00:00;19376.0;19376.0;2457;20.0;;;;300;
184008;2022-11-22 00:00:00;6400.0;6400.0;2449;20.0;;;;300;
184009;2022-11-22 00:00:00;36330.0;36330.0;2518;25.0;;;;300;
184010;2022-11-22 00:00:00;19376.0;19376.0;2445;20.0;;;;300;
184012;2022-11-23 00:00:00;35568.0;35568.0;595;20.0;;;;300;
184015;2022-11-23 00:00:00;33345.0;33345.0;2518;25.0;;;;300;
184016;2022-11-24 00:00:00;16192.0;16192.0;2457;20.0;;;;300;
184018;2022-11-24 00:00:00;60896.0;60896.0;2469;20.0;;;;300;
184020;2022-11-25 00:00:00;18165.0;18165.0;571;25.0;;;;300;
184021;2022-11-25 00:00:00;12490.0;12490.0;595;20.0;;;;300;
184022;2022-11-25 00:00:00;35568.0;35568.0;523;20.0;;;;300;
184078;2022-12-28 00:00:00;24536.0;24536.0;263;20.0;;;;300;
184111;2023-02-27 00:00:00;21375.0;21375.0;267;30.0;;;;300;
184202;2023-03-08 00:00:00;17861.25;17861.25;921;25.0;;;;300;si
184262;2022-06-23 00:00:00;91332.0;91332.0;1000;0.0;;;;600;
184264;2022-06-24 00:00:00;13431.0;13431.0;1000;0.0;;;;600;
184271;2022-06-25 00:00:00;138440.0;138440.0;1000;0.0;;;;600;
184282;2022-06-28 00:00:00;163340.0;163340.0;1000;0.0;;;;600;
184285;2022-06-28 00:00:00;219027.48;219027.48;1370;0.0;;;;600;
184289;2022-06-29 00:00:00;262966.0;262966.0;1000;0.0;;;;600;
184316;2022-07-05 00:00:00;10148.0;10148.0;1000;0.0;;;;600;
184317;2022-07-06 00:00:00;10148.0;10148.0;1000;0.0;;;;600;
184326;2022-06-27 00:00:00;22888.0;22888.0;2484;20.0;;;;300;
184327;2022-06-27 00:00:00;12168.0;12168.0;925;20.0;;;;300;
184329;2022-06-27 00:00:00;12168.0;12168.0;807;20.0;;;;300;
184331;2022-06-27 00:00:00;26736.0;26736.0;2460;20.0;;;;300;
184332;2022-06-27 00:00:00;14568.0;14568.0;2476;20.0;;;;300;
184334;2022-06-28 00:00:00;17200.0;17200.0;847;20.0;;;;300;
184335;2022-06-28 00:00:00;13384.0;13384.0;1158;20.0;;;;300;
184338;2022-06-29 00:00:00;45432.0;45432.0;327;20.0;;;;300;
184339;2022-06-29 00:00:00;13384.0;13384.0;595;20.0;;;;300;
184341;2022-06-29 00:00:00;12168.0;12168.0;963;20.0;;;;300;
184342;2022-06-30 00:00:00;9150.0;9150.0;2484;20.0;;;;300;
184343;2022-06-30 00:00:00;31840.0;31840.0;2362;20.0;;;;300;
184344;2022-06-30 00:00:00;13384.0;13384.0;2445;20.0;;;;300;
184350;2022-07-04 00:00:00;29408.0;29408.0;2460;20.0;;;;300;
184352;2022-06-30 00:00:00;240608.0;240608.0;1042;0.0;;;;400;
184353;2022-06-30 00:00:00;26736.0;26736.0;246;20.0;;;;400;
184355;2022-07-05 00:00:00;228121.0;228121.0;1042;0.0;;;;400;
184356;2022-07-05 00:00:00;84978.0;84978.0;935;0.0;;;;400;
184357;2022-07-05 00:00:00;25176.0;25176.0;790;20.0;;;;400;
184358;2022-07-05 00:00:00;112589.0;112589.0;1042;0.0;;;;400;
184359;2022-07-05 00:00:00;80829.0;80829.0;291;30.0;;;;400;
184361;2022-07-05 00:00:00;136575.0;136575.0;94;25.0;;;;400;
184363;2022-07-05 00:00:00;324654.0;324654.0;1042;0.0;;;;400;
184365;2022-07-07 00:00:00;12168.0;12168.0;705;20.0;;;;400;
184366;2022-07-07 00:00:00;12168.0;12168.0;971;20.0;;;;400;
184368;2022-07-07 00:00:00;46033.0;46033.0;769;35.0;;;;400;
184369;2022-07-07 00:00:00;31470.0;31470.0;2220;0.0;;;;400;
184370;2022-07-13 00:00:00;23602.5;23602.5;94;25.0;;;;400;
184371;2022-07-13 00:00:00;13384.0;13384.0;790;20.0;;;;400;
184373;2022-07-13 00:00:00;21679.0;21679.0;638;30.0;;;;400;
184374;2022-07-13 00:00:00;23422.0;23422.0;291;30.0;;;;400;
184376;2022-06-27 00:00:00;14568.0;14568.0;555;20.0;;;;200;
184378;2022-06-30 00:00:00;65640.0;65640.0;936;20.0;;;;200;
184379;2022-06-30 00:00:00;95019.0;95019.0;300;30.0;;;;200;
184380;2022-06-30 00:00:00;22815.0;22815.0;2273;25.0;;;;200;
184381;2022-06-30 00:00:00;19400.0;19400.0;816;25.0;;;;200;
184382;2022-06-30 00:00:00;29408.0;29408.0;555;20.0;;;;200;
184384;2022-07-06 00:00:00;77043.0;77043.0;300;30.0;;;;200;
184385;2022-07-06 00:00:00;98308.0;98308.0;465;30.0;;;;200;
184386;2022-07-06 00:00:00;20968.0;20968.0;114;20.0;;;;200;
184387;2022-07-06 00:00:00;98875.0;98875.0;212;25.0;;;;200;
184392;2022-07-06 00:00:00;30045.0;30045.0;275;25.0;;;;200;
184393;2022-07-06 00:00:00;162945.0;162945.0;493;25.0;;;;200;
