NroPresu;FechaPresu;TotalPresu;SubTotalPresu;CodCliente;PorcentajeDesc;ImporteDesc;FormaPago;UnidadNegocio;CodVendedor;Anulado
144815;2017-06-07 00:00:00;1472.0;1472.0;15;20.0;;;;100;
144816;2017-06-07 00:00:00;1232.0;1232.0;334;20.0;;;;100;
144819;2017-06-08 00:00:00;19357.0;19357.0;156;0.0;;;;100;
144820;2017-06-08 00:00:00;5042.0;5042.0;803;0.0;;;;100;
144821;2017-06-08 00:00:00;3654.0;3654.0;802;0.0;;;;100;
144822;2017-06-08 00:00:00;2608.0;2608.0;233;0.0;;;;100;
144823;2017-06-08 00:00:00;2842.0;2842.0;373;0.0;;;;100;
144824;2017-06-08 00:00:00;5935.0;5935.0;618;0.0;;;;100;
144825;2017-06-12 00:00:00;1380.0;1380.0;319;0.0;;;;100;
144826;2017-06-12 00:00:00;2944.0;2944.0;38;20.0;;;;100;
144828;2017-06-12 00:00:00;2464.0;2464.0;940;20.0;;;;100;
144829;2017-06-12 00:00:00;3184.0;3184.0;70;20.0;;;;100;
144833;2017-06-13 00:00:00;5269.0;5269.0;605;0.0;;;;100;
144840;2017-06-19 00:00:00;1472.0;1472.0;10;20.0;;;;100;
144841;2017-06-19 00:00:00;2464.0;2464.0;70;20.0;;;;100;
144843;2017-06-21 00:00:00;5579.0;5579.0;605;0.0;;;;100;
144844;2017-06-21 00:00:00;1472.0;1472.0;416;20.0;;;;100;
144851;2017-06-22 00:00:00;2030.0;2030.0;127;30.0;;;;100;
144852;2016-03-21 00:00:00;4233.6;4233.6;940;20.0;;;;100;
144853;2016-03-22 00:00:00;4412.8;4412.8;127;30.0;;;;100;
144854;2016-03-22 00:00:00;3969.0;3969.0;795;25.0;;;;100;
144855;2016-03-22 00:00:00;5935.0;5935.0;605;0.0;;;;100;
144858;2017-06-23 00:00:00;2320.0;2320.0;485;20.0;;;;100;
144859;2016-03-23 00:00:00;1058.4;1058.4;1318;0.0;;;;100;
144860;2016-03-23 00:00:00;1996.8;1996.8;536;20.0;;;;100;
144861;2017-06-26 00:00:00;38422.0;38422.0;171;0.0;;;;100;
144862;2016-03-28 00:00:00;2116.8;2116.8;940;20.0;;;;100;
144864;2017-06-27 00:00:00;3197.0;3197.0;605;0.0;;;;100;
144865;2016-03-29 00:00:00;2955.0;2955.0;127;30.0;;;;100;
144867;2016-03-29 00:00:00;3043.0;3043.0;605;0.0;;;;100;
144868;2016-03-29 00:00:00;1260.8;1260.8;416;20.0;;;;100;
144869;2016-03-29 00:00:00;4638.4;4638.4;38;20.0;;;;100;
144870;2016-03-31 00:00:00;1260.8;1260.8;940;20.0;;;;100;
144871;2016-03-31 00:00:00;1058.4;1058.4;102;20.0;;;;100;
144872;2016-03-31 00:00:00;1260.8;1260.8;15;20.0;;;;100;
144873;2017-06-29 00:00:00;1155.0;1155.0;63;25.0;;;;100;
144874;2017-06-29 00:00:00;1472.0;1472.0;1240;0.0;;;;100;
144878;2017-06-30 00:00:00;1232.0;1232.0;149;20.0;;;;100;
144879;2017-06-30 00:00:00;1472.0;1472.0;358;20.0;;;;100;
144880;2017-06-30 00:00:00;1187.0;1187.0;605;0.0;;;;100;
144881;2017-06-30 00:00:00;1320.0;1320.0;940;20.0;;;;100;
144883;2017-07-04 00:00:00;3672.0;3672.0;1318;20.0;;;;100;
144884;2017-07-04 00:00:00;3456.0;3456.0;605;0.0;;;;100;
144885;2017-07-05 00:00:00;1232.0;1232.0;536;20.0;;;;100;
144886;2017-07-05 00:00:00;5792.0;5792.0;485;20.0;;;;100;
144887;2017-07-05 00:00:00;1232.0;1232.0;82;20.0;;;;100;
144888;2017-07-05 00:00:00;2704.0;2704.0;907;20.0;;;;100;
144890;2017-07-06 00:00:00;19398.0;19398.0;156;0.0;;;;100;
144891;2017-07-06 00:00:00;1421.0;1421.0;802;0.0;;;;100;
144892;2017-07-06 00:00:00;1521.0;1521.0;233;0.0;;;;100;
144893;2017-07-06 00:00:00;9148.0;9148.0;2166;0.0;;;;100;
144895;2017-07-06 00:00:00;3042.0;3042.0;373;0.0;;;;100;
144897;2017-07-10 00:00:00;1521.0;1521.0;41;20.0;;;;100;
144899;2017-07-10 00:00:00;1672.0;1672.0;38;20.0;;;;100;
144900;2017-07-10 00:00:00;2896.0;2896.0;940;20.0;;;;100;
144901;2017-05-31 00:00:00;1232.0;1232.0;971;20.0;;;;400;
144902;2017-05-31 00:00:00;21350.0;21350.0;981;25.0;;;;400;
144903;2017-05-31 00:00:00;2464.0;2464.0;758;0.0;;;;400;
144904;2017-05-31 00:00:00;1232.0;1232.0;776;20.0;;;;400;
144908;2017-05-01 00:00:00;-2280.0;-2280.0;778;20.0;;;;400;
144909;2017-06-07 00:00:00;5264.0;5264.0;790;20.0;;;;400;
144910;2017-06-07 00:00:00;4416.0;4416.0;789;20.0;;;;400;
144912;2017-06-07 00:00:00;1155.0;1155.0;910;20.0;;;;400;
144913;2017-06-07 00:00:00;2760.0;2760.0;710;25.0;;;;400;
144914;2017-06-07 00:00:00;1472.0;1472.0;264;20.0;;;;400;
144916;2017-06-07 00:00:00;1380.0;1380.0;94;25.0;;;;400;
144917;2017-06-07 00:00:00;2320.0;2320.0;217;20.0;;;;400;
144919;2016-03-31 00:00:00;1097.0;1097.0;201;0.0;;;;100;
144920;2016-03-31 00:00:00;2237.0;2237.0;201;0.0;;;;100;
144921;2016-03-31 00:00:00;10210.0;10210.0;911;20.0;;;;100;
144922;2016-03-31 00:00:00;22370.0;22370.0;410;25.0;;;;100;
144924;2016-03-31 00:00:00;7038.0;7038.0;240;0.0;;;;100;
144925;2016-03-31 00:00:00;9650.0;9650.0;793;20.0;;;;100;
144926;2017-06-08 00:00:00;17940.0;17940.0;769;35.0;;;;400;
144928;2017-06-08 00:00:00;2944.0;2944.0;773;20.0;;;;400;
144929;2017-06-08 00:00:00;1472.0;1472.0;596;20.0;;;;400;
144930;2017-06-08 00:00:00;7830.0;7830.0;94;25.0;;;;400;
144931;2017-06-08 00:00:00;4950.0;4950.0;1042;0.0;;;;400;
144932;2017-06-09 00:00:00;4291.0;4291.0;2130;30.0;;;;400;
144934;2017-06-09 00:00:00;6975.0;6975.0;935;0.0;;;;400;
144935;2017-06-09 00:00:00;2310.0;2310.0;710;25.0;;;;400;
144936;2017-06-09 00:00:00;1472.0;1472.0;740;20.0;;;;400;
144939;2017-06-13 00:00:00;5224.0;5224.0;666;20.0;;;;400;
144941;2017-06-13 00:00:00;8596.0;8596.0;291;30.0;;;;400;
144942;2017-06-13 00:00:00;1232.0;1232.0;30;20.0;;;;400;
144943;2017-06-13 00:00:00;4435.0;4435.0;605;0.0;;;;100;
144945;2017-06-13 00:00:00;1155.0;1155.0;2022;0.0;;;;400;
144948;2017-06-13 00:00:00;24400.0;24400.0;2154;0.0;;;;400;
144949;2017-06-13 00:00:00;200.0;200.0;218;20.0;;;;400;
144950;2017-06-15 00:00:00;2535.0;2535.0;94;25.0;;;;400;
144951;2017-05-31 00:00:00;4140.0;4140.0;348;25.0;;;;500;
144955;2017-05-31 00:00:00;3432.0;3432.0;1200;20.0;;;;500;
144956;2017-05-31 00:00:00;1232.0;1232.0;282;20.0;;;;500;
144957;2017-05-31 00:00:00;6200.78;6200.78;1103;0.0;;;;500;
144958;2017-05-31 00:00:00;1472.0;1472.0;694;20.0;;;;500;
144959;2017-05-31 00:00:00;1472.0;1472.0;2079;20.0;;;;500;
144960;2017-06-02 00:00:00;4140.0;4140.0;1078;25.0;;;;500;
144961;2017-06-02 00:00:00;1155.0;1155.0;1059;25.0;;;;500;
144962;2017-06-02 00:00:00;1472.0;1472.0;50;20.0;;;;500;
144968;2017-06-05 00:00:00;6736.0;6736.0;152;20.0;;;;500;
144969;2017-06-05 00:00:00;1472.0;1472.0;831;20.0;;;;500;
144970;2017-06-05 00:00:00;2704.0;2704.0;261;20.0;;;;500;
144973;2017-06-05 00:00:00;2175.0;2175.0;1078;25.0;;;;500;
144974;2017-06-06 00:00:00;1380.0;1380.0;1078;25.0;;;;500;
144975;2017-06-06 00:00:00;1232.0;1232.0;100;20.0;;;;500;
144977;2017-06-06 00:00:00;1232.0;1232.0;16;20.0;;;;500;
144978;2017-06-06 00:00:00;1232.0;1232.0;195;20.0;;;;500;
144981;2017-06-06 00:00:00;5408.0;5408.0;1054;20.0;;;;500;
144982;2017-06-07 00:00:00;1380.0;1380.0;1078;25.0;;;;500;
144986;2017-06-07 00:00:00;1232.0;1232.0;479;20.0;;;;500;
144987;2017-06-08 00:00:00;1380.0;1380.0;1078;25.0;;;;500;
144989;2017-06-08 00:00:00;1232.0;1232.0;320;20.0;;;;500;
144990;2017-06-08 00:00:00;1472.0;1472.0;734;20.0;;;;500;
144991;2017-06-08 00:00:00;2944.0;2944.0;1238;25.0;;;;500;
144992;2017-06-08 00:00:00;1232.0;1232.0;1108;20.0;;;;500;
144994;2017-06-12 00:00:00;1472.0;1472.0;649;20.0;;;;500;
144995;2017-06-12 00:00:00;1472.0;1472.0;584;20.0;;;;500;
144997;2017-06-12 00:00:00;1472.0;1472.0;282;20.0;;;;500;
144998;2017-06-12 00:00:00;1232.0;1232.0;21;20.0;;;;500;
144999;2017-06-12 00:00:00;1232.0;1232.0;973;20.0;;;;500;
145000;2017-06-12 00:00:00;1472.0;1472.0;1047;20.0;;;;500;
145002;2017-05-22 00:00:00;2704.0;2704.0;48;20.0;;;;200;
145004;2017-05-22 00:00:00;4984.0;4984.0;114;20.0;;;;200;
145005;2017-05-22 00:00:00;4485.0;4485.0;851;25.0;;;;200;
145006;2017-05-22 00:00:00;1232.0;1232.0;936;20.0;;;;200;
145008;2017-05-24 00:00:00;6225.0;6225.0;2152;25.0;;;;200;
145009;2017-05-24 00:00:00;3015.0;3015.0;1512;25.0;;;;200;
145010;2017-05-24 00:00:00;1078.0;1078.0;465;30.0;;;;200;
145011;2017-05-24 00:00:00;2310.0;2310.0;1227;25.0;;;;200;
145012;2017-05-24 00:00:00;1472.0;1472.0;555;20.0;;;;200;
145013;2017-05-26 00:00:00;5520.0;5520.0;842;25.0;;;;200;
145014;2017-05-26 00:00:00;5152.0;5152.0;300;30.0;;;;200;
145016;2017-05-26 00:00:00;11460.0;11460.0;1506;25.0;;;;200;
145017;2017-05-26 00:00:00;1380.0;1380.0;2127;25.0;;;;200;
145018;2017-05-26 00:00:00;3936.0;3936.0;1073;20.0;;;;200;
145021;2017-05-30 00:00:00;2320.0;2320.0;212;20.0;;;;200;
145023;2017-05-31 00:00:00;2156.0;2156.0;465;30.0;;;;200;
145026;2017-05-31 00:00:00;16114.0;16114.0;300;30.0;;;;200;
145027;2017-05-31 00:00:00;2175.0;2175.0;842;25.0;;;;200;
145029;2017-06-02 00:00:00;17849.0;17849.0;34;35.0;;;;200;
145030;2017-06-02 00:00:00;3936.0;3936.0;48;20.0;;;;200;
145031;2017-06-02 00:00:00;2704.0;2704.0;2155;20.0;;;;200;
145032;2017-06-02 00:00:00;2704.0;2704.0;936;20.0;;;;200;
145034;2017-06-05 00:00:00;8776.0;8776.0;436;20.0;;;;200;
145036;2017-06-05 00:00:00;6006.0;6006.0;300;30.0;;;;200;
145037;2017-06-05 00:00:00;3690.0;3690.0;689;25.0;;;;200;
145038;2017-06-06 00:00:00;2156.0;2156.0;465;30.0;;;;200;
145039;2017-06-06 00:00:00;9690.0;9690.0;299;25.0;;;;200;
145040;2017-06-06 00:00:00;2464.0;2464.0;555;20.0;;;;200;
145041;2017-06-06 00:00:00;4140.0;4140.0;414;25.0;;;;200;
145042;2017-06-06 00:00:00;1472.0;1472.0;1520;20.0;;;;200;
145043;2017-06-07 00:00:00;4620.0;4620.0;1512;25.0;;;;200;
145044;2017-06-07 00:00:00;1472.0;1472.0;114;20.0;;;;200;
145045;2017-06-07 00:00:00;3690.0;3690.0;689;25.0;;;;200;
145046;2017-06-08 00:00:00;3217.5;3217.5;636;25.0;;;;200;
145047;2017-06-08 00:00:00;3432.0;3432.0;1520;20.0;;;;200;
145048;2017-06-09 00:00:00;2704.0;2704.0;929;20.0;;;;200;
145049;2017-06-09 00:00:00;5408.0;5408.0;936;20.0;;;;200;
145050;2017-06-09 00:00:00;6640.0;6640.0;275;20.0;;;;200;
145051;2017-06-12 00:00:00;2464.0;2464.0;393;20.0;;;;500;
145053;2017-06-12 00:00:00;2944.0;2944.0;826;20.0;;;;500;
145054;2017-06-12 00:00:00;2944.0;2944.0;56;20.0;;;;500;
145055;2017-06-12 00:00:00;1472.0;1472.0;1205;20.0;;;;500;
145057;2017-06-13 00:00:00;1472.0;1472.0;627;20.0;;;;500;
145059;2017-06-14 00:00:00;8600.0;8600.0;101;20.0;;;;500;
145060;2017-06-14 00:00:00;1155.0;1155.0;1062;25.0;;;;500;
145061;2017-06-14 00:00:00;2464.0;2464.0;45;20.0;;;;500;
145062;2017-06-14 00:00:00;1232.0;1232.0;117;20.0;;;;500;
145063;2017-06-14 00:00:00;1232.0;1232.0;584;20.0;;;;500;
145064;2017-06-14 00:00:00;2310.0;2310.0;1059;25.0;;;;500;
145065;2017-06-14 00:00:00;4472.0;4472.0;826;20.0;;;;500;
145068;2017-06-16 00:00:00;1717.5;1717.5;1078;25.0;;;;500;
145069;2017-06-16 00:00:00;2704.0;2704.0;1516;20.0;;;;500;
145071;2017-06-16 00:00:00;1155.0;1155.0;612;25.0;;;;500;
145072;2017-06-16 00:00:00;2535.0;2535.0;3481;25.0;;;;500;
145073;2017-06-16 00:00:00;2328.75;2328.75;1059;25.0;;;;500;
145074;2017-06-16 00:00:00;1472.0;1472.0;1205;20.0;;;;500;
145076;2017-06-16 00:00:00;1472.0;1472.0;77;20.0;;;;500;
145078;2017-06-16 00:00:00;1232.0;1232.0;312;20.0;;;;500;
145079;2017-06-16 00:00:00;1472.0;1472.0;56;20.0;;;;500;
145082;2017-06-16 00:00:00;3936.0;3936.0;50;20.0;;;;500;
145084;2017-06-19 00:00:00;1576.0;1576.0;393;20.0;;;;500;
145086;2017-06-19 00:00:00;2944.0;2944.0;213;20.0;;;;500;
145088;2017-06-19 00:00:00;1576.0;1576.0;826;20.0;;;;500;
145089;2017-06-19 00:00:00;2704.0;2704.0;261;20.0;;;;500;
145093;2017-06-21 00:00:00;1320.0;1320.0;287;20.0;;;;500;
145094;2017-06-21 00:00:00;2704.0;2704.0;886;20.0;;;;500;
145095;2017-06-21 00:00:00;1320.0;1320.0;16;20.0;;;;500;
145096;2017-06-21 00:00:00;2896.0;2896.0;973;20.0;;;;500;
145097;2017-06-21 00:00:00;1477.5;1477.5;1238;25.0;;;;500;
145098;2017-06-21 00:00:00;2704.0;2704.0;1105;20.0;;;;500;
145100;2017-06-21 00:00:00;1320.0;1320.0;1075;20.0;;;;500;
145101;2017-06-09 00:00:00;2464.0;2464.0;709;20.0;;;;300;
145103;2017-06-12 00:00:00;1472.0;1472.0;40;20.0;;;;300;
145104;2017-06-12 00:00:00;1232.0;1232.0;301;20.0;;;;300;
145105;2017-06-12 00:00:00;3318.0;3318.0;267;30.0;;;;300;
145106;2017-06-12 00:00:00;2944.0;2944.0;650;20.0;;;;300;
145107;2017-06-12 00:00:00;1472.0;1472.0;849;20.0;;;;300;
145108;2017-06-12 00:00:00;1472.0;1472.0;529;20.0;;;;300;
145110;2017-06-12 00:00:00;1472.0;1472.0;220;20.0;;;;300;
145111;2017-06-13 00:00:00;2320.0;2320.0;1201;20.0;;;;300;
145113;2017-06-13 00:00:00;5144.0;5144.0;854;20.0;;;;300;
145114;2017-06-13 00:00:00;2704.0;2704.0;403;20.0;;;;300;
145115;2017-06-13 00:00:00;1608.0;1608.0;2092;20.0;;;;300;
145116;2017-06-14 00:00:00;2484.0;2484.0;834;20.0;;;;300;
145119;2017-06-14 00:00:00;1232.0;1232.0;578;20.0;;;;300;
145124;2017-06-21 00:00:00;3936.0;3936.0;848;20.0;;;;300;
145129;2017-06-22 00:00:00;2896.0;2896.0;923;20.0;;;;300;
145130;2017-06-22 00:00:00;2704.0;2704.0;857;20.0;;;;300;
145131;2017-06-22 00:00:00;2464.0;2464.0;578;20.0;;;;300;
145132;2017-06-23 00:00:00;2944.0;2944.0;564;20.0;;;;300;
145136;2017-06-23 00:00:00;1576.0;1576.0;571;20.0;;;;300;
145137;2017-06-23 00:00:00;1232.0;1232.0;804;20.0;;;;300;
145140;2017-06-26 00:00:00;5792.0;5792.0;819;20.0;;;;300;
145142;2017-06-26 00:00:00;2464.0;2464.0;925;20.0;;;;300;
145144;2017-06-26 00:00:00;5124.0;5124.0;854;20.0;;;;300;
145145;2017-06-26 00:00:00;3213.0;3213.0;267;30.0;;;;300;
145146;2017-06-26 00:00:00;4424.0;4424.0;36;20.0;;;;300;
145147;2017-06-26 00:00:00;1232.0;1232.0;294;20.0;;;;300;
145148;2017-06-26 00:00:00;2464.0;2464.0;709;20.0;;;;300;
145149;2017-06-26 00:00:00;2704.0;2704.0;580;20.0;;;;300;
145153;2017-06-09 00:00:00;2760.0;2760.0;851;25.0;;;;200;
145155;2017-06-13 00:00:00;2760.0;2760.0;430;25.0;;;;200;
145157;2017-06-13 00:00:00;6678.0;6678.0;300;30.0;;;;200;
145158;2017-06-13 00:00:00;5168.0;5168.0;566;20.0;;;;200;
145159;2017-06-13 00:00:00;5070.0;5070.0;2127;25.0;;;;200;
145160;2017-06-13 00:00:00;3936.0;3936.0;700;20.0;;;;200;
145161;2017-06-13 00:00:00;3465.0;3465.0;689;25.0;;;;200;
145162;2017-06-13 00:00:00;2137.5;2137.5;1506;25.0;;;;200;
145163;2017-06-14 00:00:00;1380.0;1380.0;842;25.0;;;;200;
145164;2017-06-16 00:00:00;5070.0;5070.0;842;25.0;;;;200;
145165;2017-06-15 00:00:00;2576.0;2576.0;465;30.0;;;;200;
145166;2017-06-15 00:00:00;2464.0;2464.0;936;20.0;;;;200;
145167;2017-06-15 00:00:00;1232.0;1232.0;929;20.0;;;;200;
145168;2017-06-15 00:00:00;6880.0;6880.0;746;20.0;;;;200;
145169;2017-06-15 00:00:00;5168.0;5168.0;275;20.0;;;;200;
145170;2017-06-16 00:00:00;33696.0;33696.0;34;35.0;;;;200;
145171;2017-06-16 00:00:00;1232.0;1232.0;48;20.0;;;;200;
145172;2017-06-16 00:00:00;3552.0;3552.0;108;20.0;;;;200;
145173;2017-06-21 00:00:00;4140.0;4140.0;636;25.0;;;;200;
145178;2017-06-21 00:00:00;2464.0;2464.0;566;20.0;;;;200;
145179;2017-06-21 00:00:00;352300.0;352300.0;231;30.0;;;;200;
145183;2017-06-22 00:00:00;2944.0;2944.0;162;20.0;;;;200;
145184;2017-06-22 00:00:00;6225.0;6225.0;689;25.0;;;;200;
145185;2017-06-26 00:00:00;2366.0;2366.0;465;30.0;;;;200;
145186;2017-06-26 00:00:00;2310.0;2310.0;414;25.0;;;;200;
145187;2017-06-26 00:00:00;1472.0;1472.0;555;20.0;;;;200;
145188;2017-06-26 00:00:00;2760.0;2760.0;2152;25.0;;;;200;
145191;2017-06-26 00:00:00;13192.0;13192.0;212;20.0;;;;200;
145194;2017-06-27 00:00:00;6440.0;6440.0;300;30.0;;;;200;
145195;2017-06-27 00:00:00;2896.0;2896.0;566;20.0;;;;200;
145197;2017-06-27 00:00:00;140665.0;140665.0;305;30.0;;;;200;
145198;2017-06-29 00:00:00;2896.0;2896.0;2155;20.0;;;;200;
145199;2017-06-29 00:00:00;7294.0;7294.0;465;30.0;;;;200;
145200;2017-06-29 00:00:00;1472.0;1472.0;936;20.0;;;;200;
145201;2017-06-15 00:00:00;7308.0;7308.0;354;30.0;;;;400;
145202;2017-06-15 00:00:00;2704.0;2704.0;246;20.0;;;;400;
145203;2017-06-15 00:00:00;1995.0;1995.0;743;30.0;;;;400;
145204;2017-06-15 00:00:00;1472.0;1472.0;765;20.0;;;;400;
145205;2017-06-15 00:00:00;12760.0;12760.0;1042;0.0;;;;400;
145206;2017-06-15 00:00:00;32004.0;32004.0;858;30.0;;;;400;
145208;2017-06-15 00:00:00;4176.0;4176.0;995;20.0;;;;400;
145209;2017-06-15 00:00:00;13845.0;13845.0;769;35.0;;;;400;
145212;2017-06-15 00:00:00;2704.0;2704.0;705;20.0;;;;400;
145213;2017-06-15 00:00:00;10304.0;10304.0;981;25.0;;;;400;
145214;2017-06-15 00:00:00;2944.0;2944.0;404;20.0;;;;400;
145215;2017-06-19 00:00:00;8955.0;8955.0;742;25.0;;;;400;
145216;2017-06-19 00:00:00;1380.0;1380.0;710;25.0;;;;400;
145217;2017-06-19 00:00:00;4935.0;4935.0;94;25.0;;;;400;
145218;2017-06-19 00:00:00;9432.0;9432.0;935;0.0;;;;400;
145219;2017-06-19 00:00:00;-240.0;-240.0;790;20.0;;;;400;
145220;2017-06-19 00:00:00;1380.0;1380.0;94;25.0;;;;400;
145221;2017-06-19 00:00:00;2704.0;2704.0;314;20.0;;;;400;
145222;2017-06-19 00:00:00;4060.0;4060.0;291;30.0;;;;400;
145223;2017-06-19 00:00:00;2156.0;2156.0;2130;30.0;;;;400;
145224;2017-06-22 00:00:00;3555.0;3555.0;94;25.0;;;;400;
145227;2017-06-22 00:00:00;2320.0;2320.0;322;20.0;;;;400;
145228;2017-06-22 00:00:00;2704.0;2704.0;967;20.0;;;;400;
145229;2017-06-22 00:00:00;2464.0;2464.0;949;20.0;;;;400;
145230;2017-06-22 00:00:00;14080.0;14080.0;1042;0.0;;;;400;
145231;2017-06-22 00:00:00;5520.0;5520.0;94;25.0;;;;400;
145234;2017-06-22 00:00:00;5083.0;5083.0;769;35.0;;;;400;
145235;2017-06-22 00:00:00;2704.0;2704.0;830;20.0;;;;400;
145238;2017-06-26 00:00:00;12760.0;12760.0;1042;0.0;;;;400;
145239;2017-06-26 00:00:00;13129.0;13129.0;935;0.0;;;;400;
145240;2017-06-26 00:00:00;2280.0;2280.0;789;20.0;;;;400;
145241;2017-06-26 00:00:00;2704.0;2704.0;790;20.0;;;;400;
145242;2017-06-26 00:00:00;4140.0;4140.0;94;25.0;;;;400;
145243;2017-06-26 00:00:00;6416.02;6416.02;1210;0.0;;;;400;
145244;2017-06-26 00:00:00;1380.0;1380.0;94;25.0;;;;400;
145245;2017-06-26 00:00:00;2280.0;2280.0;666;20.0;;;;400;
145248;2017-06-26 00:00:00;2464.0;2464.0;290;20.0;;;;400;
145336;2017-09-18 00:00:00;28046.2;28046.2;1000;0.0;;;;700;
145340;2017-09-29 00:00:00;284977.02;284977.02;1000;0.0;;;;700;
145407;2017-06-26 00:00:00;6150.0;6150.0;299;25.0;;;;200;
145408;2017-06-26 00:00:00;3150.0;3150.0;923;20.0;;;;300;
145411;2017-06-29 00:00:00;145810.0;145810.0;2010;0.0;;;;100;
145412;2017-07-03 00:00:00;3050.0;3050.0;2151;25.0;;;;400;si
145413;2017-07-03 00:00:00;8350.0;8350.0;242;0.0;;;;100;
145414;2017-07-03 00:00:00;2348.77;2348.77;1000;0.0;;;;700;
145415;2017-07-05 00:00:00;850.0;850.0;1370;0.0;;;;700;
145432;2017-07-20 00:00:00;91436.0;91436.0;2010;0.0;;;;100;
145434;2017-07-27 00:00:00;3336.0;3336.0;1370;0.0;;;;700;
145451;2017-06-30 00:00:00;2287.5;2287.5;3481;25.0;;;;500;si
145455;2017-06-30 00:00:00;1576.0;1576.0;2150;20.0;;;;500;
145458;2017-07-03 00:00:00;2955.0;2955.0;1078;25.0;;;;500;
145459;2017-07-03 00:00:00;2944.0;2944.0;863;20.0;;;;500;
145461;2017-07-03 00:00:00;2640.0;2640.0;628;20.0;;;;500;
145463;2017-07-03 00:00:00;1576.0;1576.0;968;20.0;;;;500;
145466;2017-07-04 00:00:00;-864.0;-864.0;195;20.0;;;;500;
145468;2017-07-04 00:00:00;1477.5;1477.5;986;25.0;;;;500;
145470;2017-07-04 00:00:00;6048.0;6048.0;152;20.0;;;;500;
145472;2017-07-05 00:00:00;1477.5;1477.5;1078;25.0;;;;500;
145473;2017-07-05 00:00:00;2896.0;2896.0;748;20.0;;;;500;
145474;2017-07-05 00:00:00;1576.0;1576.0;1108;20.0;;;;500;
145475;2017-07-05 00:00:00;1576.0;1576.0;2150;20.0;;;;500;
145479;2017-07-06 00:00:00;1320.0;1320.0;227;20.0;;;;500;
145480;2017-07-06 00:00:00;1320.0;1320.0;973;20.0;;;;500;
145481;2017-07-06 00:00:00;3152.0;3152.0;2150;20.0;;;;500;
145482;2017-07-06 00:00:00;1576.0;1576.0;1525;20.0;;;;500;
145483;2017-07-06 00:00:00;1320.0;1320.0;1054;20.0;;;;500;
145487;2017-07-07 00:00:00;2896.0;2896.0;50;20.0;;;;500;
145489;2017-07-10 00:00:00;1477.5;1477.5;1078;25.0;;;;500;
145491;2017-07-10 00:00:00;1320.0;1320.0;261;20.0;;;;500;
145492;2017-07-10 00:00:00;3152.0;3152.0;1105;20.0;;;;500;
145493;2017-07-10 00:00:00;1237.5;1237.5;986;25.0;;;;500;
145495;2017-07-10 00:00:00;1720.0;1720.0;973;20.0;;;;500;
145496;2017-07-11 00:00:00;4504.0;4504.0;100;20.0;;;;500;
145498;2017-07-11 00:00:00;3152.0;3152.0;449;20.0;;;;500;
145502;2017-04-18 00:00:00;10547.0;10547.0;573;25.0;;;;100;
145503;2017-04-19 00:00:00;295337.0;295337.0;1000;0.0;;;;700;si
145508;2017-04-28 00:00:00;10737.0;10737.0;573;25.0;;;;100;
145519;2017-05-03 00:00:00;3487.05;3487.05;2004;20.0;;;;200;
145520;2017-05-05 00:00:00;3300.0;3300.0;989;0.0;;;;400;
145522;2017-05-11 00:00:00;245260.0;245260.0;2010;0.0;;;;100;
145528;2017-05-29 00:00:00;4150.0;4150.0;300;30.0;;;;200;
145529;2017-05-29 00:00:00;8070.0;8070.0;509;20.0;;;;100;si
145541;2017-05-31 00:00:00;144960.0;144960.0;2010;0.0;;;;100;
145550;2017-06-02 00:00:00;1550.0;1550.0;1000;0.0;;;;700;
145551;2017-04-13 00:00:00;7971.0;7971.0;803;0.0;;;;100;
145554;2017-04-13 00:00:00;5129.0;5129.0;233;0.0;;;;100;
145555;2017-04-17 00:00:00;4416.0;4416.0;10;20.0;;;;100;
145556;2017-04-17 00:00:00;2464.0;2464.0;940;20.0;;;;100;
145559;2017-04-20 00:00:00;3113.0;3113.0;605;0.0;;;;100;
145561;2017-04-20 00:00:00;3936.0;3936.0;70;20.0;;;;100;
145562;2017-04-20 00:00:00;4240.0;4240.0;70;20.0;;;;100;
145563;2017-04-20 00:00:00;1380.0;1380.0;1225;0.0;;;;100;
145565;2017-04-21 00:00:00;4845.0;4845.0;412;25.0;;;;100;
145566;2017-04-21 00:00:00;1232.0;1232.0;15;20.0;;;;100;
145567;2017-04-21 00:00:00;3432.0;3432.0;65;20.0;;;;100;
145570;2017-04-21 00:00:00;2280.0;2280.0;38;20.0;;;;100;
145571;2017-04-21 00:00:00;1232.0;1232.0;149;20.0;;;;100;
145575;2017-04-24 00:00:00;2999.0;2999.0;605;0.0;;;;100;
145576;2017-04-24 00:00:00;1232.0;1232.0;102;20.0;;;;100;
145578;2017-04-25 00:00:00;2342.0;2342.0;605;0.0;;;;100;
145582;2017-04-26 00:00:00;1472.0;1472.0;15;20.0;;;;100;
145583;2017-04-26 00:00:00;2464.0;2464.0;334;20.0;;;;100;
145585;2017-04-26 00:00:00;2464.0;2464.0;485;20.0;;;;100;
145587;2017-04-27 00:00:00;16091.0;16091.0;156;0.0;;;;100;
145588;2017-04-27 00:00:00;2608.0;2608.0;233;0.0;;;;100;
145589;2017-04-27 00:00:00;2842.0;2842.0;373;0.0;;;;100;
145592;2017-04-28 00:00:00;1944.0;1944.0;744;20.0;;;;100;
145593;2017-04-29 00:00:00;4279.0;4279.0;605;0.0;;;;100;
145595;2017-04-29 00:00:00;1232.0;1232.0;940;20.0;;;;100;
