IdSucursal;NroPago;LineaPago;FormaPago;ImportePago;Observaciones
2;2949.0;1;Cheque;33839.96;
2;2950.0;1;Cheque;34679.74;
2;2975.0;1;Rezago;2975.0;
2;3001.0;1;Efectivo;2451.0;
2;3001.0;2;Cheque;49666.47;
2;3002.0;1;Efectivo;20250.0;
2;3003.0;1;Cheque;63520.0;
2;3004.0;1;Efectivo;11451.0;
2;3005.0;1;Cheque;32040.78;
2;3006.0;1;Efectivo;1.0;
2;3007.0;1;Efectivo;12500.0;
2;3008.0;1;Efectivo;875.0;
2;3008.0;2;Cheque;30945.04;
2;3009.0;1;Cheque;449764.87;
2;3009.0;2;Retencion;2984.96;
2;3011.0;1;Cheque;28759.78;
2;3012.0;1;Efectivo;1210.0;
2;3012.0;2;Cheque;26699.68;
2;3013.0;1;Efectivo;12200.0;
2;3014.0;1;Efectivo;1.0;
2;3015.0;1;Efectivo;15051.97;
2;3016.0;1;Efectivo;36446.18;
2;3017.0;1;Efectivo;18189.98;
2;3018.0;1;Efectivo;24390.49;
2;3019.0;1;Cheque;555155.65;
2;3019.0;2;Retencion;4751.78;
2;3020.0;1;Efectivo;13857.0;
2;3022.0;1;Efectivo;5115.0;
2;3022.0;2;Cheque;7080.0;
2;3023.0;1;Efectivo;24710.0;
2;3024.0;1;Efectivo;2067.56;
2;3025.0;1;Cheque;63576.66;
2;3026.0;1;Efectivo;766.0;
2;3026.0;2;Cheque;28610.0;
2;3027.0;1;Efectivo;29612.0;
2;3028.0;1;Cheque;36668.45;
2;3028.0;2;Retencion;3471.77;
2;3029.0;1;Cheque;615216.2;
2;3029.0;2;Retencion;5758.66;
2;3030.0;1;Cheque;81636.53;
2;3031.0;1;Cheque;576245.85;
2;3031.0;2;Retencion;5105.35;
2;3032.0;1;Efectivo;7630.0;
2;3033.0;1;Efectivo;8500.0;
2;3034.0;1;Efectivo;2190.0;
2;3034.0;2;Cheque;62600.0;
2;3035.0;1;Cheque;75000.0;
2;3036.0;1;Efectivo;876960.19;
2;3036.0;2;Retencion;10146.66;
2;3037.0;1;Efectivo;14250.0;
2;3037.0;2;Cheque;10650.0;
2;3038.0;1;Cheque;87936.04;
2;3039.0;1;Cheque;87768.6;
2;3040.0;1;Cheque;8445.44;
2;3041.0;1;Efectivo;19310.0;
2;3042.0;1;Cheque;97577.14;
2;3042.0;2;Retencion;9335.0;
2;3043.0;1;Efectivo;12623.15;
2;3044.0;1;Efectivo;16340.0;
2;3045.0;1;Efectivo;619870.0;
2;3045.0;2;Retencion;5836.0;
2;3045.0;3;EFECTIVO;0.0;TRANSFERENCIA
2;3046.0;1;Efectivo;28500.0;
2;3047.0;1;Cheque;82997.07;
2;3048.0;1;Efectivo;49400.0;
2;3049.0;1;Efectivo;331.0;
2;3049.0;2;Cheque;64800.0;
2;3050.0;1;Efectivo;9616.0;
2;3050.0;2;Cheque;39000.0;
2;3050.0;3;Retencion;40.15;
2;3051.0;1;Cheque;32744.45;
2;3052.0;1;Cheque;33029.06;
2;3054.0;1;Efectivo;1000.0;
2;3055.0;1;Efectivo;1000.0;
2;3056.0;1;Cheque;25312.39;
2;3057.0;1;Cheque;51746.0;
2;3058.0;1;Efectivo;10000.0;
2;3059.0;1;Cheque;136978.0;
2;3060.0;1;Efectivo;14400.0;
2;3060.0;2;Cheque;11600.0;
2;3061.0;1;Cheque;75150.05;
2;3062.0;1;Efectivo;2000.0;
2;3063.0;1;Cheque;18999.65;
2;3064.0;1;Efectivo;20000.0;
2;3065.0;1;Efectivo;1500.0;
2;3066.0;1;Efectivo;2070.0;
2;3067.0;1;Cheque;20000.0;
2;3068.0;1;Cheque;65325.14;
2;3069.0;1;Cheque;23873.47;
2;3070.0;1;Efectivo;1500.0;
2;3071.0;1;Efectivo;1500.0;
2;3072.0;1;Cheque;74411.32;
2;3073.0;1;Efectivo;25000.0;
2;3074.0;1;Efectivo;5040.0;
2;3075.0;1;Efectivo;15925.0;
2;3076.0;1;Cheque;143720.0;
2;3077.0;1;Efectivo;1500.0;
2;3078.0;1;Efectivo;4066.0;
2;3079.0;1;Cheque;617424.0;
2;3079.0;2;Retencion;83271.0;
2;3080.0;1;Efectivo;1500.0;
2;3081.0;1;Cheque;257412.0;
2;3081.0;2;Retencion;30069.0;
2;3082.0;1;Cheque;161213.09;
2;3082.0;2;Retencion;2565.34;
2;3083.0;1;Cheque;276849.41;
2;3084.0;1;Cheque;53679.19;
2;3085.0;1;Cheque;6106.55;
2;3085.0;2;Retencion;10.12;
2;3086.0;1;Efectivo;250.0;
2;3086.0;2;Cheque;3750.0;
2;3087.0;1;Efectivo;1000.0;
2;3088.0;1;Cheque;17980.68;
2;3089.0;1;Efectivo;28.0;
2;3089.0;2;Cheque;3800.0;
2;3090.0;1;Mercaderia;20880.93;
2;3091.0;1;Efectivo;50.0;
2;3091.0;2;Cheque;3508.5;
2;3092.0;1;Efectivo;1000.0;
2;3093.0;1;Efectivo;1297.0;
2;3094.0;1;Cheque;10805.0;
2;3095.0;1;Cheque;351427.64;
2;3096.0;1;Efectivo;500.0;
2;3097.0;1;Cheque;351883.32;
2;3098.0;1;Rezago;100.0;
2;3098.0;2;Cheque;2640.0;
2;3099.0;1;Efectivo;1500.0;
2;3100.0;1;Efectivo;500.0;
2;3101.0;1;Cheque;87199.6;
2;3101.0;2;Retencion;71.89;
2;3102.0;1;Efectivo;9264.0;
2;3103.0;1;Cheque;57167.0;
2;3104.0;1;Efectivo;4800.0;
2;3105.0;1;Efectivo;7245.0;
2;3106.0;1;Cheque;9465.92;
2;3108.0;1;Efectivo;10963.99;
2;3109.0;1;Cheque;20850.0;
2;3110.0;1;Efectivo;5000.0;
2;3111.0;1;Cheque;155988.0;
2;3112.0;1;Efectivo;2400.0;
2;3112.0;2;Cheque;16000.0;
2;3113.0;1;Efectivo;6590.43;
2;3115.0;1;Efectivo;6200.0;
2;3116.0;1;Cheque;33725.0;
2;3117.0;1;Efectivo;6000.0;
2;3118.0;1;Efectivo;7245.0;
2;3119.0;1;Cheque;35141.42;
2;3120.0;1;Cheque;231169.14;
2;3121.0;1;Efectivo;1140.0;
2;3121.0;2;Cheque;88586.0;
2;3122.0;1;Efectivo;4300.0;
2;3122.0;2;Cheque;36720.0;
2;3123.0;1;Efectivo;39105.0;
2;3124.0;1;Efectivo;7000.0;
2;3125.0;1;Efectivo;24615.0;
2;3126.0;1;Cheque;47000.0;
2;3127.0;1;Efectivo;10000.0;
2;3127.0;2;Rezago;2400.0;
2;3128.0;1;Efectivo;23184.0;
2;3130.0;1;Efectivo;11000.0;
2;3131.0;1;Cheque;85762.95;
2;3132.0;1;Cheque;107756.49;
2;3133.0;1;Efectivo;5000.0;
2;3134.0;1;Efectivo;7000.0;
2;3135.0;1;Efectivo;5000.0;
2;3136.0;1;Efectivo;18527.28;
2;3137.0;1;Efectivo;6528.0;
2;3137.0;2;Rezago;1200.0;
2;3138.0;1;Efectivo;8324.0;
2;3139.0;1;Efectivo;23650.0;
2;3140.0;1;Efectivo;5000.0;
2;3140.0;2;Rezago;1200.0;
2;3141.0;1;Efectivo;21496.0;
2;3142.0;1;Efectivo;38504.01;
2;3143.0;1;Efectivo;2102.49;
2;3143.0;2;Cheque;200000.0;
2;3144.0;1;Efectivo;16000.0;
2;3145.0;1;Cheque;24931.84;
2;3146.0;1;Cheque;89366.0;
2;3147.0;1;Efectivo;96866.55;
2;3148.0;1;Efectivo;165965.92;
2;3149.0;1;Efectivo;-5000.0;
2;3150.0;1;Efectivo;4355.12;
2;3150.0;2;Cheque;38779.0;
2;3151.0;1;Efectivo;7872.0;
2;3152.0;1;Cheque;41916.27;
2;3153.0;1;Efectivo;4720.0;
2;3154.0;1;Cheque;11382.23;
2;3155.0;1;Cheque;35000.0;
2;3157.0;1;Efectivo;2500.0;
2;3158.0;1;Efectivo;6156.0;
2;3158.0;2;Cheque;12570.62;
2;3159.0;1;Cheque;15000.0;
2;3160.0;1;Efectivo;1070.0;
2;3160.0;2;Cheque;5000.0;
2;3161.0;1;Cheque;16797.51;
2;3162.0;1;Cheque;14944.0;
2;3163.0;1;Efectivo;7568.0;
2;3163.0;2;Cheque;7400.0;
2;3163.0;3;Retencion;12.35;
2;3164.0;1;Efectivo;6000.0;
2;3165.0;1;Efectivo;537.0;
2;3165.0;2;Cheque;9000.0;
2;3166.0;1;Efectivo;4826.44;
2;3167.0;1;Efectivo;4528.0;
2;3167.0;2;Cheque;9392.9;
2;3168.0;1;Efectivo;5820.0;
2;3169.0;1;Cheque;21875.0;
2;3170.0;1;Efectivo;57269.28;
2;3170.0;2;Cheque;12426.0;
2;3171.0;1;Efectivo;4190.0;
2;3171.0;2;Cheque;48098.75;
2;3172.0;1;Efectivo;50000.0;
2;3172.0;2;Cheque;77821.55;
2;3173.0;1;Efectivo;7182.0;
2;3174.0;1;Efectivo;713.0;
2;3174.0;2;Cheque;4287.0;
2;3175.0;1;Efectivo;6384.0;
2;3176.0;1;Efectivo;6384.0;
2;3178.0;1;Efectivo;34.5;
2;3178.0;2;Cheque;28360.35;
2;3179.0;1;Efectivo;6384.0;
2;3180.0;1;Cheque;11423.68;
2;3181.0;1;Efectivo;5540.0;
2;3181.0;2;Cheque;7400.59;
2;3183.0;1;Efectivo;6384.0;
2;3184.0;1;Efectivo;8535.0;
2;3186.0;1;Efectivo;3369.0;
2;3186.0;2;Cheque;18400.0;
2;3187.0;1;Efectivo;14156.78;
2;3188.0;1;Efectivo;9264.0;
2;3189.0;1;Efectivo;8445.0;
2;3190.0;1;Cheque;41021.43;
2;3191.0;1;Efectivo;18474.65;
2;3192.0;1;Efectivo;4464.0;
2;3192.0;2;Rezago;4800.0;
2;3193.0;1;Cheque;7887.67;
2;3194.0;1;Efectivo;9417.11;
2;3195.0;1;Rezago;7200.0;
2;3195.0;2;Cheque;17000.0;
2;3197.0;1;Efectivo;1200.0;
2;3197.0;2;Cheque;8255.39;
2;3198.0;1;Efectivo;9320.0;
2;3198.0;2;Cheque;17000.0;
2;3199.0;1;Cheque;127143.51;
2;3200.0;1;Efectivo;8442.9;
2;3201.0;1;Cheque;11807.98;
2;3202.0;1;Efectivo;51435.0;
2;3202.0;2;Cheque;71721.0;
2;3203.0;1;Cheque;50983.45;
2;3204.0;1;Cheque;12591.99;
2;3205.0;1;Efectivo;3936.0;
2;3206.0;1;Cheque;74142.51;
2;3208.0;1;Cheque;102315.57;
2;3209.0;1;Cheque;138090.79;
2;3210.0;1;Cheque;47186.25;
2;3211.0;1;Cheque;34486.97;
2;3212.0;1;Cheque;134160.0;
2;3213.0;1;Efectivo;3936.0;
2;3214.0;1;Cheque;26879.78;
2;3215.0;1;Efectivo;1.0;
2;3216.0;1;Cheque;11805.0;
2;3217.0;1;Efectivo;10000.0;
2;3217.0;2;Cheque;21247.98;
2;3218.0;1;Efectivo;15250.0;
2;3219.0;1;Efectivo;19500.0;
2;3219.0;2;Cheque;29852.0;
2;3220.0;1;Efectivo;8002.11;
2;3221.0;1;Efectivo;50000.0;
2;3222.0;1;Efectivo;5315.0;
2;3223.0;1;Cheque;37328.65;
2;3224.0;1;Efectivo;87780.0;
2;3225.0;1;Cheque;100016.21;
2;3225.0;2;Retencion;82.52;
2;3226.0;1;Efectivo;110141.0;
2;3227.0;1;Efectivo;7000.0;
2;3228.0;1;Cheque;25000.0;
2;3229.0;1;Efectivo;110460.0;
2;3230.0;1;Cheque;37325.65;
2;3231.0;1;Efectivo;10100.0;
2;3232.0;1;Cheque;415912.1;
2;3233.0;1;Cheque;51337.64;
2;3234.0;1;Efectivo;19920.0;
2;3235.0;1;Efectivo;4000.0;
2;3236.0;1;Efectivo;4672.0;
2;3237.0;1;Efectivo;167790.0;
2;3238.0;1;Efectivo;1000.0;
2;3238.0;2;Cheque;18360.0;
2;3239.0;1;Cheque;4800.0;
2;3240.0;1;Cheque;61956.21;
2;3241.0;1;Efectivo;147003.0;
2;3242.0;1;Efectivo;20000.0;
2;3242.0;2;Cheque;6400.0;
2;3243.0;1;Efectivo;5206.0;
2;3243.0;2;Cheque;30965.0;
2;3243.0;3;Retencion;28.96;
2;3244.0;1;Cheque;201574.74;
2;3245.0;1;Cheque;88400.67;
2;3245.0;2;Retencion;64.24;
2;3246.0;1;Cheque;22000.0;
2;3247.0;1;Efectivo;102616.0;
2;3248.0;1;Efectivo;2245.0;
2;3248.0;2;Cheque;5887.22;
2;3250.0;1;Cheque;7963.0;
2;3279.0;1;Rezago;400.0;
2;3298.0;1;Cheque;618524.88;
2;3298.0;2;Retencion;9800.12;
2;3301.0;1;Cheque;9424.41;
2;3302.0;1;Efectivo;4782.0;
2;3304.0;1;Efectivo;21835.0;
2;3305.0;1;Cheque;50000.0;
2;3307.0;1;Efectivo;27551.94;
2;3308.0;1;Cheque;206662.63;
2;3309.0;1;Efectivo;9269.99;
2;3310.0;1;Cheque;84983.0;
2;3311.0;1;Efectivo;4817.57;
2;3312.0;1;Efectivo;32257.16;
2;3313.0;1;Efectivo;18539.98;
2;3314.0;1;Cheque;60000.0;
2;3315.0;1;Cheque;112011.77;
2;3315.0;2;Retencion;713.3;
2;3316.0;1;Efectivo;33000.0;
2;3316.0;2;Cheque;27000.0;
2;3317.0;1;Cheque;55817.87;
2;3317.0;2;Retencion;682.45;
2;3319.0;1;Efectivo;10000.0;
2;3320.0;1;Efectivo;16000.0;
2;3321.0;1;Cheque;65080.84;
2;3321.0;2;Retencion;836.2;
2;3322.0;1;Cheque;100850.58;
2;3322.0;2;Retencion;619.53;
2;3323.0;1;Cheque;80583.26;
2;3323.0;2;Retencion;66.43;
2;3324.0;1;Efectivo;10000.0;
2;3327.0;1;Cheque;67334.72;
2;3327.0;2;Retencion;873.1;
2;3328.0;1;Efectivo;44086.59;
2;3329.0;1;Cheque;282732.3;
2;3330.0;1;Cheque;75000.0;
2;3331.0;1;Cheque;234022.68;
2;3331.0;2;Retencion;1440.37;
2;3332.0;1;Cheque;66266.53;
2;3332.0;2;Retencion;855.88;
2;3333.0;1;Efectivo;10000.0;
2;3335.0;1;Efectivo;17400.0;
2;3335.0;2;Cheque;17400.0;
2;3336.0;1;Efectivo;109762.25;
2;3337.0;1;Efectivo;20000.0;
2;3338.0;1;Efectivo;40000.0;
2;3338.0;2;Cheque;60000.0;
2;3340.0;1;Efectivo;68479.9;
2;3341.0;1;Efectivo;11259.0;
2;3342.0;1;Cheque;186306.96;
2;3342.0;2;Retencion;1147.68;
2;3343.0;1;Efectivo;11227.25;
2;3344.0;1;Efectivo;1600.0;
2;3344.0;2;Cheque;22142.0;
2;3345.0;1;Efectivo;20000.0;
2;3346.0;1;Cheque;24057.0;
2;3347.0;1;Cheque;24295.0;
2;3348.0;1;Cheque;75430.51;
2;3348.0;2;Retencion;1023.61;
2;3349.0;1;Efectivo;7976.52;
2;3350.0;1;Cheque;148490.08;
2;3350.0;2;Retencion;914.72;
2;3351.0;1;Efectivo;115555.0;
2;3352.0;1;Cheque;138666.0;
2;3353.0;1;Efectivo;16000.0;
2;3355.0;1;Efectivo;2000.0;
2;3356.0;1;Efectivo;213.54;
2;3356.0;2;Cheque;268842.0;
2;3358.0;1;Cheque;118966.0;
2;3359.0;1;Efectivo;81900.0;
2;3359.0;2;Cheque;95751.0;
2;3360.0;1;Efectivo;2000.0;
2;3361.0;1;Efectivo;2000.0;
2;3362.0;1;Efectivo;7348.76;
2;3363.0;1;Efectivo;8199.99;
2;3364.0;1;Efectivo;22292.97;
2;3365.0;1;Efectivo;7772.0;
2;3365.0;2;Rezago;1500.0;
2;3366.0;1;Efectivo;61689.01;
2;3367.0;1;Efectivo;1884.77;
2;3367.0;2;Cheque;423689.0;
2;3368.0;1;Efectivo;52117.98;
2;3369.0;1;Efectivo;1500.0;
2;3370.0;1;Cheque;25500.0;
2;3371.0;1;Cheque;217102.0;
2;3372.0;1;Efectivo;274.0;
2;3372.0;2;Cheque;188201.94;
2;3373.0;1;Efectivo;124210.65;
2;3374.0;1;Efectivo;390570.67;
2;3376.0;1;Cheque;80000.0;
2;3377.0;1;Cheque;10000.0;
2;3378.0;1;Cheque;24046.76;
2;3379.0;1;Cheque;564954.75;
2;3380.0;1;Efectivo;76987.39;
2;3381.0;1;Cheque;173932.0;
2;3382.0;1;Cheque;146751.42;
2;3383.0;1;Cheque;57698.42;
2;3384.0;1;Efectivo;9704.0;
2;3384.0;2;Rezago;2100.0;
2;3385.0;1;Cheque;110211.0;
2;3386.0;1;Efectivo;2000.0;
2;3387.0;1;Cheque;63000.0;
2;3388.0;1;Efectivo;7913.0;
2;3389.0;1;Efectivo;4000.0;
2;3390.0;1;Efectivo;37351.98;
2;3391.0;1;Cheque;207808.32;
2;3392.0;1;Cheque;112591.0;
2;3393.0;1;Efectivo;83727.05;
2;3394.0;1;Efectivo;7189.99;
2;3395.0;1;Efectivo;8105.78;
2;3396.0;1;Efectivo;6389.27;
2;3397.0;1;Efectivo;130000.0;
2;3397.0;2;Cheque;160618.12;
2;3398.0;1;Efectivo;5000.0;
2;3399.0;1;Efectivo;2000.0;
2;3400.0;1;Efectivo;3000.0;
2;3414.0;1;Efectivo;1.0;
2;3437.0;1;Cheque;4416.0;
2;3451.0;1;Efectivo;7000.0;
2;3452.0;1;Efectivo;96007.0;
2;3453.0;1;Efectivo;9630.0;
2;3454.0;1;Efectivo;7700.0;
2;3455.0;1;Cheque;22000.0;
2;3456.0;1;Cheque;213503.0;
2;3457.0;1;Cheque;35248.14;
2;3457.0;2;Retencion;29.08;
2;3458.0;1;Cheque;12000.0;
2;3459.0;1;Efectivo;9376.0;
2;3460.0;1;Efectivo;184414.72;
2;3462.0;1;Cheque;6000.0;
2;3463.0;1;Cheque;64133.73;
2;3464.0;1;Efectivo;4000.0;
2;3465.0;1;Efectivo;10160.0;
2;3465.0;2;Cheque;65903.88;
2;3466.0;1;Efectivo;161344.9;
2;3467.0;1;Cheque;128054.88;
2;3468.0;1;Cheque;41859.05;
2;3468.0;2;Retencion;34.54;
2;3469.0;1;Cheque;10526.02;
2;3469.0;2;Retencion;8.68;
2;3470.0;1;Efectivo;20000.0;
2;3471.0;1;Efectivo;80309.86;
2;3472.0;1;Efectivo;5000.0;
2;3473.0;1;Efectivo;4000.0;
2;3474.0;1;Efectivo;9376.0;
2;3475.0;1;Efectivo;48125.0;
2;3476.0;1;Efectivo;112762.76;
2;3477.0;1;Efectivo;5431.0;
2;3477.0;2;Cheque;135000.0;
2;3478.0;1;Efectivo;10000.0;
2;3479.0;1;Efectivo;4688.0;
2;3480.0;1;Efectivo;4688.0;
2;3482.0;1;Efectivo;1782.0;
2;3482.0;2;Cheque;42000.0;
2;3483.0;1;Efectivo;1.0;
2;3484.0;1;Efectivo;6020.0;
2;3485.0;1;Efectivo;7854.99;
2;3486.0;1;Efectivo;160116.03;
2;3487.0;1;Efectivo;20000.0;
2;3488.0;1;Efectivo;2000.0;
2;3488.0;2;Cheque;25314.0;
2;3489.0;1;Efectivo;24500.0;
2;3490.0;1;Efectivo;9376.0;
2;3491.0;1;Efectivo;8800.0;
2;3492.0;1;Efectivo;5424.81;
2;3493.0;1;Cheque;97562.18;
2;3494.0;1;Efectivo;18400.0;
2;3495.0;1;Efectivo;18604.0;
2;3496.0;1;Efectivo;27840.0;
2;3497.0;1;Cheque;92492.46;
2;3497.0;2;Retencion;76.31;
2;3498.0;1;Cheque;8774.47;
2;3498.0;2;Retencion;7.24;
2;3499.0;1;Efectivo;5625.0;
2;3500.0;1;Cheque;9423.99;
2;3501.0;1;Efectivo;8760.0;
2;3503.0;1;Efectivo;15000.0;
2;3504.0;1;Efectivo;16015.98;
2;3505.0;1;Efectivo;273.25;
2;3505.0;2;Cheque;399074.25;
2;3506.0;1;Efectivo;45184.0;
2;3508.0;1;Efectivo;43323.02;
2;3509.0;1;Cheque;30159.6;
2;3510.0;1;Efectivo;752.0;
2;3510.0;2;Cheque;22748.0;
2;3511.0;1;Efectivo;42942.9;
2;3512.0;1;Efectivo;519796.94;
2;3513.0;1;Efectivo;254221.0;
2;3514.0;1;Tarjeta;7762.49;
2;3515.0;1;Cheque;126944.0;
2;3516.0;1;Cheque;16040.0;
2;3517.0;1;Cheque;649373.25;
2;3518.0;1;Cheque;12959.0;
2;3519.0;1;Cheque;490753.94;
2;3520.0;1;Efectivo;800.0;
2;3521.0;1;Cheque;18756.78;
2;3522.0;1;Cheque;35200.0;
2;3523.0;1;Cheque;45880.0;
2;3524.0;1;Efectivo;2800.0;
2;3524.0;2;Cheque;60000.0;
2;3529.0;1;Efectivo;35617.78;
2;3530.0;1;Cheque;787307.91;
2;3531.0;1;Cheque;17123.53;
2;3531.0;2;Retencion;28.35;
2;3532.0;1;Efectivo;97988.35;
2;3533.0;1;Efectivo;17512.81;
2;3534.0;1;Cheque;31976.2;
2;3534.0;2;Retencion;286.31;
2;3535.0;1;Efectivo;106872.31;
2;3536.0;1;Efectivo;21358.9;
2;3537.0;1;Efectivo;53290.26;
2;3538.0;1;Efectivo;28602.35;
2;3539.0;1;Efectivo;12000.0;
2;3540.0;1;Cheque;528669.06;
2;3540.0;2;Retencion;6167.18;
2;3541.0;1;Efectivo;6841.48;
2;3542.0;1;Efectivo;6841.48;
2;3543.0;1;Cheque;128658.48;
2;3545.0;1;Cheque;30000.0;
2;3546.0;1;Cheque;1157177.74;
2;3547.0;1;Efectivo;6841.48;
2;3548.0;1;Efectivo;78369.82;
2;3549.0;1;Cheque;13295.6;
2;3550.0;1;Efectivo;448.8;
2;3550.0;2;Cheque;178696.2;
2;3551.0;1;Efectivo;176982.59;
2;3552.0;1;Efectivo;458823.6;
2;3552.0;2;Retencion;3136.83;
2;3553.0;1;Efectivo;2290.0;
2;3554.0;1;Cheque;141592.5;
2;3554.0;2;Retencion;116.95;
2;3555.0;1;Efectivo;3452.0;
2;3555.0;2;Cheque;13473.0;
2;3556.0;1;Efectivo;192063.83;
2;3556.0;2;Retencion;1604.69;
2;3557.0;1;Efectivo;22306.0;
2;3558.0;1;Cheque;77955.71;
2;3559.0;1;Cheque;47260.0;
2;3560.0;1;Cheque;6629.48;
2;3560.0;2;Retencion;5.47;
2;3561.0;1;Efectivo;621903.5;
2;3561.0;2;Retencion;10425.87;
2;3562.0;1;Efectivo;56000.0;
2;3563.0;1;Efectivo;72025.0;
2;3564.0;1;Efectivo;7500.0;
2;3565.0;1;Efectivo;7500.0;
2;3566.0;1;Efectivo;23200.0;
2;3567.0;1;Efectivo;71253.0;
2;3568.0;1;Efectivo;17254.0;
2;3568.0;2;EFECTIVO;0.0;TRANSFERENCIA BANCARIA
2;3569.0;1;Efectivo;937943.94;
2;3569.0;2;Retencion;11158.82;
2;3569.0;3;EFECTIVO;0.0;TRANSFERENCIA BANCARIA
2;3570.0;1;Efectivo;12683.0;
2;3571.0;1;Efectivo;10.0;
2;3571.0;2;Cheque;40058.02;
2;3572.0;1;Efectivo;106517.7;
2;3573.0;1;Efectivo;40350.0;
2;3575.0;1;Efectivo;30433.0;
2;3576.0;1;Efectivo;348070.0;
2;3577.0;1;Efectivo;11970.0;
2;3578.0;1;Cheque;160334.69;
2;3579.0;1;Efectivo;68000.0;
2;3580.0;1;Cheque;28807.48;
2;3582.0;1;Efectivo;439496.32;
2;3582.0;2;Retencion;42836.63;
2;3583.0;1;Rezago;3600.0;
2;3583.0;2;Cheque;79763.69;
2;3584.0;1;Efectivo;22650.0;
2;3585.0;1;Cheque;30724.44;
2;3586.0;1;Cheque;112815.0;
2;3587.0;1;Efectivo;1081690.57;
2;3587.0;2;Retencion;13563.72;
2;3588.0;1;Efectivo;11280.0;
2;3589.0;1;Efectivo;42330.0;
2;3590.0;1;Efectivo;139869.81;
2;3591.0;1;Efectivo;27552.0;
2;3592.0;1;Cheque;126875.93;
2;3593.0;1;Efectivo;7181.25;
2;3594.0;1;Cheque;208346.42;
2;3595.0;1;Cheque;21679.98;
2;3596.0;1;Cheque;18847.99;
2;3597.0;1;Efectivo;3351.0;
2;3597.0;2;Cheque;25196.0;
2;3598.0;1;Efectivo;9500.0;
2;3598.0;2;Cheque;14000.0;
2;3599.0;1;Efectivo;950352.27;
2;3599.0;2;Retencion;11415.68;
2;3611.0;1;Cheque;22848.9;
2;3611.0;2;Retencion;37.82;
2;3631.0;1;Efectivo;1.0;
2;3636.0;1;Cheque;34800.0;
2;3636.0;2;Retencion;115.03;
2;3651.0;1;Efectivo;8835.0;
2;3652.0;1;Efectivo;9110.0;
2;3652.0;2;Rezago;1200.0;
2;3653.0;1;Efectivo;60000.0;
2;3654.0;1;Efectivo;44.0;
2;3654.0;2;Cheque;142210.0;
2;3654.0;3;Retencion;113.89;
2;3655.0;1;Efectivo;49272.0;
2;3656.0;1;Efectivo;7190.0;
2;3657.0;1;Cheque;20999.96;
2;3658.0;1;Efectivo;4000.0;
2;3659.0;1;Efectivo;18920.0;
2;3660.0;1;Efectivo;177332.93;
2;3661.0;1;Efectivo;11862.0;
2;3662.0;1;Efectivo;25000.0;
2;3663.0;1;Cheque;28600.0;
2;3664.0;1;Efectivo;125507.58;
2;3665.0;1;Efectivo;22647.0;
2;3666.0;1;Efectivo;1000.0;
2;3667.0;1;Efectivo;23008.0;
2;3668.0;1;Efectivo;9000.0;
2;3669.0;1;Efectivo;32562.0;
2;3669.0;2;Rezago;2100.0;
2;3670.0;1;Cheque;73171.64;
2;3671.0;1;Efectivo;39878.6;
2;3672.0;1;Efectivo;700.0;
2;3673.0;1;Efectivo;6450.0;
2;3674.0;1;Efectivo;5393.0;
2;3675.0;1;Cheque;58080.0;
2;3676.0;1;Cheque;16179.0;
2;3677.0;1;Efectivo;2100.0;
2;3677.0;2;Cheque;19656.0;
2;3678.0;1;Cheque;648581.0;
2;3679.0;1;Cheque;430440.69;
2;3680.0;1;Efectivo;10000.0;
2;3681.0;1;Efectivo;33002.0;
2;3682.0;1;Efectivo;52478.96;
2;3683.0;1;Efectivo;700.0;
2;3683.0;2;Cheque;26879.97;
2;3684.0;1;Efectivo;13170.0;
2;3685.0;1;Efectivo;47963.97;
2;3686.0;1;Tarjeta;7182.0;
2;3687.0;1;Tarjeta;7980.0;
2;3688.0;1;Efectivo;7182.0;
2;3689.0;1;Efectivo;7180.0;
2;3690.0;1;Efectivo;114744.01;
2;3691.0;1;Cheque;71218.96;
2;3692.0;1;Efectivo;38302.0;
2;3693.0;1;Efectivo;6469.0;
2;3694.0;1;Efectivo;38857.29;
2;3695.0;1;Efectivo;5000.0;
2;3696.0;1;Efectivo;6384.0;
2;3697.0;1;Efectivo;664613.26;
2;3698.0;1;Cheque;15028.12;
2;3699.0;1;Cheque;14380.15;
2;3700.0;1;Cheque;52162.0;
2;3728.0;1;Cheque;14927.96;
2;3751.0;1;Efectivo;89101.13;
2;3752.0;1;Cheque;86813.5;
2;3753.0;1;Efectivo;10000.0;
2;3754.0;1;Cheque;45500.0;
2;3755.0;1;Cheque;72869.19;
2;3755.0;2;Retencion;965.46;
2;3756.0;1;Cheque;559253.61;
2;3756.0;2;Retencion;4720.23;
2;3757.0;1;Cheque;209983.8;
2;3757.0;2;Retencion;1293.53;
2;3758.0;1;Efectivo;20000.0;
2;3758.0;2;Cheque;30000.0;
2;3759.0;1;Efectivo;6900.0;
2;3761.0;1;Efectivo;21120.0;
2;3761.0;2;Cheque;38883.0;
2;3762.0;1;Efectivo;10000.0;
2;3763.0;1;Efectivo;35479.96;
2;3764.0;1;Efectivo;98719.9;
2;3765.0;1;Efectivo;42132.0;
2;3766.0;1;Cheque;134361.84;
2;3766.0;2;Retencion;1986.09;
2;3767.0;1;Cheque;64600.0;
2;3768.0;1;Cheque;268644.0;
2;3769.0;1;Efectivo;38304.0;
2;3770.0;1;Efectivo;8309.75;
2;3771.0;1;Efectivo;47874.98;
2;3772.0;1;Efectivo;7976.0;
