NroFactura;TipoFactura;ItemFactura;IDCodProd;Cantidad;PrecioUnitario;PorcentajeDescuento;TotalLinea;UnidadMedida;ImporteDescuento
264;A;1;75;1;1302.47;20;1041.98;C/U;260.49
265;A;1;80T;1;1520.66;25;1140.5;C/U;380.17
266;A;1;65;1;1093.38;20;874.7;C/U;218.68
267;A;1;1004X4;2;1444.62;0;2889.24;C/U;0.0
267;A;2;180;1;2380.99;0;2380.99;C/U;0.0
267;A;3;75;4;1007.43;0;4029.72;C/U;0.0
267;A;4;65;7;841.32;0;5889.24;C/U;0.0
267;A;5;100SP;1;1582.64;0;1582.64;C/U;0.0
268;A;1;75;2;1302.47;20;2083.95;C/U;520.99
269;A;1;75;2;1302.47;20;2083.95;C/U;520.99
269;A;2;65;2;1093.38;20;1749.41;C/U;437.35
270;A;1;180;7;3041.32;20;17031.39;C/U;4257.85
270;A;2;110C;3;2062.8;20;4950.72;C/U;1237.68
271;A;1;180;10;2335.28;0;23352.8;C/U;0.0
272;A;1;180;3;2317.76;0;6953.28;C/U;0.0
273;A;1;110C;1;2062.8;20;1650.24;C/U;412.56
273;A;2;65;1;1093.38;20;874.7;C/U;218.68
274;A;1;75;1;1302.47;20;1041.98;C/U;260.49
275;A;1;65;1;1093.38;20;874.7;C/U;218.68
276;A;1;75;1;1302.47;20;1041.98;C/U;260.49
277;A;1;110C;2;2062.8;20;3300.48;C/U;825.12
277;A;2;180;1;3041.32;20;2433.06;C/U;608.26
278;A;1;75;2;1302.47;20;2083.95;C/U;520.99
279;A;1;75;3;1302.47;25;2930.56;C/U;976.85
279;A;2;65;3;1093.38;25;2460.11;C/U;820.04
279;A;3;110C;1;2062.8;25;1547.1;C/U;515.7
280;A;1;110C;1;2062.8;25;1547.1;C/U;515.7
280;A;2;75;2;1302.47;25;1953.71;C/U;651.24
280;A;3;65;1;1093.38;25;820.04;C/U;273.35
282;A;1;180;1;3041.32;0;3041.32;C/U;0.0
283;A;1;180;5;2326.03;0;11630.15;C/U;0.0
284;A;1;240;6;3636.36;0;21818.16;C/U;0.0
284;A;2;110C;1;2024.79;0;2024.79;C/U;0.0
285;A;1;180;10;2335.28;0;23352.8;C/U;0.0
286;A;1;65;1;1093.38;25;820.04;C/U;273.35
287;A;1;65;1;1093.38;20;874.7;C/U;218.68
288;A;1;75;25;1302.47;30;22793.23;C/U;9768.53
288;A;2;65;5;1093.38;30;3826.83;C/U;1640.07
289;A;1;65;1;991.73;0;991.73;C/U;0.0
290;A;1;180;2;3041.32;0;6082.64;C/U;0.0
290;A;2;100;1;2062.8;0;2062.8;C/U;0.0
290;A;3;75;1;1302.47;0;1302.47;C/U;0.0
291;A;1;75;2;1380.16;20;2208.26;C/U;552.06
292;A;1;RES;23000;7.9;0;181700.0;;0.0
293;A;1;75;1;1302.47;20;1041.98;C/U;260.49
294;A;1;65;1;1093.38;20;874.7;C/U;218.68
295;A;1;65;2;1157.02;25;1735.53;C/U;578.51
295;A;2;75;1;1380.16;25;1035.12;C/U;345.04
296;A;1;180;3;2335.38;0;7006.14;C/U;0.0
297;A;1;75;1;1302.47;20;1041.98;C/U;260.49
298;A;1;100;1;2062.8;20;1650.24;C/U;412.56
299;A;1;75;1;1380.16;20;1104.13;C/U;276.03
300;A;1;65;1;1157.02;20;925.62;C/U;231.4
301;A;1;110C;2;2062.8;20;3300.48;C/U;825.12
302;A;1;65;1;1093.38;20;874.7;C/U;218.68
303;A;1;75;2;1380.16;20;2208.26;C/U;552.06
303;A;2;110C;1;2185.95;20;1748.76;C/U;437.19
304;A;1;75;2;1302.47;25;1953.71;C/U;651.24
304;A;2;110C;2;2062.8;25;3094.2;C/U;1031.4
305;A;1;75;50;850.0;0;42500.0;C/U;0.0
305;A;2;65;25;748.0;0;18700.0;C/U;0.0
305;A;3;180;40;2098.0;0;83920.0;C/U;0.0
305;A;4;100;25;1412.0;0;35300.0;C/U;0.0
305;A;5;45FKA;10;851.0;0;8510.0;C/U;0.0
305;A;6;45FIT;1;1324.0;0;1324.0;C/U;0.0
305;A;7;45R12;1;990.0;0;990.0;C/U;0.0
305;A;8;1004X4;15;1295.0;0;19425.0;C/U;0.0
305;A;9;110C;10;1412.0;0;14120.0;C/U;0.0
305;A;10;90;5;1295.0;0;6475.0;C/U;0.0
305;A;11;240;4;2667.0;0;10668.0;C/U;0.0
305;A;12;80T;12;1153.0;0;13836.0;C/U;0.0
305;A;13;100SP;5;1412.0;0;7060.0;C/U;0.0
306;A;1;180;4;2326.03;0;9304.12;C/U;0.0
306;A;2;75;1;1380.16;20;1104.13;C/U;276.03
307;A;1;75;3;1302.47;20;3125.93;C/U;781.48
308;A;1;75;2;1302.47;20;2083.95;C/U;520.99
308;A;2;65;4;1093.38;20;3498.82;C/U;874.7
309;A;1;180;15;2335.38;0;35030.7;C/U;0.0
310;A;1;180;10;2317.77;0;23177.7;C/U;0.0
311;A;1;180;4;2333.59;0;9334.36;C/U;0.0
312;A;1;75;3;1302.47;20;3125.93;C/U;781.48
312;A;2;65;1;1093.38;20;874.7;C/U;218.68
312;A;3;110C;1;2062.8;20;1650.24;C/U;412.56
312;A;4;45FKA;1;1093.38;20;874.7;C/U;218.68
313;A;1;180;2;2410.22;0;4820.44;C/U;0.0
314;A;1;75;1;1302.47;20;1041.98;C/U;260.49
314;A;2;65;1;1093.38;20;874.7;C/U;218.68
315;A;1;65;1;1093.38;20;874.7;C/U;218.68
316;A;1;180;1;2380.99;0;2380.99;C/U;0.0
316;A;2;75;2;1007.43;0;2014.86;C/U;0.0
316;A;3;65;2;841.32;0;1682.64;C/U;0.0
316;A;4;110C;1;1582.64;0;1582.64;C/U;0.0
316;A;5;90;1;1444.62;0;1444.62;C/U;0.0
317;A;1;RES;15000;7.9;0;118500.0;;0.0
318;A;1;180;2;2333.59;0;4667.18;C/U;0.0
319;A;1;75;2;1302.47;20;2083.95;C/U;520.99
319;A;2;100;1;2062.8;20;1650.24;C/U;412.56
320;A;1;110C;2;2185.95;20;3497.52;C/U;874.38
320;A;2;65;1;1157.02;20;925.62;C/U;231.4
320;A;3;45FKA;1;1157.02;20;925.62;C/U;231.4
321;A;1;110C;2;1385.95;0;2771.9;C/U;0.0
321;A;2;100SP;3;1385.95;0;4157.85;C/U;0.0
321;A;3;75;37;872.72;0;32290.64;C/U;0.0
321;A;4;180;1;2037.19;0;2037.19;C/U;0.0
323;A;1;110C;2;1385.95;0;2771.9;C/U;0.0
323;A;2;100SP;3;1385.95;0;4157.85;C/U;0.0
323;A;3;75;37;872.72;0;32290.64;C/U;0.0
323;A;4;180;1;2037.19;0;2037.19;C/U;0.0
324;A;1;65;2;898.0;0;1796.0;C/U;0.0
324;A;2;75;4;1070.0;0;4280.0;C/U;0.0
324;A;3;100;1;1694.0;0;1694.0;C/U;0.0
324;A;4;180;2;2498.0;0;4996.0;C/U;0.0
324;A;5;45FKA;1;898.0;0;898.0;C/U;0.0
325;A;1;180;1;3223.14;20;2578.51;C/U;644.63
325;A;2;65;1;1157.02;20;925.62;C/U;231.4
326;A;1;180;2;2300.0;0;4600.0;C/U;0.0
327;A;1;180;2;2300.0;0;4600.0;C/U;0.0
328;A;1;50;1;1157.02;20;925.62;C/U;231.4
329;A;1;80T;1;1520.66;25;1140.5;C/U;380.17
329;A;2;110C;1;2062.8;25;1547.1;C/U;515.7
329;A;3;180;2;3041.32;25;4561.98;C/U;1520.66
330;A;1;180;1;3223.14;20;2578.51;C/U;644.63
331;A;1;110C;1;2190.08;0;2190.08;C/U;0.0
332;A;1;180;6;2317.76;0;13906.56;C/U;0.0
333;A;1;110C;4;2185.95;20;6995.04;C/U;1748.76
334;A;1;75;3;1380.16;25;3105.36;C/U;1035.12
334;A;2;65;1;1157.02;25;867.77;C/U;289.26
334;A;3;110C;1;2185.95;25;1639.46;C/U;546.49
335;A;1;180;1;2300.0;0;2300.0;C/U;0.0
336;A;1;110C;2;2062.8;20;3300.48;C/U;825.12
336;A;2;75;1;1302.47;20;1041.98;C/U;260.49
337;A;1;180;15;2224.0;0;33360.0;C/U;0.0
337;A;2;100;7;1497.0;0;10479.0;C/U;0.0
337;A;3;120;3;1621.0;0;4863.0;C/U;0.0
338;A;1;180;4;2326.03;0;9304.12;C/U;0.0
339;A;1;75;1;1380.16;20;1104.13;C/U;276.03
340;A;1;65;1;1157.02;25;867.77;C/U;289.26
341;A;1;PLOMO;25683;26.5;0;680599.5;KG;0.0
342;A;1;75;1;1380.16;20;1104.13;C/U;276.03
343;A;1;65;2;1157.02;20;1851.23;C/U;462.81
343;A;2;45FKA;1;1157.02;20;925.62;C/U;231.4
344;A;1;RES;22000;7.9;0;173800.0;;0.0
345;A;1;110C;2;2185.95;20;3497.52;C/U;874.38
346;A;1;180;10;2317.77;0;23177.7;C/U;0.0
347;A;1;45FKA;41;697.52;0;28598.32;C/U;0.0
347;A;2;65;95;742.14;0;70503.3;C/U;0.0
347;A;3;75;53;884.29;0;46867.37;C/U;0.0
347;A;4;180;6;2064.46;0;12386.76;C/U;0.0
347;A;5;150;1;932.23;0;932.23;C/U;0.0
347;A;6;110C;4;1400.0;0;5600.0;C/U;0.0
347;A;7;65;6;667.76;0;4006.56;C/U;0.0
347;A;8;75;10;798.86;0;7988.6;C/U;0.0
348;A;1;180;1;3223.14;20;2578.51;C/U;644.63
349;A;1;180;5;2317.76;0;11588.8;C/U;0.0
350;A;1;180;10;2335.38;0;23353.8;C/U;0.0
351;A;1;180;2;2410.22;0;4820.44;C/U;0.0
352;A;1;PLOMO;10833;23.95;0;259450.35;KG;0.0
353;A;1;PLOMO;7332;23.95;0;175601.4;KG;0.0
354;A;1;180;1;3223.14;20;2578.51;C/U;644.63
355;A;1;6200;2;1826.44;20;2922.3;C/U;730.58
355;A;2;65;1;1157.02;20;925.62;C/U;231.4
356;A;1;75;1;1380.16;25;1035.12;C/U;345.04
356;A;2;110C;1;2185.95;25;1639.46;C/U;546.49
357;A;1;75;2;1380.16;20;2208.26;C/U;552.06
357;A;2;65;2;1157.02;20;1851.23;C/U;462.81
358;A;1;75;2;1576.0;20;2521.6;C/U;630.4
358;A;2;65;1;1323.0;20;1058.4;C/U;264.6
358;A;3;110C;1;2496.0;20;1996.8;C/U;499.2
359;A;1;75;2;1380.16;20;2208.26;C/U;552.06
360;A;1;45FKA;2;1157.02;25;1735.53;C/U;578.51
360;A;2;65;1;1157.02;25;867.77;C/U;289.26
360;A;3;75;1;1380.16;25;1035.12;C/U;345.04
361;A;1;110C;1;2185.95;25;1639.46;C/U;546.49
362;A;1;PLOMO;7944;23.95;0;190258.8;KG;0.0
363;A;1;180;6;2326.03;0;13956.18;C/U;0.0
364;A;1;180;4;2317.76;0;9271.04;C/U;0.0
365;A;1;180;2;2410.22;0;4820.44;C/U;0.0
366;A;1;100SP;1;2185.95;20;1748.76;C/U;437.19
367;A;1;65;1;1157.02;20;925.62;C/U;231.4
368;A;1;110C;1;2185.95;25;1639.46;C/U;546.49
368;A;2;90;1;2144.62;25;1608.47;C/U;536.16
369;A;1;180;3;3223.14;0;9669.42;C/U;0.0
370;A;1;180;1;3223.14;20;2578.51;C/U;644.63
370;A;2;65;1;1157.02;20;925.62;C/U;231.4
371;A;1;75;1;1380.16;20;1104.13;C/U;276.03
371;A;2;65;1;1157.02;20;925.62;C/U;231.4
372;A;1;65;2;1157.02;20;1851.23;C/U;462.81
372;A;2;45FKA;1;1157.02;20;925.62;C/U;231.4
373;A;1;180;4;2317.76;0;9271.04;C/U;0.0
374;A;1;180;4;2333.59;0;9334.36;C/U;0.0
375;A;1;180;10;2335.28;0;23352.8;C/U;0.0
376;A;1;1004X4;1;2144.62;25;1608.47;C/U;536.16
376;A;2;75;2;1380.16;25;2070.24;C/U;690.08
377;A;1;75;2;1380.16;20;2208.26;C/U;552.06
378;A;1;75;1;1302.47;20;1041.98;C/U;260.49
379;A;1;75;1;1380.16;20;1104.13;C/U;276.03
380;A;1;75;1;1380.16;0;1380.16;C/U;0.0
381;A;1;80T;1;1611.57;25;1208.68;C/U;402.89
382;A;1;180;4;2317.76;0;9271.04;C/U;0.0
383;A;1;65;1;1157.02;20;925.62;C/U;231.4
383;A;2;45R12;1;1512.39;20;1209.91;C/U;302.48
383;A;3;75;1;1380.16;20;1104.13;C/U;276.03
384;A;1;75;1;1380.16;20;1104.13;C/U;276.03
385;A;1;110C;10;2185.95;20;17487.6;C/U;4371.9
385;A;2;75;4;1380.16;20;4416.51;C/U;1104.13
385;A;3;65;4;1157.02;20;3702.46;C/U;925.62
385;A;4;180;4;3223.14;20;10314.05;C/U;2578.51
385;A;5;N24;1;1157.02;20;925.62;C/U;231.4
386;A;1;110C;6;2185.95;30;9180.99;C/U;3934.71
386;A;2;180;3;3223.14;30;6768.59;C/U;2900.83
386;A;3;75;4;1380.16;30;3864.45;C/U;1656.19
386;A;4;65;2;1157.02;30;1619.83;C/U;694.21
387;A;1;100SP;1;2185.95;0;2185.95;C/U;0.0
388;A;1;75;1;1380.16;20;1104.13;C/U;276.03
389;A;1;75;1;1380.16;20;1104.13;C/U;276.03
390;A;1;75;3;1380.16;20;3312.38;C/U;828.1
390;A;2;65;2;1157.02;20;1851.23;C/U;462.81
391;A;1;110C;3;2185.95;20;5246.28;C/U;1311.57
392;A;1;75;2;1380.16;20;2208.26;C/U;552.06
393;A;1;180;1;2410.22;0;2410.22;C/U;0.0
394;A;1;75;50;901.0;0;45050.0;C/U;0.0
394;A;2;65;15;793.0;0;11895.0;C/U;0.0
394;A;3;100;15;1497.0;0;22455.0;C/U;0.0
394;A;4;110C;15;1497.0;0;22455.0;C/U;0.0
394;A;5;120;5;1621.0;0;8105.0;C/U;0.0
394;A;6;45R12;2;1049.0;0;2098.0;C/U;0.0
394;A;7;240;2;2827.0;0;5654.0;C/U;0.0
395;A;1;75;50;901.0;0;45050.0;C/U;0.0
395;A;2;65;15;793.0;0;11895.0;C/U;0.0
395;A;3;180;15;2224.0;0;33360.0;C/U;0.0
395;A;4;110C;15;1497.0;0;22455.0;C/U;0.0
395;A;5;120;5;1621.0;0;8105.0;C/U;0.0
395;A;6;45R12;2;1049.0;0;2098.0;C/U;0.0
395;A;7;240;2;2827.0;0;5654.0;C/U;0.0
396;A;1;75;1;1380.16;20;1104.13;C/U;276.03
397;A;1;75;1;1380.16;20;1104.13;C/U;276.03
398;A;1;180;10;2317.77;0;23177.7;C/U;0.0
399;A;1;75;1;1380.16;20;1104.13;C/U;276.03
399;A;2;65;1;1157.02;20;925.62;C/U;231.4
399;A;3;45FKA;1;1157.02;20;925.62;C/U;231.4
400;A;1;75;1;1380.16;20;1104.13;C/U;276.03
401;A;1;180;1;3223.14;25;2417.36;C/U;805.79
401;A;2;75;2;1380.16;25;2070.24;C/U;690.08
401;A;3;65;1;1157.02;25;867.77;C/U;289.26
402;A;1;75;1;1380.16;20;1104.13;C/U;276.03
403;A;1;65;1;1157.02;20;925.62;C/U;231.4
404;A;1;75;1;1380.16;20;1104.13;C/U;276.03
405;A;1;110C;3;2185.95;20;5246.28;C/U;1311.57
406;A;1;N24;1;1380.16;20;1104.13;C/U;276.03
407;A;1;65;3;1157.02;25;2603.3;C/U;867.77
407;A;2;75;3;1380.16;25;3105.36;C/U;1035.12
407;A;3;110C;1;2185.95;25;1639.46;C/U;546.49
407;A;4;90;1;2144.62;25;1608.47;C/U;536.16
408;A;1;110C;1;2185.95;20;1748.76;C/U;437.19
408;A;2;65;1;1157.02;20;925.62;C/U;231.4
409;A;1;75;2;1380.16;25;2070.24;C/U;690.08
409;A;2;110C;2;2185.95;25;3278.93;C/U;1092.98
409;A;3;65;4;1157.02;25;3471.06;C/U;1157.02
409;A;4;50;1;1157.02;25;867.77;C/U;289.26
410;A;1;180;1;3223.14;20;2578.51;C/U;644.63
411;A;1;110C;2;2185.95;20;3497.52;C/U;874.38
411;A;2;180;1;3223.14;20;2578.51;C/U;644.63
411;A;3;65;1;1157.02;20;925.62;C/U;231.4
412;A;1;75;2;1380.16;20;2208.26;C/U;552.06
412;A;2;65;2;1157.02;20;1851.23;C/U;462.81
412;A;3;50;1;1157.02;20;925.62;C/U;231.4
413;A;1;110C;1;2185.95;20;1748.76;C/U;437.19
414;A;1;150;1;1454.54;20;1163.63;C/U;290.91
415;A;1;1004X4;1;2144.62;20;1715.7;C/U;428.92
416;A;1;80T;1;1611.57;20;1289.26;C/U;322.31
417;A;1;45FIT;1;1636.36;20;1309.09;C/U;327.27
418;A;1;75;2;1380.16;20;2208.26;C/U;552.06
419;A;1;75;1;1380.16;0;1380.16;C/U;0.0
420;A;1;180;2;2410.22;0;4820.44;C/U;0.0
421;A;1;75;2;1380.16;20;2208.26;C/U;552.06
421;A;2;65;2;1157.02;20;1851.23;C/U;462.81
422;A;1;65;3;1157.02;20;2776.85;C/U;694.21
422;A;2;75;2;1380.16;20;2208.26;C/U;552.06
423;A;1;180;3;2317.76;0;6953.28;C/U;0.0
424;A;1;65;1;1157.02;20;925.62;C/U;231.4
425;A;1;80T;2;1611.57;25;2417.36;C/U;805.79
425;A;2;65;1;1157.02;25;867.77;C/U;289.26
425;A;3;120;1;2421.48;25;1816.11;C/U;605.37
426;A;1;65;1;1157.02;20;925.62;C/U;231.4
427;A;1;45FKA;1;855.0;0;855.0;C/U;0.0
427;A;2;65;3;855.0;0;2565.0;C/U;0.0
427;A;3;75;5;1020.0;0;5100.0;C/U;0.0
427;A;4;110C;2;1616.0;0;3232.0;C/U;0.0
427;A;5;120;1;1790.0;0;1790.0;C/U;0.0
428;A;1;75;1;1380.16;20;1104.13;C/U;276.03
429;A;1;180;1;3471.07;0;3471.07;C/U;0.0
430;A;1;24V230A;1;16528.92;0;16528.92;cmbUnidadMedida;0.0
431;A;1;75;2;1380.16;20;2208.26;C/U;552.06
431;A;2;65;2;1157.02;20;1851.23;C/U;462.81
432;A;1;65;2;1157.02;20;1851.23;C/U;462.81
433;A;1;180;4;2326.03;0;9304.12;C/U;0.0
434;A;1;75;1;1380.16;20;1104.13;C/U;276.03
435;A;1;180;10;2335.28;0;23352.8;C/U;0.0
436;A;1;75;1;1380.16;20;1104.13;C/U;276.03
437;A;1;180;1;3223.14;20;2578.51;C/U;644.63
437;A;2;110C;1;2185.95;20;1748.76;C/U;437.19
437;A;3;75;1;1380.16;20;1104.13;C/U;276.03
437;A;4;65;1;1157.02;20;925.62;C/U;231.4
438;A;1;110C;1;2185.95;20;1748.76;C/U;437.19
438;A;2;75;1;1380.16;20;1104.13;C/U;276.03
439;A;1;65;2;1157.02;20;1851.23;C/U;462.81
439;A;2;75;1;1380.16;20;1104.13;C/U;276.03
440;A;1;65;1;1157.02;20;925.62;C/U;231.4
441;A;1;65;1;1157.02;20;925.62;C/U;231.4
441;A;2;75;1;1380.16;20;1104.13;C/U;276.03
442;A;1;180;2;3223.14;20;5157.02;C/U;1289.26
442;A;2;100;1;2185.95;20;1748.76;C/U;437.19
442;A;3;75;1;1380.16;20;1104.13;C/U;276.03
443;A;1;45FKA;33;738.84;0;24381.72;C/U;0.0
443;A;2;65;59;785.95;0;46371.05;C/U;0.0
443;A;3;75;28;937.19;0;26241.32;C/U;0.0
443;A;4;65;5;708.26;0;3541.3;C/U;0.0
443;A;5;75;10;842.97;0;8429.7;C/U;0.0
443;A;6;150;1;987.6;0;987.6;C/U;0.0
443;A;7;180;1;2188.42;0;2188.42;C/U;0.0
443;A;8;110C;1;1484.29;0;1484.29;C/U;0.0
444;A;1;180;4;2326.03;0;9304.12;C/U;0.0
445;A;1;75;1;1380.16;0;1380.16;C/U;0.0
446;A;1;45FKA;1;1157.02;0;1157.02;C/U;0.0
447;A;1;75;3;770.17;0;2310.51;C/U;0.0
447;A;2;100;1;1225.84;0;1225.84;C/U;0.0
447;A;3;65;2;677.72;0;1355.44;C/U;0.0
448;A;1;180;5;2317.76;0;11588.8;C/U;0.0
449;A;1;100SP;1;2185.95;25;1639.46;C/U;546.49
449;A;2;110C;1;2185.95;25;1639.46;C/U;546.49
449;A;3;75;1;1380.16;25;1035.12;C/U;345.04
450;A;1;75;2;1380.16;20;2208.26;C/U;552.06
451;A;1;180;1;2326.03;0;2326.03;C/U;0.0
452;A;1;PLOMO;9576;26.5;0;253764.0;KG;0.0
453;A;1;PLOMO;4178;23.95;0;100063.1;KG;0.0
454;A;1;PLOMO;11752;23.95;0;281460.4;KG;0.0
455;A;1;75;50;901.0;0;45050.0;C/U;0.0
455;A;2;65;30;793.0;0;23790.0;C/U;0.0
455;A;3;180;15;2224.0;0;33360.0;C/U;0.0
455;A;4;110C;10;1497.0;0;14970.0;C/U;0.0
455;A;5;100;15;1497.0;0;22455.0;C/U;0.0
456;A;1;180;1;2410.22;0;2410.22;C/U;0.0
457;A;1;110C;2;2185.95;20;3497.52;C/U;874.38
458;A;1;65;2;1157.02;25;1735.53;C/U;578.51
458;A;2;80T;1;1611.57;25;1208.68;C/U;402.89
458;A;3;100;2;2185.95;25;3278.93;C/U;1092.98
459;A;1;180;2;2300.0;0;4600.0;C/U;0.0
460;A;1;180;2;2326.03;0;4652.06;C/U;0.0
461;A;1;180;4;2333.59;0;9334.36;C/U;0.0
462;A;1;110C;2;2185.95;20;3497.52;C/U;874.38
462;A;2;75;1;1380.16;20;1104.13;C/U;276.03
463;A;1;180;2;3223.14;20;5157.02;C/U;1289.26
464;A;1;75;4;1380.16;25;4140.48;C/U;1380.16
464;A;2;80T;1;1611.57;25;1208.68;C/U;402.89
466;A;1;75;2;1380.16;20;2208.26;C/U;552.06
467;A;1;75;1;1380.16;20;1104.13;C/U;276.03
468;A;1;240;2;2827.0;0;5654.0;C/U;0.0
468;A;2;45R12;1;1049.0;0;1049.0;C/U;0.0
468;A;3;45FKA;10;902.0;0;9020.0;C/U;0.0
468;A;4;180;5;2224.0;0;11120.0;C/U;0.0
468;A;5;110C;5;1497.0;0;7485.0;C/U;0.0
469;A;1;240;4;2827.0;0;11308.0;C/U;0.0
469;A;2;45R12;1;1049.0;0;1049.0;C/U;0.0
469;A;3;45FKA;10;902.0;0;9020.0;C/U;0.0
469;A;4;180;5;2224.0;0;11120.0;C/U;0.0
469;A;5;110C;5;1497.0;0;7485.0;C/U;0.0
470;A;1;180;2;2410.22;0;4820.44;C/U;0.0
471;A;1;65;2;1157.02;25;1735.53;C/U;578.51
472;A;1;65;1;1157.02;20;925.62;C/U;231.4
473;A;1;65;1;1157.02;20;925.62;C/U;231.4
473;A;2;75;1;1380.16;20;1104.13;C/U;276.03
474;A;1;65;2;1157.02;25;1735.53;C/U;578.51
474;A;2;75;1;1380.16;25;1035.12;C/U;345.04
474;A;3;80T;1;1611.57;25;1208.68;C/U;402.89
475;A;1;180;2;2410.22;0;4820.44;C/U;0.0
476;A;1;65;3;1157.02;20;2776.85;C/U;694.21
476;A;2;75;1;1380.16;20;1104.13;C/U;276.03
476;A;3;45FKA;1;1157.02;20;925.62;C/U;231.4
477;A;1;110C;2;2185.95;20;3497.52;C/U;874.38
477;A;2;180;1;3223.14;20;2578.51;C/U;644.63
478;A;1;75;1;1380.16;20;1104.13;C/U;276.03
479;A;1;75;4;1380.16;25;4140.48;C/U;1380.16
479;A;2;65;3;1157.02;25;2603.3;C/U;867.77
479;A;3;100SP;1;2185.95;25;1639.46;C/U;546.49
480;A;1;75;3;1380.16;20;3312.38;C/U;828.1
481;A;1;110C;1;2185.95;20;1748.76;C/U;437.19
481;A;2;180;1;3223.14;20;2578.51;C/U;644.63
482;A;1;75;2;1380.16;25;2070.24;C/U;690.08
482;A;2;50;1;1157.02;25;867.77;C/U;289.26
482;A;3;65;1;1157.02;25;867.77;C/U;289.26
482;A;4;110C;2;2185.95;25;3278.93;C/U;1092.98
483;A;1;80T;1;1611.57;25;1208.68;C/U;402.89
484;A;1;180;2;3223.14;25;4834.71;C/U;1611.57
485;A;1;180;10;2335.38;0;23353.8;C/U;0.0
486;A;1;90;1;2144.62;20;1715.7;C/U;428.92
487;A;1;180;1;3223.14;20;2578.51;C/U;644.63
488;A;1;100SP;1;2185.95;20;1748.76;C/U;437.19
489;A;1;65;1;1157.02;20;925.62;C/U;231.4
490;A;1;180;4;2326.03;0;9304.12;C/U;0.0
491;A;1;180;3;2410.22;0;7230.66;C/U;0.0
492;A;1;90;1;2144.62;20;1715.7;C/U;428.92
493;A;1;110C;4;2185.95;20;6995.04;C/U;1748.76
493;A;2;65;2;1157.02;20;1851.23;C/U;462.81
494;A;1;45FKA;2;1093.38;30;1530.73;C/U;656.03
494;A;2;65;10;1093.38;30;7653.66;C/U;3280.14
494;A;3;75;10;1302.47;30;9117.29;C/U;3907.41
494;A;4;80T;2;1520.66;30;2128.92;C/U;912.4
494;A;5;90;2;2024.79;30;2834.71;C/U;1214.87
494;A;6;1004X4;3;2024.79;30;4252.06;C/U;1822.31
494;A;7;110C;10;2062.8;30;14439.6;C/U;6188.4
494;A;8;120;1;2285.95;30;1600.17;C/U;685.79
494;A;9;180;8;3041.32;30;17031.39;C/U;7299.17
495;A;1;110C;2;2345.0;0;4690.0;C/U;0.0
496;A;1;240;1;3987.6;25;2990.7;C/U;996.9
497;A;1;65;1;1157.02;20;925.62;C/U;231.4
498;A;1;180;3;2326.03;0;6978.09;C/U;0.0
499;A;1;65;2;1157.02;20;1851.23;C/U;462.81
500;A;1;80T;1;1611.57;20;1289.26;C/U;322.31
501;A;1;75;2;1380.16;25;2070.24;C/U;690.08
502;A;1;45FIT;1;1636.36;20;1309.09;C/U;327.27
503;A;1;65;1;1157.02;20;925.62;C/U;231.4
504;A;1;65;2;855.0;0;1710.0;C/U;0.0
504;A;2;75;5;1020.0;0;5100.0;C/U;0.0
504;A;3;180;2;2383.0;0;4766.0;C/U;0.0
504;A;4;120;1;1790.0;0;1790.0;C/U;0.0
505;A;1;65;2;1157.02;20;1851.23;C/U;462.81
505;A;2;75;1;1380.16;20;1104.13;C/U;276.03
505;A;3;80T;1;1611.57;20;1289.26;C/U;322.31
506;A;1;225;2;3300.0;0;6600.0;C/U;0.0
507;A;1;75;1;1380.16;20;1104.13;C/U;276.03
508;A;1;180;4;2333.59;0;9334.36;C/U;0.0
509;A;1;100SP;1;2185.95;0;2185.95;C/U;0.0
510;A;1;75;1;1380.16;20;1104.13;C/U;276.03
511;A;1;65;2;1157.02;25;1735.53;C/U;578.51
512;A;1;65;2;1157.02;25;1735.53;C/U;578.51
512;A;2;75;1;1380.16;25;1035.12;C/U;345.04
512;A;3;180;1;3223.14;25;2417.36;C/U;805.79
513;A;1;24V230A;1;33516.0;0;33516.0;cmbUnidadMedida;0.0
514;A;1;24V230A;1;31840.2;0;31840.2;cmbUnidadMedida;0.0
515;A;1;240;1;3987.6;20;3190.08;C/U;797.52
516;A;1;90;1;2144.62;20;1715.7;C/U;428.92
517;A;1;180;1;3223.14;25;2417.36;C/U;805.79
517;A;2;75;2;1380.16;25;2070.24;C/U;690.08
517;A;3;110C;1;2185.95;25;1639.46;C/U;546.49
517;A;4;65;1;1157.02;25;867.77;C/U;289.26
518;A;1;180;4;1757.03;0;7028.12;C/U;0.0
518;A;2;75;1;726.57;0;726.57;C/U;0.0
519;A;1;180;1;3223.14;20;2578.51;C/U;644.63
520;A;1;65;1;1157.02;0;1157.02;C/U;0.0
521;A;1;110C;2;2185.95;20;3497.52;C/U;874.38
521;A;2;75;2;1380.16;20;2208.26;C/U;552.06
521;A;3;65;1;1157.02;20;925.62;C/U;231.4
522;A;1;75;1;1380.16;25;1035.12;C/U;345.04
522;A;2;65;1;1157.02;25;867.77;C/U;289.26
522;A;3;110C;1;2185.95;25;1639.46;C/U;546.49
523;A;1;1004X4;1;2144.62;20;1715.7;C/U;428.92
524;A;1;75;1;1380.16;20;1104.13;C/U;276.03
525;A;1;180;10;2317.77;0;23177.7;C/U;0.0
